,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,161.06,161.62,0.56,utterance,Child utterance:utterance,3,t,107,SK
1,Child utterance,Child,176.04,176.64,0.6,utterance,Child utterance:utterance,3,t,107,SK
2,Child utterance,Child,288.58,289.74,1.16,utterance,Child utterance:utterance,3,t,107,SK
3,Child gaze,Child,14.04,31.2,17.16,tablet,Child gaze:tablet,3,t,107,SK
4,Child gaze,Child,31.96,65.04,33.08,tablet,Child gaze:tablet,3,t,107,SK
5,Child gaze,Child,66.96,172.48,105.52000000000001,tablet,Child gaze:tablet,3,t,107,SK
6,Child gaze,Child,176.36,191.76,15.4,tablet,Child gaze:tablet,3,t,107,SK
7,Child gaze,Child,192.7,193.54,0.84,parent,Child gaze:parent,3,t,107,SK
8,Child gaze,Child,193.6,202.0,8.4,tablet,Child gaze:tablet,3,t,107,SK
9,Child gaze,Child,202.12,203.16,1.04,parent,Child gaze:parent,3,t,107,SK
10,Child gaze,Child,203.28,235.4,32.12,tablet,Child gaze:tablet,3,t,107,SK
11,Child gesture,Child,267.6,268.32,0.72,point at prop,Child gesture:point at prop,3,t,107,SK
12,Child gesture,Child,288.24,289.24,1.0,point at prop,Child gesture:point at prop,3,t,107,SK
13,Child gesture,Child,298.52,304.0,5.48,point at prop,Child gesture:point at prop,3,t,107,SK
14,Parent utterance,Parent,96.03999999999999,98.12,2.08,utterance,Parent utterance:utterance,3,t,107,SK
15,Parent utterance,Parent,109.64,111.12,1.48,utterance,Parent utterance:utterance,3,t,107,SK
16,Parent utterance,Parent,121.94,122.86,0.92,utterance,Parent utterance:utterance,3,t,107,SK
17,Parent utterance,Parent,125.12,126.32,1.2,utterance,Parent utterance:utterance,3,t,107,SK
18,Parent utterance,Parent,135.24,136.12,0.88,utterance,Parent utterance:utterance,3,t,107,SK
19,Parent utterance,Parent,137.84,138.72,0.88,utterance,Parent utterance:utterance,3,t,107,SK
20,Parent utterance,Parent,139.16,140.24,1.08,utterance,Parent utterance:utterance,3,t,107,SK
21,Parent utterance,Parent,149.26,151.5,2.24,utterance,Parent utterance:utterance,3,t,107,SK
22,Parent utterance,Parent,155.9,156.82,0.92,utterance,Parent utterance:utterance,3,t,107,SK
23,Parent utterance,Parent,157.88,158.96,1.08,utterance,Parent utterance:utterance,3,t,107,SK
24,Parent utterance,Parent,165.22,165.78,0.56,utterance,Parent utterance:utterance,3,t,107,SK
25,Parent utterance,Parent,169.9,172.3,2.4,utterance,Parent utterance:utterance,3,t,107,SK
26,Parent utterance,Parent,172.82,173.82,1.0,utterance,Parent utterance:utterance,3,t,107,SK
27,Parent utterance,Parent,174.28,175.16,0.88,utterance,Parent utterance:utterance,3,t,107,SK
28,Parent utterance,Parent,176.9,177.94,1.04,utterance,Parent utterance:utterance,3,t,107,SK
29,Parent utterance,Parent,179.1,179.98,0.88,utterance,Parent utterance:utterance,3,t,107,SK
30,Parent utterance,Parent,180.22,180.82,0.6,utterance,Parent utterance:utterance,3,t,107,SK
31,Parent utterance,Parent,197.24,199.0,1.76,utterance,Parent utterance:utterance,3,t,107,SK
32,Parent utterance,Parent,201.72,202.68,0.96,utterance,Parent utterance:utterance,3,t,107,SK
33,Parent utterance,Parent,209.2,210.24,1.04,utterance,Parent utterance:utterance,3,t,107,SK
34,Parent utterance,Parent,210.6,211.72,1.12,utterance,Parent utterance:utterance,3,t,107,SK
35,Parent utterance,Parent,217.88,218.8,0.92,utterance,Parent utterance:utterance,3,t,107,SK
36,Parent utterance,Parent,227.14,227.98,0.84,utterance,Parent utterance:utterance,3,t,107,SK
37,Parent utterance,Parent,236.68,237.72,1.04,utterance,Parent utterance:utterance,3,t,107,SK
38,Parent utterance,Parent,240.96,241.8,0.84,utterance,Parent utterance:utterance,3,t,107,SK
39,Parent utterance,Parent,250.1,250.9,0.8,utterance,Parent utterance:utterance,3,t,107,SK
40,Parent utterance,Parent,254.06,255.78,1.72,utterance,Parent utterance:utterance,3,t,107,SK
41,Parent utterance,Parent,258.2,259.12,0.92,utterance,Parent utterance:utterance,3,t,107,SK
42,Parent utterance,Parent,260.26,261.14,0.88,utterance,Parent utterance:utterance,3,t,107,SK
43,Parent utterance,Parent,290.28,292.32,2.04,utterance,Parent utterance:utterance,3,t,107,SK
44,Parent utterance,Parent,294.54,295.54,1.0,utterance,Parent utterance:utterance,3,t,107,SK
45,Parent utterance,Parent,299.6,300.96,1.36,utterance,Parent utterance:utterance,3,t,107,SK
46,Parent utterance,Parent,304.76,306.12,1.36,utterance,Parent utterance:utterance,3,t,107,SK
47,Verbal scaffolding,Parent,96.03999999999999,98.12,2.08,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
48,Verbal scaffolding,Parent,109.64,111.12,1.48,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
49,Verbal scaffolding,Parent,137.84,138.72,0.88,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
50,Verbal scaffolding,Parent,149.26,151.5,2.24,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
51,Verbal scaffolding,Parent,157.88,158.96,1.08,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
52,Verbal scaffolding,Parent,169.9,172.3,2.4,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
53,Verbal scaffolding,Parent,197.24,199.0,1.76,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
54,Verbal scaffolding,Parent,209.2,210.24,1.04,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
55,Verbal scaffolding,Parent,210.6,211.72,1.12,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
56,Verbal scaffolding,Parent,217.88,218.8,0.92,affective,Verbal scaffolding:affective,3,t,107,SK
57,Verbal scaffolding,Parent,227.14,227.98,0.84,affective,Verbal scaffolding:affective,3,t,107,SK
58,Verbal scaffolding,Parent,236.68,237.72,1.04,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
59,Verbal scaffolding,Parent,240.96,241.8,0.84,affective,Verbal scaffolding:affective,3,t,107,SK
60,Verbal scaffolding,Parent,250.1,250.9,0.8,affective,Verbal scaffolding:affective,3,t,107,SK
61,Verbal scaffolding,Parent,258.2,259.12,0.92,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
62,Verbal scaffolding,Parent,260.26,261.14,0.88,affective,Verbal scaffolding:affective,3,t,107,SK
63,Verbal scaffolding,Parent,290.28,292.32,2.04,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
64,Verbal scaffolding,Parent,294.54,295.54,1.0,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
65,Verbal scaffolding,Parent,299.6,300.96,1.36,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
66,Verbal scaffolding,Parent,304.76,306.12,1.36,cognitive,Verbal scaffolding:cognitive,3,t,107,SK
67,Non-verbal scaffolding,Parent,291.14,292.1,0.96,cognitive,Non-verbal scaffolding:cognitive,3,t,107,SK
68,Non-verbal scaffolding,Parent,293.98,295.86,1.88,cognitive,Non-verbal scaffolding:cognitive,3,t,107,SK
69,Non-verbal scaffolding,Parent,298.52,304.0,5.48,cognitive,Non-verbal scaffolding:cognitive,3,t,107,SK
70,Parent gaze,Parent,12.24,34.56,22.32,tablet,Parent gaze:tablet,3,t,107,SK
71,Parent gaze,Parent,34.92,35.52,0.6,child,Parent gaze:child,3,t,107,SK
72,Parent gaze,Parent,35.62,202.6,166.98,tablet,Parent gaze:tablet,3,t,107,SK
73,Parent gaze,Parent,202.64,203.56,0.92,child,Parent gaze:child,3,t,107,SK
74,Parent gaze,Parent,203.64,226.52,22.88,tablet,Parent gaze:tablet,3,t,107,SK
75,Parent gaze,Parent,226.68,227.32,0.64,child,Parent gaze:child,3,t,107,SK
76,Parent gaze,Parent,227.4,249.6,22.2,tablet,Parent gaze:tablet,3,t,107,SK
77,Parent gaze,Parent,249.7,250.14,0.44,child,Parent gaze:child,3,t,107,SK
78,Parent gesture,Parent,291.14,292.1,0.96,point at prop,Parent gesture:point at prop,3,t,107,SK
79,Parent gesture,Parent,293.98,295.86,1.88,point at prop,Parent gesture:point at prop,3,t,107,SK
80,Parent gesture,Parent,298.52,304.0,5.48,point at prop,Parent gesture:point at prop,3,t,107,SK
81,Child prop manipulation,Child,98.4,99.8,1.4,child,Child prop manipulation:child,3,t,107,SK
