,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,16.24
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,16.74
2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,17.24
3,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,17.74
4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,18.24
5,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,18.74
6,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,19.24
7,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,19.74
8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20.24
9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20.74
10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,21.24
11,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,21.74
12,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,22.24
13,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,22.74
14,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,23.24
15,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,23.74
16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24.24
17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24.74
18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,25.24
19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,25.74
20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26.24
21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26.74
22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27.24
23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27.74
24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28.24
25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28.74
26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29.24
27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29.74
28,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,30.24
29,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,30.74
30,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,31.24
31,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,31.74
32,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,32.239999999999995
33,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,32.739999999999995
34,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,33.239999999999995
35,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,33.739999999999995
36,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,34.239999999999995
37,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,34.739999999999995
38,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,35.239999999999995
39,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,35.739999999999995
40,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,36.239999999999995
41,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,36.739999999999995
42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37.239999999999995
43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37.739999999999995
44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,38.239999999999995
45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,38.739999999999995
46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39.239999999999995
47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39.739999999999995
48,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40.239999999999995
49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40.739999999999995
50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.239999999999995
51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.739999999999995
52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42.239999999999995
53,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42.739999999999995
54,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,43.239999999999995
55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,43.739999999999995
56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,44.239999999999995
57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,44.739999999999995
58,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,45.239999999999995
59,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45.739999999999995
60,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,46.239999999999995
61,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,46.739999999999995
62,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47.239999999999995
63,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47.739999999999995
