,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,28.36,28.92,0.56,utterance,Child utterance:utterance,2,r,114,SK
1,Child utterance,Child,43.5,44.1,0.6,utterance,Child utterance:utterance,2,r,114,SK
2,Child utterance,Child,64.14,64.78,0.64,utterance,Child utterance:utterance,2,r,114,SK
3,Child utterance,Child,69.44,70.2,0.76,utterance,Child utterance:utterance,2,r,114,SK
4,Child utterance,Child,98.8,99.6,0.8,utterance,Child utterance:utterance,2,r,114,SK
5,Child utterance,Child,103.44,104.32,0.88,utterance,Child utterance:utterance,2,r,114,SK
6,Child utterance,Child,107.06,108.7,1.64,utterance,Child utterance:utterance,2,r,114,SK
7,Child utterance,Child,116.88,117.52000000000001,0.64,utterance,Child utterance:utterance,2,r,114,SK
8,Child utterance,Child,118.8,119.2,0.4,utterance,Child utterance:utterance,2,r,114,SK
9,Child utterance,Child,142.96,144.0,1.04,utterance,Child utterance:utterance,2,r,114,SK
10,Child utterance,Child,154.1,154.54,0.44,utterance,Child utterance:utterance,2,r,114,SK
11,Child utterance,Child,161.88,162.44,0.56,utterance,Child utterance:utterance,2,r,114,SK
12,Child utterance,Child,163.74,164.26,0.52,utterance,Child utterance:utterance,2,r,114,SK
13,Child utterance,Child,165.7,166.38,0.68,utterance,Child utterance:utterance,2,r,114,SK
14,Child utterance,Child,175.44,176.24,0.8,utterance,Child utterance:utterance,2,r,114,SK
15,Child utterance,Child,179.56,180.76,1.2,utterance,Child utterance:utterance,2,r,114,SK
16,Child utterance,Child,182.76,183.84,1.08,utterance,Child utterance:utterance,2,r,114,SK
17,Child utterance,Child,188.38,189.46,1.08,utterance,Child utterance:utterance,2,r,114,SK
18,Child utterance,Child,196.7,197.54,0.84,utterance,Child utterance:utterance,2,r,114,SK
19,Child utterance,Child,204.46,207.14,2.68,utterance,Child utterance:utterance,2,r,114,SK
20,Child utterance,Child,226.92000000000002,227.56,0.64,utterance,Child utterance:utterance,2,r,114,SK
21,Child utterance,Child,229.52,230.04,0.52,utterance,Child utterance:utterance,2,r,114,SK
22,Child utterance,Child,254.18,255.54,1.36,utterance,Child utterance:utterance,2,r,114,SK
23,Child utterance,Child,279.9,280.78,0.88,utterance,Child utterance:utterance,2,r,114,SK
24,Child utterance,Child,285.22,285.74,0.52,utterance,Child utterance:utterance,2,r,114,SK
25,Child utterance,Child,286.84000000000003,288.12,1.28,utterance,Child utterance:utterance,2,r,114,SK
26,Child utterance,Child,296.4,297.36,0.96,utterance,Child utterance:utterance,2,r,114,SK
27,Child utterance,Child,300.16,302.84,2.68,utterance,Child utterance:utterance,2,r,114,SK
28,Child gaze,Child,5.36,5.84,0.48,props,Child gaze:props,2,r,114,SK
29,Child gaze,Child,5.92,9.16,3.24,robot,Child gaze:robot,2,r,114,SK
30,Child gaze,Child,9.2,10.8,1.6,props,Child gaze:props,2,r,114,SK
31,Child gaze,Child,10.88,12.0,1.12,robot,Child gaze:robot,2,r,114,SK
32,Child gaze,Child,12.56,14.4,1.84,robot,Child gaze:robot,2,r,114,SK
33,Child gaze,Child,14.48,15.08,0.6,props,Child gaze:props,2,r,114,SK
34,Child gaze,Child,15.16,15.44,0.28,robot,Child gaze:robot,2,r,114,SK
35,Child gaze,Child,15.52,16.72,1.2,props,Child gaze:props,2,r,114,SK
36,Child gaze,Child,16.8,17.36,0.56,robot,Child gaze:robot,2,r,114,SK
37,Child gaze,Child,17.44,17.72,0.28,props,Child gaze:props,2,r,114,SK
38,Child gaze,Child,17.8,24.72,6.92,robot,Child gaze:robot,2,r,114,SK
39,Child gaze,Child,26.6,31.68,5.08,robot,Child gaze:robot,2,r,114,SK
40,Child gaze,Child,31.82,32.58,0.76,parent,Child gaze:parent,2,r,114,SK
41,Child gaze,Child,32.68,44.12,11.44,robot,Child gaze:robot,2,r,114,SK
42,Child gaze,Child,44.16,44.88,0.72,parent,Child gaze:parent,2,r,114,SK
43,Child gaze,Child,44.96,50.44,5.48,robot,Child gaze:robot,2,r,114,SK
44,Child gaze,Child,50.58,52.06,1.48,props,Child gaze:props,2,r,114,SK
45,Child gaze,Child,52.12,52.84,0.72,robot,Child gaze:robot,2,r,114,SK
46,Child gaze,Child,52.96,54.68,1.72,props,Child gaze:props,2,r,114,SK
47,Child gaze,Child,54.78,55.06,0.28,robot,Child gaze:robot,2,r,114,SK
48,Child gaze,Child,55.12,56.76,1.64,props,Child gaze:props,2,r,114,SK
49,Child gaze,Child,56.82,57.7,0.88,robot,Child gaze:robot,2,r,114,SK
50,Child gaze,Child,57.78,62.06,4.28,props,Child gaze:props,2,r,114,SK
51,Child gaze,Child,62.16,64.36,2.2,robot,Child gaze:robot,2,r,114,SK
52,Child gaze,Child,64.5,64.82,0.32,parent,Child gaze:parent,2,r,114,SK
53,Child gaze,Child,64.9,72.82,7.92,robot,Child gaze:robot,2,r,114,SK
54,Child gaze,Child,72.9,75.26,2.36,props,Child gaze:props,2,r,114,SK
55,Child gaze,Child,75.28,75.76,0.48,robot,Child gaze:robot,2,r,114,SK
56,Child gaze,Child,75.84,80.4,4.56,props,Child gaze:props,2,r,114,SK
57,Child gaze,Child,80.48,85.2,4.72,robot,Child gaze:robot,2,r,114,SK
58,Child gaze,Child,85.32,86.52,1.2,props,Child gaze:props,2,r,114,SK
59,Child gaze,Child,87.68,88.24,0.56,robot,Child gaze:robot,2,r,114,SK
60,Child gaze,Child,88.28,91.08,2.8,props,Child gaze:props,2,r,114,SK
61,Child gaze,Child,91.16,91.52,0.36,robot,Child gaze:robot,2,r,114,SK
62,Child gaze,Child,91.66,92.86,1.2,props,Child gaze:props,2,r,114,SK
63,Child gaze,Child,92.9,98.7,5.8,robot,Child gaze:robot,2,r,114,SK
64,Child gaze,Child,99.75999999999999,101.8,2.04,props,Child gaze:props,2,r,114,SK
65,Child gaze,Child,101.86,106.78,4.92,robot,Child gaze:robot,2,r,114,SK
66,Child gaze,Child,112.84,114.28,1.44,robot,Child gaze:robot,2,r,114,SK
67,Child gaze,Child,114.36,115.8,1.44,props,Child gaze:props,2,r,114,SK
68,Child gaze,Child,115.88,116.24000000000001,0.36,robot,Child gaze:robot,2,r,114,SK
69,Child gaze,Child,116.38,117.06,0.68,props,Child gaze:props,2,r,114,SK
70,Child gaze,Child,117.92,118.8,0.88,props,Child gaze:props,2,r,114,SK
71,Child gaze,Child,118.88,119.32,0.44,props,Child gaze:props,2,r,114,SK
72,Child gaze,Child,119.42,125.14,5.72,robot,Child gaze:robot,2,r,114,SK
73,Child gaze,Child,125.18,125.98,0.8,props,Child gaze:props,2,r,114,SK
74,Child gaze,Child,126.04,126.56,0.52,robot,Child gaze:robot,2,r,114,SK
75,Child gaze,Child,126.66,126.9,0.24,props,Child gaze:props,2,r,114,SK
76,Child gaze,Child,127.02,128.42,1.4,robot,Child gaze:robot,2,r,114,SK
77,Child gaze,Child,128.52,129.36,0.84,props,Child gaze:props,2,r,114,SK
78,Child gaze,Child,129.42,129.66,0.24,parent,Child gaze:parent,2,r,114,SK
79,Child gaze,Child,129.78,131.3,1.52,props,Child gaze:props,2,r,114,SK
80,Child gaze,Child,131.32,137.84,6.52,robot,Child gaze:robot,2,r,114,SK
81,Child gaze,Child,137.94,146.38,8.44,props,Child gaze:props,2,r,114,SK
82,Child gaze,Child,147.82,166.7,18.88,robot,Child gaze:robot,2,r,114,SK
83,Child gaze,Child,166.8,167.68,0.88,props,Child gaze:props,2,r,114,SK
84,Child gaze,Child,167.8,176.92000000000002,9.12,robot,Child gaze:robot,2,r,114,SK
85,Child gaze,Child,179.4,182.0,2.6,parent,Child gaze:parent,2,r,114,SK
86,Child gaze,Child,182.06,189.34,7.28,robot,Child gaze:robot,2,r,114,SK
87,Child gaze,Child,189.38,191.7,2.32,props,Child gaze:props,2,r,114,SK
88,Child gaze,Child,191.82,195.62,3.8,robot,Child gaze:robot,2,r,114,SK
89,Child gaze,Child,195.68,196.28,0.6,props,Child gaze:props,2,r,114,SK
90,Child gaze,Child,196.42000000000002,196.54,0.12,robot,Child gaze:robot,2,r,114,SK
91,Child gaze,Child,197.12,200.4,3.28,robot,Child gaze:robot,2,r,114,SK
92,Child gaze,Child,200.44,200.8,0.36,props,Child gaze:props,2,r,114,SK
93,Child gaze,Child,200.86,205.5,4.64,robot,Child gaze:robot,2,r,114,SK
94,Child gaze,Child,205.54,206.78,1.24,parent,Child gaze:parent,2,r,114,SK
95,Child gaze,Child,207.16,209.72,2.56,robot,Child gaze:robot,2,r,114,SK
96,Child gaze,Child,209.8,213.16,3.36,props,Child gaze:props,2,r,114,SK
97,Child gaze,Child,213.28,214.64,1.36,robot,Child gaze:robot,2,r,114,SK
98,Child gaze,Child,214.76,217.2,2.44,props,Child gaze:props,2,r,114,SK
99,Child gaze,Child,217.3,221.26,3.96,robot,Child gaze:robot,2,r,114,SK
100,Child gaze,Child,221.32,225.76,4.44,props,Child gaze:props,2,r,114,SK
101,Child gaze,Child,225.86,226.74,0.88,robot,Child gaze:robot,2,r,114,SK
102,Child gaze,Child,226.82,229.57999999999998,2.76,props,Child gaze:props,2,r,114,SK
103,Child gaze,Child,229.6,230.88,1.28,robot,Child gaze:robot,2,r,114,SK
104,Child gaze,Child,230.96,238.52,7.56,props,Child gaze:props,2,r,114,SK
105,Child gaze,Child,238.57999999999998,247.38,8.8,robot,Child gaze:robot,2,r,114,SK
106,Child gaze,Child,247.42,249.02,1.6,props,Child gaze:props,2,r,114,SK
107,Child gaze,Child,249.06,253.38,4.32,robot,Child gaze:robot,2,r,114,SK
108,Child gaze,Child,253.42,254.5,1.08,props,Child gaze:props,2,r,114,SK
109,Child gaze,Child,254.6,260.6,6.0,robot,Child gaze:robot,2,r,114,SK
110,Child gaze,Child,260.68,261.6,0.92,props,Child gaze:props,2,r,114,SK
111,Child gaze,Child,261.66,262.74,1.08,robot,Child gaze:robot,2,r,114,SK
112,Child gaze,Child,262.84,264.0,1.16,props,Child gaze:props,2,r,114,SK
113,Child gaze,Child,264.06,264.54,0.48,robot,Child gaze:robot,2,r,114,SK
114,Child gaze,Child,264.58,265.18,0.6,props,Child gaze:props,2,r,114,SK
115,Child gaze,Child,265.24,265.76,0.52,robot,Child gaze:robot,2,r,114,SK
116,Child gaze,Child,265.86,267.42,1.56,props,Child gaze:props,2,r,114,SK
117,Child gaze,Child,267.44,269.24,1.8,robot,Child gaze:robot,2,r,114,SK
118,Child gaze,Child,269.34,269.7,0.36,props,Child gaze:props,2,r,114,SK
