,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,13.6,14.4,0.8,utterance,Child utterance:utterance,1,r,117,SK
1,Child utterance,Child,14.72,15.64,0.92,utterance,Child utterance:utterance,1,r,117,SK
2,Child utterance,Child,16.2,17.4,1.2,utterance,Child utterance:utterance,1,r,117,SK
3,Child utterance,Child,20.56,21.04,0.48,utterance,Child utterance:utterance,1,r,117,SK
4,Child utterance,Child,21.28,22.08,0.8,utterance,Child utterance:utterance,1,r,117,SK
5,Child utterance,Child,22.24,27.28,5.04,utterance,Child utterance:utterance,1,r,117,SK
6,Child utterance,Child,35.68,38.24,2.56,utterance,Child utterance:utterance,1,r,117,SK
7,Child utterance,Child,38.96,42.2,3.24,utterance,Child utterance:utterance,1,r,117,SK
8,Child utterance,Child,48.58,51.78,3.2,utterance,Child utterance:utterance,1,r,117,SK
9,Child utterance,Child,74.92,75.56,0.64,utterance,Child utterance:utterance,1,r,117,SK
10,Child utterance,Child,92.24000000000001,92.72,0.48,utterance,Child utterance:utterance,1,r,117,SK
11,Child utterance,Child,94.08,96.08,2.0,utterance,Child utterance:utterance,1,r,117,SK
12,Child utterance,Child,124.28,124.76,0.48,utterance,Child utterance:utterance,1,r,117,SK
13,Child utterance,Child,128.52,128.96,0.44,utterance,Child utterance:utterance,1,r,117,SK
14,Child utterance,Child,141.04,141.64,0.6,utterance,Child utterance:utterance,1,r,117,SK
15,Child utterance,Child,152.57999999999998,153.26,0.68,utterance,Child utterance:utterance,1,r,117,SK
16,Child utterance,Child,155.72,156.24,0.52,utterance,Child utterance:utterance,1,r,117,SK
17,Child utterance,Child,157.88,158.48,0.6,utterance,Child utterance:utterance,1,r,117,SK
18,Child utterance,Child,161.57999999999998,162.3,0.72,utterance,Child utterance:utterance,1,r,117,SK
19,Child utterance,Child,174.42000000000002,175.62,1.2,utterance,Child utterance:utterance,1,r,117,SK
20,Child utterance,Child,183.8,184.84,1.04,utterance,Child utterance:utterance,1,r,117,SK
21,Child utterance,Child,186.72,187.52,0.8,utterance,Child utterance:utterance,1,r,117,SK
22,Child utterance,Child,201.66,202.18,0.52,utterance,Child utterance:utterance,1,r,117,SK
23,Child utterance,Child,226.72,227.28,0.56,utterance,Child utterance:utterance,1,r,117,SK
24,Child utterance,Child,232.9,233.62,0.72,utterance,Child utterance:utterance,1,r,117,SK
25,Child utterance,Child,238.24,238.8,0.56,utterance,Child utterance:utterance,1,r,117,SK
26,Child utterance,Child,241.8,242.68,0.88,utterance,Child utterance:utterance,1,r,117,SK
27,Child utterance,Child,249.5,250.14,0.64,utterance,Child utterance:utterance,1,r,117,SK
28,Child utterance,Child,251.06,251.62,0.56,utterance,Child utterance:utterance,1,r,117,SK
29,Child utterance,Child,266.54,267.26,0.72,utterance,Child utterance:utterance,1,r,117,SK
30,Child utterance,Child,268.94,270.22,1.28,utterance,Child utterance:utterance,1,r,117,SK
31,Child utterance,Child,274.42,274.86,0.44,utterance,Child utterance:utterance,1,r,117,SK
32,Child utterance,Child,289.7,290.14,0.44,utterance,Child utterance:utterance,1,r,117,SK
33,Child utterance,Child,294.48,295.68,1.2,utterance,Child utterance:utterance,1,r,117,SK
34,Child utterance,Child,296.76,297.48,0.72,utterance,Child utterance:utterance,1,r,117,SK
35,Child utterance,Child,298.92,299.8,0.88,utterance,Child utterance:utterance,1,r,117,SK
36,Child utterance,Child,301.64,302.16,0.52,utterance,Child utterance:utterance,1,r,117,SK
37,Child gaze,Child,5.88,12.16,6.28,robot,Child gaze:robot,1,r,117,SK
38,Child gaze,Child,12.2,13.24,1.04,parent,Child gaze:parent,1,r,117,SK
