,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,8.56,8.88,0.32,utterance,Child utterance:utterance,1,r,101,SK
1,Child utterance,Child,10.92,11.32,0.4,utterance,Child utterance:utterance,1,r,101,SK
2,Child utterance,Child,14.8,15.28,0.48,utterance,Child utterance:utterance,1,r,101,SK
3,Child utterance,Child,31.08,31.96,0.88,utterance,Child utterance:utterance,1,r,101,SK
4,Child utterance,Child,50.34,50.7,0.36,utterance,Child utterance:utterance,1,r,101,SK
5,Child utterance,Child,62.26,62.66,0.4,utterance,Child utterance:utterance,1,r,101,SK
6,Child utterance,Child,102.47999999999999,102.88,0.4,utterance,Child utterance:utterance,1,r,101,SK
7,Child utterance,Child,105.4,105.84,0.44,utterance,Child utterance:utterance,1,r,101,SK
8,Child utterance,Child,129.86,130.46,0.6,utterance,Child utterance:utterance,1,r,101,SK
9,Child utterance,Child,151.14,151.82,0.68,utterance,Child utterance:utterance,1,r,101,SK
10,Child utterance,Child,153.06,153.62,0.56,utterance,Child utterance:utterance,1,r,101,SK
11,Child utterance,Child,164.56,166.6,2.04,utterance,Child utterance:utterance,1,r,101,SK
12,Child utterance,Child,169.32,171.48,2.16,utterance,Child utterance:utterance,1,r,101,SK
13,Child utterance,Child,174.04,174.88,0.84,utterance,Child utterance:utterance,1,r,101,SK
14,Child utterance,Child,176.46,177.1,0.64,utterance,Child utterance:utterance,1,r,101,SK
15,Child utterance,Child,184.56,185.12,0.56,utterance,Child utterance:utterance,1,r,101,SK
16,Child utterance,Child,189.3,190.06,0.76,utterance,Child utterance:utterance,1,r,101,SK
17,Child utterance,Child,194.54,194.9,0.36,utterance,Child utterance:utterance,1,r,101,SK
18,Child utterance,Child,204.3,204.78,0.48,utterance,Child utterance:utterance,1,r,101,SK
19,Child utterance,Child,209.24,209.84,0.6,utterance,Child utterance:utterance,1,r,101,SK
20,Child utterance,Child,215.04,215.64,0.6,utterance,Child utterance:utterance,1,r,101,SK
21,Child utterance,Child,219.98,220.42000000000002,0.44,utterance,Child utterance:utterance,1,r,101,SK
22,Child utterance,Child,221.86,222.54,0.68,other vocalization,Child utterance:other vocalization,1,r,101,SK
23,Child utterance,Child,229.07999999999998,229.92000000000002,0.84,utterance,Child utterance:utterance,1,r,101,SK
24,Child utterance,Child,237.96,238.4,0.44,utterance,Child utterance:utterance,1,r,101,SK
25,Child utterance,Child,239.16,239.52,0.36,utterance,Child utterance:utterance,1,r,101,SK
26,Child utterance,Child,249.9,250.74,0.84,utterance,Child utterance:utterance,1,r,101,SK
27,Child utterance,Child,254.38,255.18,0.8,utterance,Child utterance:utterance,1,r,101,SK
28,Child utterance,Child,255.96,256.84,0.88,utterance,Child utterance:utterance,1,r,101,SK
29,Child utterance,Child,262.24,263.8,1.56,utterance,Child utterance:utterance,1,r,101,SK
30,Child utterance,Child,276.46,280.78,4.32,utterance,Child utterance:utterance,1,r,101,SK
31,Child gaze,Child,2.56,11.4,8.84,robot,Child gaze:robot,1,r,101,SK
32,Child gaze,Child,11.52,12.72,1.2,parent,Child gaze:parent,1,r,101,SK
33,Child gaze,Child,12.92,14.24,1.32,robot,Child gaze:robot,1,r,101,SK
