,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,17.12,18.42,1.3,utterance,Child utterance:utterance,2,r,110,SK
1,Child utterance,Child,66.69,68.75,2.06,utterance,Child utterance:utterance,2,r,110,SK
2,Child utterance,Child,84.67,85.09,0.42,utterance,Child utterance:utterance,2,r,110,SK
3,Child utterance,Child,86.56,87.16,0.6,utterance,Child utterance:utterance,2,r,110,SK
4,Child utterance,Child,88.9,89.44,0.54,utterance,Child utterance:utterance,2,r,110,SK
5,Child utterance,Child,90.93,91.73,0.8,utterance,Child utterance:utterance,2,r,110,SK
6,Child utterance,Child,94.47,95.31,0.84,utterance,Child utterance:utterance,2,r,110,SK
7,Child utterance,Child,97.31,98.07,0.76,utterance,Child utterance:utterance,2,r,110,SK
8,Child utterance,Child,99.53,100.33,0.8,utterance,Child utterance:utterance,2,r,110,SK
9,Child utterance,Child,102.45,102.91,0.46,utterance,Child utterance:utterance,2,r,110,SK
10,Child utterance,Child,104.57,105.53,0.96,utterance,Child utterance:utterance,2,r,110,SK
11,Child utterance,Child,106.89,107.63,0.74,utterance,Child utterance:utterance,2,r,110,SK
12,Child utterance,Child,113.87,114.25,0.38,utterance,Child utterance:utterance,2,r,110,SK
13,Child utterance,Child,115.44,116.03999999999999,0.6,utterance,Child utterance:utterance,2,r,110,SK
14,Child utterance,Child,118.69,119.21000000000001,0.52,utterance,Child utterance:utterance,2,r,110,SK
15,Child utterance,Child,120.09,120.71,0.62,utterance,Child utterance:utterance,2,r,110,SK
16,Child utterance,Child,124.84,125.28,0.44,utterance,Child utterance:utterance,2,r,110,SK
17,Child utterance,Child,131.13,131.59,0.46,utterance,Child utterance:utterance,2,r,110,SK
18,Child utterance,Child,131.88,132.9,1.02,utterance,Child utterance:utterance,2,r,110,SK
19,Child utterance,Child,134.76,135.4,0.64,utterance,Child utterance:utterance,2,r,110,SK
20,Child utterance,Child,139.62,140.57999999999998,0.96,utterance,Child utterance:utterance,2,r,110,SK
21,Child utterance,Child,144.79,147.03,2.24,utterance,Child utterance:utterance,2,r,110,SK
22,Child utterance,Child,152.75,153.93,1.18,utterance,Child utterance:utterance,2,r,110,SK
23,Child utterance,Child,159.12,159.82,0.7,utterance,Child utterance:utterance,2,r,110,SK
24,Child utterance,Child,161.87,162.75,0.88,utterance,Child utterance:utterance,2,r,110,SK
25,Child utterance,Child,166.63,167.11,0.48,utterance,Child utterance:utterance,2,r,110,SK
26,Child utterance,Child,168.97,169.57,0.6,utterance,Child utterance:utterance,2,r,110,SK
27,Child utterance,Child,172.53,173.41,0.88,utterance,Child utterance:utterance,2,r,110,SK
28,Child utterance,Child,180.33,181.19,0.86,utterance,Child utterance:utterance,2,r,110,SK
29,Child utterance,Child,181.57,182.79,1.22,utterance,Child utterance:utterance,2,r,110,SK
