,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,66.6
1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,66.8
2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,67.0
3,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,67.2
4,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,67.4
5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,67.60000000000001
6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,67.80000000000001
7,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,68.00000000000001
8,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,68.20000000000002
9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.40000000000002
10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.60000000000002
11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.80000000000003
12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.00000000000003
13,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.20000000000003
14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.40000000000003
15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.60000000000004
16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.80000000000004
17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,70.00000000000004
18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,70.20000000000005
19,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,70.40000000000005
20,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,70.60000000000005
21,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,70.80000000000005
22,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,71.00000000000006
23,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,71.20000000000006
24,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,71.40000000000006
25,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,71.60000000000007
26,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,71.80000000000007
27,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,72.00000000000007
28,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,72.20000000000007
29,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,72.40000000000008
30,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,72.60000000000008
31,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,72.80000000000008
32,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,73.00000000000009
33,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,73.20000000000009
34,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,73.40000000000009
35,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,73.6000000000001
36,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,73.8000000000001
37,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,74.0000000000001
38,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,74.2000000000001
39,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,74.4000000000001
40,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,74.60000000000011
41,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,74.80000000000011
42,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,75.00000000000011
43,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,75.20000000000012
44,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,75.40000000000012
45,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,75.60000000000012
46,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,75.80000000000013
47,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,76.00000000000013
48,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,76.20000000000013
49,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,76.40000000000013
50,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,76.60000000000014
51,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,76.80000000000014
52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,77.00000000000014
53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,77.20000000000014
54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,77.40000000000015
55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,77.60000000000015
56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,77.80000000000015
57,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,78.00000000000016
58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,78.20000000000016
59,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,78.40000000000016
60,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,78.60000000000016
61,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,78.80000000000017
62,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,79.00000000000017
63,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,79.20000000000017
64,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,79.40000000000018
65,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,79.60000000000018
66,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,79.80000000000018
67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,80.00000000000018
68,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,80.20000000000019
69,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,80.40000000000019
70,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,80.6000000000002
71,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,80.8000000000002
72,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,81.0000000000002
73,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,81.2000000000002
74,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,81.4000000000002
75,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,81.60000000000021
76,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,81.80000000000021
77,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,82.00000000000021
78,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,82.20000000000022
79,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,82.40000000000022
80,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,82.60000000000022
81,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,82.80000000000022
82,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,83.00000000000023
83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,83.20000000000023
84,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,83.40000000000023
85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,83.60000000000024
86,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,83.80000000000024
87,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,84.00000000000024
88,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,84.20000000000024
89,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,84.40000000000025
90,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,84.60000000000025
91,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,84.80000000000025
92,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,85.00000000000026
93,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,85.20000000000026
94,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,85.40000000000026
95,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,85.60000000000026
96,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,85.80000000000027
97,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,86.00000000000027
98,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,86.20000000000027
99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,86.40000000000028
100,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,86.60000000000028
101,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,86.80000000000028
