,total time,count,normalized total time,normalized count
Child affect,152.12,16,0.5089668094218416,0.05353319057815846
Child gaze,271.88,62,0.9096627408993576,0.20744111349036404
Child gesture,45.64,15,0.15270342612419702,0.05018736616702356
Child prop manipulation,52.16,13,0.17451820128479656,0.04349571734475375
Child utterance,1.96,4,0.006557815845824411,0.013383297644539615
Conversational turns,92.98000000000002,15,0.3110947537473234,0.05018736616702356
Joint attention,164.22,51,0.5494512847965739,0.1706370449678801
Mutual gaze,1.5200000000000387,2,0.005085653104925183,0.0066916488222698075
Non-verbal scaffolding,8.64,4,0.02890792291220557,0.013383297644539615
Parent affect,137.84,10,0.46118843683083516,0.03345824411134904
Parent affective touch,5.24,1,0.017532119914346896,0.0033458244111349037
Parent gaze,266.0,72,0.8899892933618844,0.24089935760171308
Parent gesture,6.800000000000001,3,0.022751605995717347,0.01003747323340471
Parent prop manipulation,5.16,3,0.017264453961456105,0.01003747323340471
Parent utterance,75.08,40,0.25120449678800855,0.13383297644539616
Verbal scaffolding,40.12,19,0.13423447537473232,0.06357066381156316
robot pointing,18.24,8,0.06102783725910064,0.02676659528907923
robot text,155.9,43,0.5216140256959315,0.14387044967880086
CP,7.660000000000053,3,0.02562901498929354,0.01003747323340471
CPC,16.19999999999999,2,0.054202355460385404,0.0066916488222698075
MG,1.5200000000000387,2,0.005085653104925183,0.0066916488222698075
PC,34.83999999999995,6,0.11656852248393987,0.02007494646680942
PCP,34.28000000000003,4,0.1146948608137046,0.013383297644539615
affective,7.12,6,0.023822269807280513,0.02007494646680942
affective touch,5.24,1,0.017532119914346896,0.0033458244111349037
child,84.03999999999999,29,0.2811830835117773,0.0970289079229122
cognitive,38.4,15,0.1284796573875803,0.05018736616702356
correction,11.32,5,0.03787473233404711,0.01672912205567452
missing data,29.079999999999973,10,0.09729657387580291,0.03345824411134904
other,6.44,4,0.021547109207708783,0.013383297644539615
other vocalization,2.24,2,0.007494646680942185,0.0066916488222698075
parent,7.2,5,0.024089935760171308,0.01672912205567452
pick up,26.84,12,0.08980192719486081,0.04014989293361884
point at prop,70.68,26,0.23648286937901503,0.0869914346895075
positive 1,224.16,20,0.75,0.06691648822269808
positive 2,65.8,6,0.22015524625267666,0.02007494646680942
positive feedback,12.92,5,0.043228051391862955,0.01672912205567452
props,288.03999999999996,79,0.9637312633832975,0.2643201284796574
put down,16.16,7,0.05406852248394004,0.023420770877944325
robot,352.62000000000006,80,1.17980460385439,0.2676659528907923
song,65.5,1,0.2191514989293362,0.0033458244111349037
teach,8.56,4,0.028640256959314776,0.013383297644539615
technical,3.24,2,0.010840471092077088,0.0066916488222698075
try again,8.16,5,0.027301927194860815,0.01672912205567452
utterance,73.24,40,0.24504817987152033,0.13383297644539616
Child affect:positive 1,114.11999999999999,13,0.38182548179871517,0.04349571734475375
Child affect:positive 2,38.0,3,0.12714132762312633,0.01003747323340471
Child gaze:missing data,8.56,2,0.028640256959314776,0.0066916488222698075
Child gaze:parent,2.04,2,0.006825481798715204,0.0066916488222698075
Child gaze:props,105.84,29,0.3541220556745182,0.0970289079229122
Child gaze:robot,155.44,29,0.5200749464668094,0.0970289079229122
Child gesture:point at prop,45.64,15,0.15270342612419702,0.05018736616702356
Child prop manipulation:child,52.16,13,0.17451820128479656,0.04349571734475375
Child utterance:utterance,1.96,4,0.006557815845824411,0.013383297644539615
Conversational turns:CP,7.660000000000053,3,0.02562901498929354,0.01003747323340471
Conversational turns:CPC,16.19999999999999,2,0.054202355460385404,0.0066916488222698075
Conversational turns:PC,34.83999999999995,6,0.11656852248393987,0.02007494646680942
Conversational turns:PCP,34.28000000000003,4,0.1146948608137046,0.013383297644539615
Joint attention:missing data,6.279999999999973,3,0.021011777301927104,0.01003747323340471
Joint attention:props,73.19999999999999,26,0.2449143468950749,0.0869914346895075
Joint attention:robot,84.74000000000004,22,0.2835251605995719,0.07360813704496788
Mutual gaze:MG,1.5200000000000387,2,0.005085653104925183,0.0066916488222698075
Non-verbal scaffolding:cognitive,6.800000000000001,3,0.022751605995717347,0.01003747323340471
Non-verbal scaffolding:technical,1.84,1,0.006156316916488223,0.0033458244111349037
Parent affect:positive 1,110.03999999999999,7,0.3681745182012848,0.023420770877944325
Parent affect:positive 2,27.8,3,0.09301391862955033,0.01003747323340471
Parent affective touch:affective touch,5.24,1,0.017532119914346896,0.0033458244111349037
Parent gaze:child,31.88,16,0.10666488222698073,0.05353319057815846
Parent gaze:missing data,12.68,3,0.04242505353319058,0.01003747323340471
Parent gaze:props,109.0,24,0.3646948608137045,0.08029978586723768
Parent gaze:robot,112.44,29,0.37620449678800855,0.0970289079229122
Parent gesture:point at prop,6.800000000000001,3,0.022751605995717347,0.01003747323340471
Parent prop manipulation:parent,5.16,3,0.017264453961456105,0.01003747323340471
Parent utterance:missing data,1.56,2,0.00521948608137045,0.0066916488222698075
Parent utterance:other vocalization,2.24,2,0.007494646680942185,0.0066916488222698075
Parent utterance:utterance,71.28,36,0.23849036402569593,0.12044967880085654
Verbal scaffolding:affective,7.12,6,0.023822269807280513,0.02007494646680942
Verbal scaffolding:cognitive,31.6,12,0.10572805139186296,0.04014989293361884
Verbal scaffolding:technical,1.4,1,0.004684154175588865,0.0033458244111349037
robot pointing:point at prop,18.24,8,0.06102783725910064,0.02676659528907923
robot text:correction,11.32,5,0.03787473233404711,0.01672912205567452
robot text:other,6.44,4,0.021547109207708783,0.013383297644539615
robot text:pick up,26.84,12,0.08980192719486081,0.04014989293361884
robot text:positive feedback,12.92,5,0.043228051391862955,0.01672912205567452
robot text:put down,16.16,7,0.05406852248394004,0.023420770877944325
robot text:song,65.5,1,0.2191514989293362,0.0033458244111349037
robot text:teach,8.56,4,0.028640256959314776,0.013383297644539615
robot text:try again,8.16,5,0.027301927194860815,0.01672912205567452
