,total time,count,normalized total time,normalized count
Child affect,90.88,25,0.30578734858681017,0.08411843876177656
Child gaze,228.28,99,0.7681022880215342,0.3331090174966352
Child gesture,29.26,25,0.09845222072678331,0.08411843876177656
Child prop manipulation,11.36,4,0.03822341857335127,0.013458950201884251
Child utterance,73.16,64,0.24616419919246293,0.21534320323014802
Conversational turns,1239.9700000000003,218,4.172173620457604,0.7335127860026917
Joint attention,102.49999999999984,74,0.3448855989232834,0.24899057873485864
Mutual gaze,5.300000000000011,9,0.01783310901749667,0.030282637954239564
Non-verbal scaffolding,33.68,26,0.11332436069986539,0.08748317631224763
Parent affect,89.62,25,0.30154777927321663,0.08411843876177656
Parent affective touch,2.88,1,0.00969044414535666,0.003364737550471063
Parent gaze,220.72,106,0.742664872139973,0.35666218034993263
Parent gesture,33.3,25,0.11204576043068638,0.08411843876177656
Parent prop manipulation,37.94,8,0.1276581426648721,0.026917900403768503
Parent utterance,110.08,85,0.37039030955585456,0.28600269179004034
Verbal scaffolding,38.04,26,0.12799461641991922,0.08748317631224763
robot pointing,34.867,15,0.11731830417227454,0.05047106325706594
robot text,140.46099999999998,43,0.4726144010767159,0.1446837146702557
CP,239.49999999999997,57,0.8058546433378194,0.19179004037685057
CPC,359.8800000000003,47,1.210901749663527,0.15814266487213996
MG,5.300000000000011,9,0.01783310901749667,0.030282637954239564
PC,244.23000000000013,59,0.8217698519515481,0.1985195154777927
PCP,396.35999999999984,55,1.3336473755047098,0.18506056527590845
affective,17.0,13,0.05720053835800807,0.04374158815612381
affective touch,2.88,1,0.00969044414535666,0.003364737550471063
child,53.28,31,0.17927321668909824,0.10430686406460295
cognitive,45.38,30,0.15269179004037683,0.10094212651413188
missing data,3.4000000000000004,2,0.011440107671601614,0.006729475100942126
negative,23.0,10,0.07738896366083445,0.03364737550471063
other,36.453,28,0.12265477792732166,0.09421265141318975
parent,49.540000000000006,25,0.16668909825033648,0.08411843876177656
pick up,30.6,11,0.10296096904441453,0.03701211305518169
point at prop,68.907,42,0.2318539703903095,0.14131897711978464
positive 1,43.96,16,0.14791386271870793,0.053835800807537006
positive 2,72.88,17,0.24522207267833104,0.05720053835800807
positive 3,40.66,7,0.1368102288021534,0.02355316285329744
positive feedback,15.865,6,0.053381561238223414,0.020188425302826378
props,263.7199999999999,107,0.8873485868102283,0.3600269179004037
put down,5.2669999999999995,2,0.017722072678331084,0.006729475100942126
robot,214.25999999999996,124,0.7209286675639298,0.4172274562584118
robot or prop,20.0,4,0.06729475100942126,0.013458950201884251
song,43.999,1,0.1480450874831763,0.003364737550471063
teach,22.6,10,0.07604306864064603,0.03364737550471063
technical,9.34,9,0.031426648721399726,0.030282637954239564
try again,14.197,8,0.047769179004037675,0.026917900403768503
utterance,179.84,147,0.6051144010767159,0.4946164199192462
Child affect:negative,23.0,10,0.07738896366083445,0.03364737550471063
Child affect:positive 1,27.92,9,0.09394347240915207,0.030282637954239564
Child affect:positive 2,32.44,5,0.10915208613728127,0.016823687752355314
Child affect:positive 3,7.52,1,0.02530282637954239,0.003364737550471063
Child gaze:parent,9.92,14,0.03337819650067294,0.04710632570659488
Child gaze:props,103.8,33,0.3492597577388963,0.11103633916554508
