,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,19.28,20.0,0.72,utterance,Child utterance:utterance,3,t,113,SK
1,Child utterance,Child,33.36,34.32,0.96,utterance,Child utterance:utterance,3,t,113,SK
2,Child utterance,Child,39.56,40.52,0.96,utterance,Child utterance:utterance,3,t,113,SK
3,Child utterance,Child,45.22,46.1,0.88,utterance,Child utterance:utterance,3,t,113,SK
4,Child utterance,Child,47.3,48.46,1.16,utterance,Child utterance:utterance,3,t,113,SK
5,Child utterance,Child,68.72,69.32,0.6,missing data,Child utterance:missing data,3,t,113,SK
6,Child utterance,Child,70.42,71.3,0.88,missing data,Child utterance:missing data,3,t,113,SK
7,Child utterance,Child,94.3,95.58,1.28,utterance,Child utterance:utterance,3,t,113,SK
8,Child utterance,Child,128.6,129.44,0.84,utterance,Child utterance:utterance,3,t,113,SK
9,Child utterance,Child,152.1,152.98,0.88,utterance,Child utterance:utterance,3,t,113,SK
10,Child utterance,Child,158.06,158.7,0.64,utterance,Child utterance:utterance,3,t,113,SK
11,Child utterance,Child,178.24,178.84,0.6,utterance,Child utterance:utterance,3,t,113,SK
12,Child utterance,Child,183.26,183.66,0.4,utterance,Child utterance:utterance,3,t,113,SK
13,Child utterance,Child,195.42,196.1,0.68,utterance,Child utterance:utterance,3,t,113,SK
14,Child utterance,Child,204.12,205.28,1.16,utterance,Child utterance:utterance,3,t,113,SK
15,Child utterance,Child,209.2,209.92000000000002,0.72,utterance,Child utterance:utterance,3,t,113,SK
16,Child utterance,Child,226.1,227.86,1.76,utterance,Child utterance:utterance,3,t,113,SK
17,Child utterance,Child,241.5,241.9,0.4,utterance,Child utterance:utterance,3,t,113,SK
18,Child utterance,Child,253.64,254.08,0.44,utterance,Child utterance:utterance,3,t,113,SK
19,Child utterance,Child,283.22,283.9,0.68,utterance,Child utterance:utterance,3,t,113,SK
20,Child utterance,Child,287.42,288.7,1.28,utterance,Child utterance:utterance,3,t,113,SK
21,Child gaze,Child,29.48,33.16,3.68,tablet,Child gaze:tablet,3,t,113,SK
22,Child gaze,Child,34.36,39.84,5.48,tablet,Child gaze:tablet,3,t,113,SK
23,Child gaze,Child,42.38,44.22,1.84,tablet,Child gaze:tablet,3,t,113,SK
24,Child gaze,Child,45.66,55.22,9.56,tablet,Child gaze:tablet,3,t,113,SK
25,Child gaze,Child,57.32,158.88,101.56,tablet,Child gaze:tablet,3,t,113,SK
26,Child gaze,Child,160.48,242.0,81.52,tablet,Child gaze:tablet,3,t,113,SK
27,Child gesture,Child,144.15,145.11,0.96,point at prop,Child gesture:point at prop,3,t,113,SK
28,Child gesture,Child,151.98,155.57999999999998,3.6,point at prop,Child gesture:point at prop,3,t,113,SK
29,Child gesture,Child,204.86,205.46,0.6,point at prop,Child gesture:point at prop,3,t,113,SK
30,Child gesture,Child,211.04,211.05,0.01,point at prop,Child gesture:point at prop,3,t,113,SK
31,Child gesture,Child,211.05,213.67000000000002,2.62,point at prop,Child gesture:point at prop,3,t,113,SK
32,Child gesture,Child,275.87,277.65,1.78,point at prop,Child gesture:point at prop,3,t,113,SK
33,Parent utterance,Parent,8.32,9.12,0.8,utterance,Parent utterance:utterance,3,t,113,SK
34,Parent utterance,Parent,9.32,10.4,1.08,utterance,Parent utterance:utterance,3,t,113,SK
35,Parent utterance,Parent,13.28,15.6,2.32,utterance,Parent utterance:utterance,3,t,113,SK
36,Parent utterance,Parent,34.44,35.08,0.64,utterance,Parent utterance:utterance,3,t,113,SK
37,Parent utterance,Parent,41.24,42.48,1.24,utterance,Parent utterance:utterance,3,t,113,SK
38,Parent utterance,Parent,50.88,52.0,1.12,utterance,Parent utterance:utterance,3,t,113,SK
39,Parent utterance,Parent,53.68,54.4,0.72,utterance,Parent utterance:utterance,3,t,113,SK
40,Parent utterance,Parent,71.66,73.26,1.6,utterance,Parent utterance:utterance,3,t,113,SK
41,Parent utterance,Parent,81.66,82.46000000000001,0.8,utterance,Parent utterance:utterance,3,t,113,SK
42,Parent utterance,Parent,85.18,86.62,1.44,utterance,Parent utterance:utterance,3,t,113,SK
43,Parent utterance,Parent,88.3,88.94,0.64,utterance,Parent utterance:utterance,3,t,113,SK
44,Parent utterance,Parent,93.1,93.66,0.56,utterance,Parent utterance:utterance,3,t,113,SK
45,Parent utterance,Parent,95.58,95.94,0.36,utterance,Parent utterance:utterance,3,t,113,SK
46,Parent utterance,Parent,96.24000000000001,96.8,0.56,utterance,Parent utterance:utterance,3,t,113,SK
47,Parent utterance,Parent,97.28,97.72,0.44,utterance,Parent utterance:utterance,3,t,113,SK
48,Parent utterance,Parent,101.47999999999999,103.08,1.6,utterance,Parent utterance:utterance,3,t,113,SK
49,Parent utterance,Parent,105.6,106.36,0.76,utterance,Parent utterance:utterance,3,t,113,SK
50,Parent utterance,Parent,114.03999999999999,116.36,2.32,utterance,Parent utterance:utterance,3,t,113,SK
51,Parent utterance,Parent,117.24000000000001,117.92,0.68,utterance,Parent utterance:utterance,3,t,113,SK
52,Parent utterance,Parent,118.53999999999999,120.78,2.24,utterance,Parent utterance:utterance,3,t,113,SK
53,Parent utterance,Parent,129.42,129.94,0.52,utterance,Parent utterance:utterance,3,t,113,SK
54,Parent utterance,Parent,130.22,130.78,0.56,utterance,Parent utterance:utterance,3,t,113,SK
55,Parent utterance,Parent,141.48,143.64,2.16,utterance,Parent utterance:utterance,3,t,113,SK
56,Parent utterance,Parent,144.44,145.28,0.84,utterance,Parent utterance:utterance,3,t,113,SK
57,Parent utterance,Parent,154.78,155.74,0.96,utterance,Parent utterance:utterance,3,t,113,SK
58,Parent utterance,Parent,159.57999999999998,160.9,1.32,utterance,Parent utterance:utterance,3,t,113,SK
59,Parent utterance,Parent,165.2,166.16,0.96,utterance,Parent utterance:utterance,3,t,113,SK
60,Parent utterance,Parent,178.62,179.38,0.76,utterance,Parent utterance:utterance,3,t,113,SK
61,Parent utterance,Parent,181.88,182.72,0.84,utterance,Parent utterance:utterance,3,t,113,SK
62,Parent utterance,Parent,187.46,189.38,1.92,missing data,Parent utterance:missing data,3,t,113,SK
63,Parent utterance,Parent,191.86,192.42,0.56,missing data,Parent utterance:missing data,3,t,113,SK
64,Parent utterance,Parent,192.54,195.1,2.56,utterance,Parent utterance:utterance,3,t,113,SK
65,Parent utterance,Parent,196.48,197.28,0.8,utterance,Parent utterance:utterance,3,t,113,SK
66,Parent utterance,Parent,197.84,198.64,0.8,utterance,Parent utterance:utterance,3,t,113,SK
67,Parent utterance,Parent,200.8,203.52,2.72,utterance,Parent utterance:utterance,3,t,113,SK
68,Parent utterance,Parent,205.26,207.57999999999998,2.32,utterance,Parent utterance:utterance,3,t,113,SK
69,Parent utterance,Parent,208.22,208.9,0.68,utterance,Parent utterance:utterance,3,t,113,SK
70,Parent utterance,Parent,210.4,212.44,2.04,utterance,Parent utterance:utterance,3,t,113,SK
71,Parent utterance,Parent,213.62,216.86,3.24,utterance,Parent utterance:utterance,3,t,113,SK
72,Parent utterance,Parent,219.04,220.04,1.0,missing data,Parent utterance:missing data,3,t,113,SK
73,Parent utterance,Parent,228.22,232.46,4.24,utterance,Parent utterance:utterance,3,t,113,SK
