,Child utterance,Child gaze,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,time
56,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,47.28
57,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,47.78
58,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,48.28
59,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,48.78
60,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,49.28
61,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,49.78
62,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,50.28
63,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,50.78
64,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,51.28
65,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,51.78
66,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.28
67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.78
68,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,53.28
69,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,53.78
70,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54.28
71,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54.78
72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55.28
73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55.78
74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56.28
75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56.78
76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57.28
77,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57.78
78,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.28
79,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.78
80,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,59.28
81,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,59.78
82,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,60.28
83,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,60.78
84,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61.28
85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61.78
86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.28
87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.78
88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.28
89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.78
90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.28
91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.78
92,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.28
93,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.78
94,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.28
95,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.78
96,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.28
97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.78
98,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,68.28
99,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,68.78
100,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,69.28
101,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,69.78
102,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,70.28
103,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,70.78
104,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,71.28
105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,71.78
106,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,72.28
107,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,72.78
108,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.28
109,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.78
110,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74.28
111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74.78
112,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.28
113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.78
114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.28
115,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.78
116,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.28
117,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,77.78
118,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,78.28
119,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,78.78
120,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,79.28
121,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,79.78
122,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,80.28
123,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,80.78
124,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,81.28
125,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,81.78
126,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,82.28
127,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.78
128,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,83.28
129,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,83.78
130,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,84.28
131,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,84.78
132,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,85.28
133,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,85.78
134,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,86.28
135,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,86.78
136,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,87.28
137,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,87.78
138,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,88.28
139,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,88.78
140,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,89.28
141,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.78
142,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90.28
143,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90.78
144,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,91.28
145,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,91.78
146,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,92.28
147,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,92.78
148,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,93.28
149,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,93.78
150,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,94.28
151,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,94.78
152,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,95.28
153,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,95.78
154,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,96.28
155,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,96.78
156,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,97.28
157,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,97.78
158,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,98.28
159,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,98.78
160,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,99.28
161,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,99.78
162,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,100.28
163,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,100.78
164,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,101.28
165,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,101.78
166,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,102.28
167,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,102.78
168,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,103.28
169,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,103.78
170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,104.28
171,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,104.78
172,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,105.28
173,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,105.78
174,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,106.28
175,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,106.78
176,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,107.28
177,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,107.78
178,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,108.28
179,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,108.78
180,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,109.28
181,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,109.78
182,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,110.28
183,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,110.78
184,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,111.28
185,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,111.78
186,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,112.28
187,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,112.78
188,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,113.28
189,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,113.78
190,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,114.28
191,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,114.78
192,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,115.28
193,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,115.78
194,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,116.28
195,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,116.78
196,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,117.28
197,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,117.78
198,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,118.28
199,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,118.78
200,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,119.28
201,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,119.78
202,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,120.28
203,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,120.78
204,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,121.28
205,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,121.78
206,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,122.28
207,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,122.78
208,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,123.28
209,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,123.78
210,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,124.28
211,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,124.78
212,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,125.28
213,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,125.78
214,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,126.28
215,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,126.78
216,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,127.28
217,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,127.78
218,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,128.28
219,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,128.78
220,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,129.28
221,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,129.78
222,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,130.28
223,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,130.78
224,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,131.28
225,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,131.78
226,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,132.28
227,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,132.78
228,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,133.28
229,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,133.78
230,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,134.28
231,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,134.78
232,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,135.28
233,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,135.78
234,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,136.28
235,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,136.78
236,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,137.28
237,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,137.78
238,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,138.28
239,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,138.78
240,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,139.28
241,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,139.78
242,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,140.28
243,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,140.78
244,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,141.28
245,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,141.78
246,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,142.28
247,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,142.78
248,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,143.28
249,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,143.78
250,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,144.28
251,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,144.78
252,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,145.28
253,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,145.78
254,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,146.28
255,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,146.78
256,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,147.28
257,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,147.78
258,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,148.28
259,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,148.78
260,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,149.28
261,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,149.78
262,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,150.28
263,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,150.78
264,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,151.28
265,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,151.78
266,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,152.28
267,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,152.78
268,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,153.28
269,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,153.78
270,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,154.28
271,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,154.78
272,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,155.28
273,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,155.78
274,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,156.28
275,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,156.78
276,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,157.28
277,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,157.78
278,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,158.28
279,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,158.78
280,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,159.28
281,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,159.78
282,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,160.28
283,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,160.78
284,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,161.28
285,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,161.78
286,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,162.28
287,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,162.78
288,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,163.28
289,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,163.78
290,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,164.28
291,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,164.78
292,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,165.28
293,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,165.78
294,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,166.28
295,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,166.78
296,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,167.28
297,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,167.78
298,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,168.28
299,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,168.78
300,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,169.28
301,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,169.78
302,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,170.28
303,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,170.78
304,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,171.28
305,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,171.78
306,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,172.28
307,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,172.78
308,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,173.28
309,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,173.78
310,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,174.28
311,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,174.78
312,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,175.28
313,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,175.78
314,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,176.28
315,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,176.78
316,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,177.28
317,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,177.78
318,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,178.28
319,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,178.78
320,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,179.28
321,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,179.78
322,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,180.28
323,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,180.78
324,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,181.28
325,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,181.78
326,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,182.28
327,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,182.78
328,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,183.28
329,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,183.78
330,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,184.28
331,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,184.78
332,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,185.28
333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,185.78
334,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,186.28
335,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,186.78
336,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,187.28
337,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,187.78
338,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,188.28
339,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,188.78
340,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,189.28
341,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,189.78
342,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,190.28
343,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,190.78
344,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,191.28
345,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,191.78
346,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,192.28
347,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,192.78
348,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,193.28
349,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,193.78
350,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,194.28
351,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,194.78
352,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,195.28
353,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,195.78
354,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,196.28
355,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,196.78
356,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,197.28
357,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,197.78
358,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,198.28
359,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,198.78
360,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,199.28
361,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,199.78
