,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child gaze,[10  6  3  2  1],[1 2 3 4 5 6]
1,action,Child affect,action,Child gesture,[6 2],[1 2 3]
2,action,Child affect,action,Child prop manipulation,[5 2],[1 2 3]
3,action,Child affect,action,Child utterance,[7],[1 2]
4,action,Child affect,action,Conversational turns,[2 5 0 4 1 1],[1 2 3 4 5 6 7]
5,action,Child affect,action,Joint attention,[11  7  3],[1 2 3 4]
6,action,Child affect,action,Mutual gaze,[2],[1 2]
7,action,Child affect,action,Non-verbal scaffolding,[10  1],[1 2 3]
8,action,Child affect,action,Parent affect,[7 1],[1 2 3]
9,action,Child affect,action,Parent affective touch,[6],[1 2]
10,action,Child affect,action,Parent gaze,[11 10  6  1  1],[1 2 3 4 5 6]
11,action,Child affect,action,Parent gesture,[10  1],[1 2 3]
12,action,Child affect,action,Parent prop manipulation,[],[1]
13,action,Child affect,action,Parent utterance,[14 11  2],[1 2 3 4]
14,action,Child affect,action,Verbal scaffolding,[12  5],[1 2 3]
15,action,Child affect,action,robot pointing,[6 1],[1 2 3]
16,action,Child affect,action,robot text,[15  1],[1 2 3]
17,action,Child affect,sub_action,CP,[5],[1 2]
18,action,Child affect,sub_action,CPC,[3],[1 2]
19,action,Child affect,sub_action,MG,[2],[1 2]
20,action,Child affect,sub_action,PC,[8 4],[1 2 3]
21,action,Child affect,sub_action,PCP,[7 4],[1 2 3]
22,action,Child affect,sub_action,affective,[7],[1 2]
23,action,Child affect,sub_action,affective touch,[6],[1 2]
24,action,Child affect,sub_action,child,[18  4  1],[1 2 3 4]
25,action,Child affect,sub_action,cognitive,[11  5  2],[1 2 3 4]
26,action,Child affect,sub_action,correction,[],[1]
27,action,Child affect,sub_action,missing data,[2],[1 2]
28,action,Child affect,sub_action,other,[5 1],[1 2 3]
29,action,Child affect,sub_action,parent,[1 1],[1 2 3]
30,action,Child affect,sub_action,pick up,[4],[1 2]
31,action,Child affect,sub_action,point at prop,[7 5 1 1],[1 2 3 4 5]
32,action,Child affect,sub_action,positive 1,[11  3],[1 2 3]
33,action,Child affect,sub_action,positive 2,[5 1],[1 2 3]
34,action,Child affect,sub_action,positive 3,[3],[1 2]
35,action,Child affect,sub_action,positive feedback,[6],[1 2]
36,action,Child affect,sub_action,props,[6 1 3 2 6],[1 2 3 4 5 6]
37,action,Child affect,sub_action,put down,[1],[1 2]
38,action,Child affect,sub_action,robot,[9 2 8 1 1 2],[1 2 3 4 5 6 7]
39,action,Child affect,sub_action,song,[],[1]
40,action,Child affect,sub_action,teach,[1 1],[1 2 3]
41,action,Child affect,sub_action,technical,[],[1]
42,action,Child affect,sub_action,try again,[2],[1 2]
43,action,Child affect,sub_action,utterance,[ 9 13  4],[1 2 3 4]
44,action,Child affect,action:sub_action,Child affect:positive 1,[11],[1 2]
45,action,Child affect,action:sub_action,Child affect:positive 2,[5],[1 2]
46,action,Child affect,action:sub_action,Child affect:positive 3,[2],[1 2]
47,action,Child affect,action:sub_action,Child gaze:parent,[1 1],[1 2 3]
48,action,Child affect,action:sub_action,Child gaze:props,[9 4],[1 2 3]
49,action,Child affect,action:sub_action,Child gaze:robot,[15  3  1],[1 2 3 4]
50,action,Child affect,action:sub_action,Child gesture:other,[4],[1 2]
51,action,Child affect,action:sub_action,Child gesture:point at prop,[4 1],[1 2 3]
52,action,Child affect,action:sub_action,Child prop manipulation:child,[5 2],[1 2 3]
53,action,Child affect,action:sub_action,Child utterance:utterance,[7],[1 2]
54,action,Child affect,action:sub_action,Conversational turns:CP,[5],[1 2]
55,action,Child affect,action:sub_action,Conversational turns:CPC,[3],[1 2]
56,action,Child affect,action:sub_action,Conversational turns:PC,[8 4],[1 2 3]
57,action,Child affect,action:sub_action,Conversational turns:PCP,[7 4],[1 2 3]
58,action,Child affect,action:sub_action,Joint attention:props,[5 7],[1 2 3]
59,action,Child affect,action:sub_action,Joint attention:robot,[11  2],[1 2 3]
60,action,Child affect,action:sub_action,Mutual gaze:MG,[2],[1 2]
61,action,Child affect,action:sub_action,Non-verbal scaffolding:affective,[4],[1 2]
62,action,Child affect,action:sub_action,Non-verbal scaffolding:cognitive,[8],[1 2]
63,action,Child affect,action:sub_action,Non-verbal scaffolding:technical,[],[1]
64,action,Child affect,action:sub_action,Parent affect:positive 1,[6],[1 2]
65,action,Child affect,action:sub_action,Parent affect:positive 2,[2],[1 2]
66,action,Child affect,action:sub_action,Parent affect:positive 3,[1],[1 2]
67,action,Child affect,action:sub_action,Parent affective touch:affective touch,[6],[1 2]
68,action,Child affect,action:sub_action,Parent gaze:child,[16  2],[1 2 3]
69,action,Child affect,action:sub_action,Parent gaze:props,[11  4],[1 2 3]
70,action,Child affect,action:sub_action,Parent gaze:robot,[12  2  1],[1 2 3 4]
71,action,Child affect,action:sub_action,Parent gesture:other,[2],[1 2]
72,action,Child affect,action:sub_action,Parent gesture:point at prop,[8 1],[1 2 3]
73,action,Child affect,action:sub_action,Parent prop manipulation:parent,[],[1]
74,action,Child affect,action:sub_action,Parent utterance:missing data,[2],[1 2]
75,action,Child affect,action:sub_action,Parent utterance:utterance,[12 11  2],[1 2 3 4]
76,action,Child affect,action:sub_action,Verbal scaffolding:affective,[3],[1 2]
77,action,Child affect,action:sub_action,Verbal scaffolding:cognitive,[13  3],[1 2 3]
78,action,Child affect,action:sub_action,Verbal scaffolding:technical,[],[1]
79,action,Child affect,action:sub_action,robot pointing:point at prop,[6 1],[1 2 3]
80,action,Child affect,action:sub_action,robot text:correction,[],[1]
81,action,Child affect,action:sub_action,robot text:other,[1],[1 2]
