,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,62.92,64.16,1.24,utterance,Child utterance:utterance,1,t,116,SK
1,Child utterance,Child,65.62,67.14,1.52,utterance,Child utterance:utterance,1,t,116,SK
2,Child utterance,Child,73.6,74.0,0.4,utterance,Child utterance:utterance,1,t,116,SK
3,Child utterance,Child,83.32,84.56,1.24,utterance,Child utterance:utterance,1,t,116,SK
4,Child utterance,Child,86.9,87.14,0.24,utterance,Child utterance:utterance,1,t,116,SK
5,Child utterance,Child,90.62,91.5,0.88,utterance,Child utterance:utterance,1,t,116,SK
6,Child utterance,Child,93.94,95.25999999999999,1.32,utterance,Child utterance:utterance,1,t,116,SK
7,Child utterance,Child,99.47999999999999,101.6,2.12,utterance,Child utterance:utterance,1,t,116,SK
8,Child utterance,Child,108.86,109.34,0.48,utterance,Child utterance:utterance,1,t,116,SK
9,Child utterance,Child,135.56,136.04,0.48,utterance,Child utterance:utterance,1,t,116,SK
10,Child utterance,Child,145.6,147.04,1.44,utterance,Child utterance:utterance,1,t,116,SK
11,Child utterance,Child,155.0,156.28,1.28,utterance,Child utterance:utterance,1,t,116,SK
12,Child utterance,Child,183.2,184.56,1.36,utterance,Child utterance:utterance,1,t,116,SK
13,Child utterance,Child,196.88,197.96,1.08,utterance,Child utterance:utterance,1,t,116,SK
14,Child utterance,Child,203.8,204.52,0.72,utterance,Child utterance:utterance,1,t,116,SK
15,Child utterance,Child,209.82,210.22,0.4,utterance,Child utterance:utterance,1,t,116,SK
16,Child utterance,Child,217.74,218.14,0.4,utterance,Child utterance:utterance,1,t,116,SK
17,Child utterance,Child,233.8,234.8,1.0,utterance,Child utterance:utterance,1,t,116,SK
18,Child utterance,Child,239.24,239.72,0.48,utterance,Child utterance:utterance,1,t,116,SK
19,Child utterance,Child,245.24,246.4,1.16,utterance,Child utterance:utterance,1,t,116,SK
20,Child utterance,Child,248.4,248.8,0.4,utterance,Child utterance:utterance,1,t,116,SK
21,Child utterance,Child,250.48,251.92,1.44,utterance,Child utterance:utterance,1,t,116,SK
22,Child utterance,Child,262.38,263.74,1.36,utterance,Child utterance:utterance,1,t,116,SK
23,Child utterance,Child,266.74,268.9,2.16,utterance,Child utterance:utterance,1,t,116,SK
24,Child utterance,Child,269.66,271.62,1.96,utterance,Child utterance:utterance,1,t,116,SK
25,Child utterance,Child,280.42,282.58,2.16,utterance,Child utterance:utterance,1,t,116,SK
26,Child utterance,Child,292.0,293.8,1.8,utterance,Child utterance:utterance,1,t,116,SK
27,Child utterance,Child,296.42,297.65999999999997,1.24,utterance,Child utterance:utterance,1,t,116,SK
28,Child utterance,Child,298.15999999999997,299.52,1.36,utterance,Child utterance:utterance,1,t,116,SK
29,Child gaze,Child,4.32,37.92,33.6,tablet,Child gaze:tablet,1,t,116,SK
30,Child gaze,Child,41.56,108.92,67.36,tablet,Child gaze:tablet,1,t,116,SK
31,Child gaze,Child,109.6,157.56,47.96,tablet,Child gaze:tablet,1,t,116,SK
32,Child gaze,Child,158.76,250.56,91.8,tablet,Child gaze:tablet,1,t,116,SK
33,Child gaze,Child,252.08,277.64,25.56,tablet,Child gaze:tablet,1,t,116,SK
34,Child gaze,Child,278.56,280.48,1.92,tablet,Child gaze:tablet,1,t,116,SK
35,Child gaze,Child,282.48,296.8,14.32,tablet,Child gaze:tablet,1,t,116,SK
36,Child affect,Child,100.44,103.44,3.0,negative,Child affect:negative,1,t,116,SK
37,Child affect,Child,108.9,114.58,5.68,negative,Child affect:negative,1,t,116,SK
38,Child affect,Child,127.74,137.02,9.28,positive 1,Child affect:positive 1,1,t,116,SK
39,Child affect,Child,155.8,157.36,1.56,negative,Child affect:negative,1,t,116,SK
40,Child affect,Child,188.96,195.36,6.4,positive 2,Child affect:positive 2,1,t,116,SK
41,Child affect,Child,201.72,204.16,2.44,positive 1,Child affect:positive 1,1,t,116,SK
42,Child affect,Child,213.86,220.14,6.28,positive 2,Child affect:positive 2,1,t,116,SK
43,Child affect,Child,225.4,227.92000000000002,2.52,positive 1,Child affect:positive 1,1,t,116,SK
44,Child affect,Child,239.18,241.86,2.68,positive 2,Child affect:positive 2,1,t,116,SK
45,Child affect,Child,250.16,252.28,2.12,negative,Child affect:negative,1,t,116,SK
46,Child affect,Child,256.78,260.5,3.72,positive 1,Child affect:positive 1,1,t,116,SK
47,Child affect,Child,267.0,271.6,4.6,negative,Child affect:negative,1,t,116,SK
48,Child affect,Child,281.06,282.3,1.24,negative,Child affect:negative,1,t,116,SK
49,Child gesture,Child,245.48,245.96,0.48,other,Child gesture:other,1,t,116,SK
50,Child gesture,Child,269.8,272.08,2.28,other,Child gesture:other,1,t,116,SK
51,Child gesture,Child,280.62,282.7,2.08,other,Child gesture:other,1,t,116,SK
52,Parent utterance,Parent,5.12,5.84,0.72,utterance,Parent utterance:utterance,1,t,116,SK
53,Parent utterance,Parent,9.92,10.88,0.96,utterance,Parent utterance:utterance,1,t,116,SK
54,Parent utterance,Parent,37.12,38.6,1.48,missing data,Parent utterance:missing data,1,t,116,SK
55,Parent utterance,Parent,39.62,40.14,0.52,missing data,Parent utterance:missing data,1,t,116,SK
56,Parent utterance,Parent,41.84,42.28,0.44,missing data,Parent utterance:missing data,1,t,116,SK
57,Parent utterance,Parent,67.26,68.46000000000001,1.2,utterance,Parent utterance:utterance,1,t,116,SK
58,Parent utterance,Parent,71.18,73.46000000000001,2.28,utterance,Parent utterance:utterance,1,t,116,SK
59,Parent utterance,Parent,74.16,74.72,0.56,utterance,Parent utterance:utterance,1,t,116,SK
60,Parent utterance,Parent,75.32,81.56,6.24,utterance,Parent utterance:utterance,1,t,116,SK
61,Parent utterance,Parent,86.06,86.74,0.68,utterance,Parent utterance:utterance,1,t,116,SK
