,total time,count,normalized total time,normalized count
Child affect,51.52,13,0.2655122655122656,0.06699649556792416
Child gaze,282.52,7,1.4559884559884562,0.03607503607503608
Child gesture,4.84,3,0.024943310657596376,0.015460729746444034
Child prop manipulation,42.52,17,0.21913007627293346,0.0876108018965162
Child utterance,33.12,29,0.17068645640074212,0.14945372088229233
Conversational turns,748.4599999999997,115,3.8572459286744993,0.5926613069470213
Joint attention,236.52,11,1.2189239332096478,0.05668934240362813
Non-verbal scaffolding,41.64,28,0.21459492888064322,0.14430014430014432
Parent affect,14.64,4,0.07544836116264689,0.02061430632859205
Parent gaze,253.39999999999998,16,1.3059163059163061,0.0824572253143682
Parent gesture,37.32,24,0.1923314780457638,0.12368583797155228
Parent prop manipulation,6.640000000000001,6,0.0342197485054628,0.03092145949288807
Parent utterance,93.84,72,0.48361162646876943,0.37105751391465686
Verbal scaffolding,47.0,34,0.24221809936095656,0.1752216037930324
robot pointing,26.2,13,0.1350237064522779,0.06699649556792416
robot text,164.19899999999998,43,0.8462121212121213,0.2216037930323645
CP,99.95999999999994,25,0.5151515151515149,0.1288394145537003
CPC,201.39999999999992,20,1.0379303236446091,0.10307153164296023
PC,175.33999999999992,36,0.9036281179138319,0.18552875695732843
PCP,271.75999999999993,34,1.4005359719645434,0.1752216037930324
affective,12.440000000000001,10,0.06411049268192127,0.05153576582148012
child,51.68,24,0.26633683776540923,0.12368583797155228
cognitive,65.2,43,0.3360131931560504,0.2216037930323645
correction,4.2,2,0.02164502164502165,0.010307153164296024
missing data,9.6,7,0.04947433518862091,0.03607503607503608
negative,18.2,6,0.0937950937950938,0.03092145949288807
other,13.879999999999999,9,0.0715316429602144,0.04638218923933211
parent,6.640000000000001,6,0.0342197485054628,0.03092145949288807
pick up,20.001,8,0.10307668521954239,0.0412286126571841
point at prop,62.88,36,0.324056895485467,0.18552875695732843
positive 1,29.08,7,0.14986600700886418,0.03607503607503608
positive 2,18.880000000000003,4,0.09729952587095447,0.02061430632859205
positive feedback,25.198,10,0.1298598227169656,0.05153576582148012
put down,13.8,6,0.07111935683364257,0.03092145949288807
song,66.8,1,0.3442589156874872,0.005153576582148012
tablet,759.88,26,3.9160997732426313,0.1339929911358483
teach,22.0,9,0.11337868480725626,0.04638218923933211
technical,11.0,9,0.05668934240362813,0.04638218923933211
try again,3.8,2,0.019583591012162442,0.010307153164296024
utterance,120.76,95,0.622345908060194,0.4895897753040611
Child affect:negative,18.2,6,0.0937950937950938,0.03092145949288807
Child affect:positive 1,17.96,4,0.09255823541537829,0.02061430632859205
Child affect:positive 2,15.360000000000001,3,0.07915893630179346,0.015460729746444034
Child gaze:tablet,282.52,7,1.4559884559884562,0.03607503607503608
Child gesture:other,4.84,3,0.024943310657596376,0.015460729746444034
Child prop manipulation:child,42.52,17,0.21913007627293346,0.0876108018965162
Child utterance:utterance,33.12,29,0.17068645640074212,0.14945372088229233
Conversational turns:CP,99.95999999999994,25,0.5151515151515149,0.1288394145537003
Conversational turns:CPC,201.39999999999992,20,1.0379303236446091,0.10307153164296023
Conversational turns:PC,175.33999999999992,36,0.9036281179138319,0.18552875695732843
Conversational turns:PCP,271.75999999999993,34,1.4005359719645434,0.1752216037930324
Joint attention:tablet,236.52,11,1.2189239332096478,0.05668934240362813
Non-verbal scaffolding:cognitive,33.72,22,0.17377860235003095,0.11337868480725626
Non-verbal scaffolding:technical,7.92,6,0.040816326530612256,0.03092145949288807
Parent affect:positive 1,11.120000000000001,3,0.05730777159348589,0.015460729746444034
Parent affect:positive 2,3.52,1,0.018140589569161,0.005153576582148012
Parent gaze:child,9.16,7,0.04720676149247579,0.03607503607503608
Parent gaze:missing data,3.4,1,0.01752216037930324,0.005153576582148012
Parent gaze:tablet,240.84,8,1.241187384044527,0.0412286126571841
Parent gesture:other,0.64,1,0.0032982890125747275,0.005153576582148012
Parent gesture:point at prop,36.68,23,0.18903318903318908,0.11853226138940427
Parent prop manipulation:parent,6.640000000000001,6,0.0342197485054628,0.03092145949288807
Parent utterance:missing data,6.2,6,0.031952174809317675,0.03092145949288807
Parent utterance:utterance,87.64,66,0.45165945165945176,0.34013605442176875
Verbal scaffolding:affective,12.440000000000001,10,0.06411049268192127,0.05153576582148012
Verbal scaffolding:cognitive,31.48,21,0.1622345908060194,0.10822510822510825
Verbal scaffolding:technical,3.08,3,0.015873015873015876,0.015460729746444034
robot pointing:point at prop,26.2,13,0.1350237064522779,0.06699649556792416
robot text:correction,4.2,2,0.02164502164502165,0.010307153164296024
robot text:other,8.4,5,0.0432900432900433,0.02576788291074006
robot text:pick up,20.001,8,0.10307668521954239,0.0412286126571841
robot text:positive feedback,25.198,10,0.1298598227169656,0.05153576582148012
robot text:put down,13.8,6,0.07111935683364257,0.03092145949288807
robot text:song,66.8,1,0.3442589156874872,0.005153576582148012
robot text:teach,22.0,9,0.11337868480725626,0.04638218923933211
robot text:try again,3.8,2,0.019583591012162442,0.010307153164296024
