,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,18.12,18.88,0.76,utterance,Child utterance:utterance,2,r,116,SK
1,Child utterance,Child,19.96,22.12,2.16,utterance,Child utterance:utterance,2,r,116,SK
2,Child utterance,Child,34.62,35.22,0.6,utterance,Child utterance:utterance,2,r,116,SK
3,Child utterance,Child,36.92,38.12,1.2,utterance,Child utterance:utterance,2,r,116,SK
4,Child utterance,Child,41.72,42.16,0.44,utterance,Child utterance:utterance,2,r,116,SK
5,Child utterance,Child,47.26,47.9,0.64,utterance,Child utterance:utterance,2,r,116,SK
6,Child utterance,Child,48.7,49.1,0.4,utterance,Child utterance:utterance,2,r,116,SK
7,Child utterance,Child,51.9,52.38,0.48,utterance,Child utterance:utterance,2,r,116,SK
8,Child utterance,Child,53.42,54.18,0.76,utterance,Child utterance:utterance,2,r,116,SK
9,Child utterance,Child,64.02,64.7,0.68,utterance,Child utterance:utterance,2,r,116,SK
10,Child utterance,Child,72.52,73.2,0.68,utterance,Child utterance:utterance,2,r,116,SK
11,Child utterance,Child,73.34,74.42,1.08,utterance,Child utterance:utterance,2,r,116,SK
12,Child utterance,Child,76.74,77.18,0.44,utterance,Child utterance:utterance,2,r,116,SK
13,Child utterance,Child,78.72,79.32,0.6,utterance,Child utterance:utterance,2,r,116,SK
14,Child utterance,Child,80.44,81.16,0.72,utterance,Child utterance:utterance,2,r,116,SK
15,Child utterance,Child,84.02,84.58,0.56,utterance,Child utterance:utterance,2,r,116,SK
16,Child utterance,Child,85.66,86.1,0.44,utterance,Child utterance:utterance,2,r,116,SK
17,Child utterance,Child,89.58,90.18,0.6,utterance,Child utterance:utterance,2,r,116,SK
18,Child utterance,Child,92.47999999999999,93.08,0.6,utterance,Child utterance:utterance,2,r,116,SK
19,Child utterance,Child,101.74000000000001,101.97999999999999,0.24,utterance,Child utterance:utterance,2,r,116,SK
20,Child utterance,Child,102.74000000000001,103.1,0.36,utterance,Child utterance:utterance,2,r,116,SK
21,Child utterance,Child,104.08,104.52000000000001,0.44,utterance,Child utterance:utterance,2,r,116,SK
22,Child utterance,Child,105.34,105.74000000000001,0.4,utterance,Child utterance:utterance,2,r,116,SK
23,Child utterance,Child,117.97999999999999,118.42,0.44,utterance,Child utterance:utterance,2,r,116,SK
24,Child utterance,Child,119.08,119.8,0.72,utterance,Child utterance:utterance,2,r,116,SK
25,Child utterance,Child,120.32,121.04,0.72,utterance,Child utterance:utterance,2,r,116,SK
26,Child utterance,Child,126.36,127.84,1.48,utterance,Child utterance:utterance,2,r,116,SK
27,Child utterance,Child,128.34,128.82,0.48,utterance,Child utterance:utterance,2,r,116,SK
28,Child utterance,Child,134.74,135.34,0.6,utterance,Child utterance:utterance,2,r,116,SK
29,Child utterance,Child,145.64,146.12,0.48,utterance,Child utterance:utterance,2,r,116,SK
30,Child utterance,Child,150.16,150.68,0.52,utterance,Child utterance:utterance,2,r,116,SK
31,Child utterance,Child,158.57999999999998,159.5,0.92,utterance,Child utterance:utterance,2,r,116,SK
32,Child utterance,Child,174.04,174.6,0.56,utterance,Child utterance:utterance,2,r,116,SK
33,Child utterance,Child,175.06,176.62,1.56,utterance,Child utterance:utterance,2,r,116,SK
34,Child utterance,Child,183.62,184.14,0.52,utterance,Child utterance:utterance,2,r,116,SK
35,Child utterance,Child,184.7,185.38,0.68,utterance,Child utterance:utterance,2,r,116,SK
36,Child utterance,Child,185.96,186.72,0.76,utterance,Child utterance:utterance,2,r,116,SK
37,Child utterance,Child,187.1,188.78,1.68,utterance,Child utterance:utterance,2,r,116,SK
38,Child utterance,Child,191.82,193.58,1.76,utterance,Child utterance:utterance,2,r,116,SK
39,Child utterance,Child,193.62,194.26,0.64,utterance,Child utterance:utterance,2,r,116,SK
40,Child utterance,Child,196.54,198.26,1.72,utterance,Child utterance:utterance,2,r,116,SK
41,Child utterance,Child,207.42000000000002,210.1,2.68,utterance,Child utterance:utterance,2,r,116,SK
42,Child utterance,Child,211.38,214.07999999999998,2.7,utterance,Child utterance:utterance,2,r,116,SK
43,Child utterance,Child,215.35,216.47,1.12,utterance,Child utterance:utterance,2,r,116,SK
44,Child utterance,Child,216.87,218.51,1.64,utterance,Child utterance:utterance,2,r,116,SK
