,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent gesture,Parent affective touch,Child prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
289,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,192.1
290,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,192.6
291,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,193.1
292,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,193.6
293,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,194.1
294,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,194.6
295,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,195.1
296,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,195.6
297,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,196.1
298,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,196.6
299,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,197.1
300,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,197.6
301,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,198.1
302,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,198.6
303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.1
304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.6
305,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200.1
306,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200.6
307,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201.1
308,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201.6
309,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202.1
310,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202.6
311,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203.1
312,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,203.6
313,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,204.1
314,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,204.6
315,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,205.1
316,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,205.6
317,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,206.1
318,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,206.6
319,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,207.1
320,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,207.6
321,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,208.1
322,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,208.6
323,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,209.1
324,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,209.6
325,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,210.1
326,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,210.6
327,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,211.1
328,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,211.6
329,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,212.1
330,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,212.6
331,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,213.1
332,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,213.6
333,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,214.1
334,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,214.6
335,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,215.1
336,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,215.6
337,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,216.1
338,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,216.6
339,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,217.1
