,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent gesture,Parent affective touch,Child prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
340,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,217.6
341,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,218.1
342,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,218.6
343,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,219.1
344,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,219.6
345,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,220.1
346,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,220.6
347,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,221.1
348,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,221.6
349,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,222.1
350,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,222.6
351,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,223.1
352,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,223.6
353,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,224.1
354,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,224.6
355,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,225.1
356,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,225.6
357,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,226.1
358,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,226.6
359,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,227.1
360,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,227.6
361,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,228.1
362,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,228.6
363,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,229.1
364,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,229.6
365,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,230.1
366,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,230.6
367,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,231.1
368,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,231.6
369,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,232.1
370,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,232.6
371,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,233.1
372,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,233.6
373,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,234.1
374,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,234.6
375,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,235.1
376,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,235.6
377,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,236.1
378,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,236.6
379,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,237.1
380,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,237.6
381,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,238.1
382,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,238.6
383,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,239.1
384,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,239.6
385,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,240.1
386,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,240.6
387,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,241.1
388,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,241.6
389,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,242.1
390,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,242.6
391,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,243.1
392,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,243.6
393,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,244.1
394,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,244.6
395,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,245.1
396,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,245.6
397,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,246.1
398,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,246.6
399,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,247.1
400,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,247.6
401,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,248.1
402,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,248.6
403,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,249.1
404,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,249.6
405,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,250.1
406,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,250.6
407,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,251.1
408,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,251.6
409,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,252.1
410,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,252.6
411,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,253.1
412,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,253.6
413,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,254.1
414,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,254.6
415,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,255.1
416,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,255.6
417,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,256.1
418,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,256.6
419,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,257.1
420,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,257.6
421,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,258.1
422,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,258.6
423,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,259.1
424,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,259.6
425,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,260.1
426,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,260.6
427,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,261.1
