Child utterance	Child	00:00:02.440	00:00:02.880	00:00:00.440	utterance
Child utterance	Child	00:01:25.680	00:01:26.080	00:00:00.400	utterance
Child utterance	Child	00:02:40.400	00:02:42.960	00:00:02.560	utterance
Child utterance	Child	00:02:43.000	00:02:43.880	00:00:00.880	utterance
Child utterance	Child	00:02:48.980	00:02:49.380	00:00:00.400	utterance
Child utterance	Child	00:02:50.220	00:02:50.900	00:00:00.680	utterance
Child utterance	Child	00:03:01.080	00:03:01.960	00:00:00.880	utterance
Child utterance	Child	00:03:31.460	00:03:31.740	00:00:00.280	utterance
Child utterance	Child	00:03:34.660	00:03:35.580	00:00:00.920	utterance
Child utterance	Child	00:03:38.960	00:03:39.560	00:00:00.600	utterance
Child utterance	Child	00:03:48.600	00:03:49.040	00:00:00.440	utterance
Child utterance	Child	00:04:04.060	00:04:04.540	00:00:00.480	utterance
Child utterance	Child	00:04:07.800	00:04:08.680	00:00:00.880	utterance
Child utterance	Child	00:04:13.780	00:04:14.420	00:00:00.640	utterance
Child utterance	Child	00:04:23.020	00:04:23.660	00:00:00.640	utterance
Child utterance	Child	00:04:33.560	00:04:34.040	00:00:00.480	utterance
Child utterance	Child	00:04:58.980	00:04:59.380	00:00:00.400	utterance
Child gaze	Child	00:00:07.680	00:00:10.080	00:00:02.400	robot
Child gaze	Child	00:00:11.320	00:00:12.920	00:00:01.600	robot
Child gaze	Child	00:00:15.560	00:00:16.320	00:00:00.760	robot
Child gaze	Child	00:00:18.360	00:00:21.480	00:00:03.120	robot
Child gaze	Child	00:00:25.200	00:00:30.360	00:00:05.160	robot
Child gaze	Child	00:00:30.500	00:00:32.100	00:00:01.600	parent
Child gaze	Child	00:00:32.220	00:00:34.060	00:00:01.840	robot
Child gaze	Child	00:00:37.060	00:00:38.100	00:00:01.040	robot
Child gaze	Child	00:00:39.340	00:00:40.740	00:00:01.400	robot
Child gaze	Child	00:00:40.840	00:00:41.520	00:00:00.680	props
Child gaze	Child	00:00:41.580	00:00:41.980	00:00:00.400	robot
Child gaze	Child	00:00:42.100	00:00:45.380	00:00:03.280	props
Child gaze	Child	00:00:45.460	00:00:48.620	00:00:03.160	robot
Child gaze	Child	00:00:48.720	00:00:49.440	00:00:00.720	child
Child gaze	Child	00:00:49.520	00:00:53.000	00:00:03.480	robot
Child gaze	Child	00:00:55.260	00:00:55.660	00:00:00.400	robot
Child gaze	Child	00:00:57.820	00:01:00.060	00:00:02.240	robot
Child gaze	Child	00:01:02.860	00:01:03.500	00:00:00.640	robot
Child gaze	Child	00:01:04.540	00:01:07.900	00:00:03.360	robot
Child gaze	Child	00:01:08.020	00:01:08.540	00:00:00.520	parent
Child gaze	Child	00:01:08.600	00:01:13.240	00:00:04.640	robot
Child gaze	Child	00:01:13.360	00:01:14.360	00:00:01.000	props
Child gaze	Child	00:01:14.500	00:01:15.220	00:00:00.720	robot
Child gaze	Child	00:01:15.300	00:01:19.740	00:00:04.440	props
Child gaze	Child	00:01:19.840	00:01:20.800	00:00:00.960	robot
Child gaze	Child	00:01:20.920	00:01:22.640	00:00:01.720	props
Child gaze	Child	00:01:22.740	00:01:22.980	00:00:00.240	robot
Child gaze	Child	00:01:23.020	00:01:24.060	00:00:01.040	props
Child gaze	Child	00:01:24.140	00:01:30.220	00:00:06.080	robot
Child gaze	Child	00:01:30.300	00:01:36.660	00:00:06.360	props
Child gaze	Child	00:01:37.360	00:01:40.200	00:00:02.840	props
Child gaze	Child	00:01:40.260	00:01:46.820	00:00:06.560	robot
Child gaze	Child	00:01:49.260	00:01:53.220	00:00:03.960	props
Child gaze	Child	00:01:53.240	00:01:54.120	00:00:00.880	robot
Child gaze	Child	00:01:54.240	00:01:55.200	00:00:00.960	props
Child gaze	Child	00:01:55.240	00:01:57.000	00:00:01.760	robot
Child gaze	Child	00:01:57.120	00:02:00.960	00:00:03.840	props
Child gaze	Child	00:02:01.040	00:02:01.060	00:00:00.020	robot
Child gaze	Child	00:02:01.060	00:02:01.780	00:00:00.720	robot
Child gaze	Child	00:02:02.500	00:02:03.780	00:00:01.280	robot
Child gaze	Child	00:02:03.860	00:02:05.540	00:00:01.680	props
Child gaze	Child	00:02:05.660	00:02:06.860	00:00:01.200	robot
Child gaze	Child	00:02:06.940	00:02:11.220	00:00:04.280	props
Child gaze	Child	00:02:11.240	00:02:11.640	00:00:00.400	robot
Child gaze	Child	00:02:11.720	00:02:13.880	00:00:02.160	props
Child gaze	Child	00:02:13.920	00:02:15.320	00:00:01.400	robot
Child gaze	Child	00:02:15.500	00:02:16.900	00:00:01.400	props
Child gaze	Child	00:02:16.960	00:02:17.960	00:00:01.000	robot
Child gaze	Child	00:02:19.940	00:02:20.260	00:00:00.320	robot
Child gaze	Child	00:02:20.340	00:02:21.300	00:00:00.960	props
Child gaze	Child	00:02:21.380	00:02:22.220	00:00:00.840	robot
Child gaze	Child	00:02:22.280	00:02:25.400	00:00:03.120	props
Child gaze	Child	00:02:25.440	00:02:26.480	00:00:01.040	robot
Child gaze	Child	00:02:27.880	00:02:30.200	00:00:02.320	robot
Child gaze	Child	00:02:30.280	00:02:30.800	00:00:00.520	parent
Child gaze	Child	00:02:30.860	00:02:33.820	00:00:02.960	props
Child gaze	Child	00:02:33.900	00:02:37.060	00:00:03.160	robot
Child gaze	Child	00:02:37.080	00:02:38.280	00:00:01.200	props
Child gaze	Child	00:02:38.400	00:02:40.720	00:00:02.320	robot
Child gaze	Child	00:02:42.120	00:02:42.800	00:00:00.680	robot
Child gaze	Child	00:02:42.900	00:02:45.020	00:00:02.120	parent
Child gaze	Child	00:02:45.200	00:02:45.960	00:00:00.760	robot
Child gaze	Child	00:02:46.060	00:02:47.140	00:00:01.080	props
Child gaze	Child	00:02:47.200	00:02:48.200	00:00:01.000	robot
Child gaze	Child	00:02:48.340	00:02:48.740	00:00:00.400	props
Child gaze	Child	00:02:48.820	00:02:50.260	00:00:01.440	robot
Child gaze	Child	00:02:50.340	00:02:53.580	00:00:03.240	parent
Child gaze	Child	00:02:53.640	00:02:56.400	00:00:02.760	props
Child gaze	Child	00:02:56.540	00:02:57.500	00:00:00.960	robot
Child gaze	Child	00:02:57.540	00:02:58.380	00:00:00.840	props
Child gaze	Child	00:02:58.400	00:02:58.680	00:00:00.280	robot
Child gaze	Child	00:02:58.740	00:03:12.420	00:00:13.680	props
Child gaze	Child	00:03:12.540	00:03:15.380	00:00:02.840	robot
Child gaze	Child	00:03:15.480	00:03:22.360	00:00:06.880	props
Child gaze	Child	00:03:22.400	00:03:23.360	00:00:00.960	robot
Child gaze	Child	00:03:24.160	00:03:29.360	00:00:05.200	props
Child gaze	Child	00:03:29.400	00:03:31.320	00:00:01.920	robot
Child gaze	Child	00:03:31.400	00:03:32.160	00:00:00.760	parent
Child gaze	Child	00:03:32.260	00:03:35.060	00:00:02.800	robot
Child gaze	Child	00:03:35.180	00:03:37.180	00:00:02.000	parent
Child gaze	Child	00:03:37.300	00:03:38.660	00:00:01.360	robot
Child gaze	Child	00:03:38.740	00:03:40.300	00:00:01.560	parent
Child gaze	Child	00:03:40.320	00:03:43.840	00:00:03.520	robot
Child gaze	Child	00:03:44.880	00:03:45.640	00:00:00.760	parent
Child gaze	Child	00:03:45.740	00:03:47.540	00:00:01.800	robot
Child gaze	Child	00:03:47.600	00:03:48.600	00:00:01.000	props
Child gaze	Child	00:03:48.740	00:03:49.540	00:00:00.800	robot
Child gaze	Child	00:03:51.140	00:03:51.540	00:00:00.400	robot
Child gaze	Child	00:03:51.580	00:03:54.020	00:00:02.440	props
Child gaze	Child	00:03:54.080	00:03:56.160	00:00:02.080	robot
Child gaze	Child	00:03:56.240	00:03:57.520	00:00:01.280	props
Child gaze	Child	00:03:57.600	00:03:58.440	00:00:00.840	robot
Child gaze	Child	00:03:58.540	00:03:59.700	00:00:01.160	props
Child gaze	Child	00:03:59.760	00:04:00.800	00:00:01.040	robot
Child gaze	Child	00:04:01.360	00:04:01.720	00:00:00.360	robot
Child gaze	Child	00:04:01.780	00:04:08.220	00:00:06.440	props
Child gaze	Child	00:04:08.240	00:04:08.920	00:00:00.680	robot
Child gaze	Child	00:04:09.060	00:04:16.060	00:00:07.000	props
Child gaze	Child	00:04:16.080	00:04:16.520	00:00:00.440	robot
Child gaze	Child	00:04:16.580	00:04:17.460	00:00:00.880	props
Child gaze	Child	00:04:17.900	00:04:22.660	00:00:04.760	props
Child gaze	Child	00:04:23.480	00:04:25.080	00:00:01.600	parent
Child gaze	Child	00:04:25.240	00:04:25.960	00:00:00.720	robot
Child gaze	Child	00:04:26.120	00:04:39.320	00:00:13.200	props
Child gaze	Child	00:04:39.400	00:04:41.360	00:00:01.960	robot
Child gaze	Child	00:04:41.420	00:04:45.140	00:00:03.720	props
Child gaze	Child	00:04:45.200	00:04:45.840	00:00:00.640	robot
Child gaze	Child	00:04:48.320	00:04:49.120	00:00:00.800	robot
Child gaze	Child	00:04:49.200	00:04:54.600	00:00:05.400	props
Child gaze	Child	00:04:54.660	00:04:56.540	00:00:01.880	parent
Child gaze	Child	00:04:57.520	00:04:58.640	00:00:01.120	robot
Child gaze	Child	00:04:58.720	00:05:00.040	00:00:01.320	parent
Child gaze	Child	00:05:00.140	00:05:04.500	00:00:04.360	robot
Child affect	Child	00:00:01.840	00:00:03.520	00:00:01.680	positive 2
Child affect	Child	00:00:03.560	00:00:05.520	00:00:01.960	positive 1
Child affect	Child	00:00:24.960	00:00:25.520	00:00:00.560	positive 1
Child affect	Child	00:01:21.440	00:01:23.280	00:00:01.840	positive 1
Child affect	Child	00:01:24.200	00:01:25.640	00:00:01.440	positive 1
Child affect	Child	00:01:26.760	00:01:27.400	00:00:00.640	positive 1
Child affect	Child	00:02:11.080	00:02:12.880	00:00:01.800	positive 1
Child affect	Child	00:02:33.880	00:02:35.040	00:00:01.160	positive 1
Child affect	Child	00:02:39.380	00:02:45.900	00:00:06.520	positive 1
Child affect	Child	00:02:56.000	00:02:58.240	00:00:02.240	positive 1
Child affect	Child	00:03:30.680	00:03:32.240	00:00:01.560	positive 2
Child affect	Child	00:03:56.920	00:03:58.760	00:00:01.840	positive 1
Child affect	Child	00:04:13.800	00:04:16.840	00:00:03.040	positive 1
Child affect	Child	00:04:20.520	00:04:22.520	00:00:02.000	positive 1
Child affect	Child	00:05:00.280	00:05:03.760	00:00:03.480	positive 1
Child gesture	Child	00:00:01.920	00:00:02.880	00:00:00.960	point at prop
Child gesture	Child	00:01:21.400	00:01:23.640	00:00:02.240	point at prop
Child gesture	Child	00:02:40.120	00:02:40.400	00:00:00.280	point at prop
Child gesture	Child	00:02:43.340	00:02:44.540	00:00:01.200	other
Child gesture	Child	00:03:05.380	00:03:06.860	00:00:01.480	point at prop
Child gesture	Child	00:03:31.680	00:03:32.560	00:00:00.880	point at prop
Child gesture	Child	00:03:38.440	00:03:39.320	00:00:00.880	point at prop
Child gesture	Child	00:04:33.580	00:04:35.340	00:00:01.760	point at prop
Child affective touch	Child	00:04:55.240	00:04:57.480	00:00:02.240	
Child affective touch	Child	00:04:58.840	00:05:00.120	00:00:01.280	
Parent utterance	Parent	00:00:03.600	00:00:04.320	00:00:00.720	utterance
