,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,17.24,19.0,1.76,utterance,Child utterance:utterance,2,r,108,SK
1,Child utterance,Child,22.52,23.56,1.04,utterance,Child utterance:utterance,2,r,108,SK
2,Child utterance,Child,68.16,68.88,0.72,utterance,Child utterance:utterance,2,r,108,SK
3,Child utterance,Child,69.94,72.42,2.48,utterance,Child utterance:utterance,2,r,108,SK
4,Child utterance,Child,93.02000000000001,94.02000000000001,1.0,utterance,Child utterance:utterance,2,r,108,SK
5,Child utterance,Child,98.64,99.28,0.64,utterance,Child utterance:utterance,2,r,108,SK
6,Child utterance,Child,194.96,195.72,0.76,utterance,Child utterance:utterance,2,r,108,SK
7,Child utterance,Child,291.6,292.28,0.68,utterance,Child utterance:utterance,2,r,108,SK
8,Child utterance,Child,293.34000000000003,293.94,0.6,utterance,Child utterance:utterance,2,r,108,SK
9,Child gaze,Child,4.4,14.72,10.32,robot,Child gaze:robot,2,r,108,SK
10,Child gaze,Child,14.84,19.8,4.96,props,Child gaze:props,2,r,108,SK
11,Child gaze,Child,19.96,20.64,0.68,robot,Child gaze:robot,2,r,108,SK
12,Child gaze,Child,20.72,22.8,2.08,props,Child gaze:props,2,r,108,SK
13,Child gaze,Child,22.88,24.32,1.44,robot,Child gaze:robot,2,r,108,SK
14,Child gaze,Child,25.36,29.2,3.84,robot,Child gaze:robot,2,r,108,SK
15,Child gaze,Child,29.32,31.32,2.0,parent,Child gaze:parent,2,r,108,SK
16,Child gaze,Child,31.4,33.68,2.28,props,Child gaze:props,2,r,108,SK
17,Child gaze,Child,33.82,34.46,0.64,robot,Child gaze:robot,2,r,108,SK
18,Child gaze,Child,34.7,36.3,1.6,props,Child gaze:props,2,r,108,SK
19,Child gaze,Child,36.38,48.86,12.48,props,Child gaze:props,2,r,108,SK
20,Child gaze,Child,48.94,50.3,1.36,robot,Child gaze:robot,2,r,108,SK
21,Child gaze,Child,50.34,53.94,3.6,props,Child gaze:props,2,r,108,SK
22,Child gaze,Child,54.06,54.98,0.92,robot,Child gaze:robot,2,r,108,SK
23,Child gaze,Child,55.08,62.68,7.6,props,Child gaze:props,2,r,108,SK
24,Child gaze,Child,62.72,66.72,4.0,robot,Child gaze:robot,2,r,108,SK
25,Child gaze,Child,66.8,77.12,10.32,props,Child gaze:props,2,r,108,SK
26,Child gaze,Child,77.24,77.72,0.48,robot,Child gaze:robot,2,r,108,SK
27,Child gaze,Child,77.84,86.2,8.36,props,Child gaze:props,2,r,108,SK
