,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Child prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
81,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.200000000000014
82,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.400000000000013
83,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.600000000000016
84,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.800000000000015
85,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.000000000000014
86,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.200000000000017
87,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.400000000000016
88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.600000000000016
89,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.800000000000015
90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.000000000000014
91,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.200000000000017
92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.400000000000016
93,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.600000000000016
94,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.80000000000002
95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.000000000000018
96,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.200000000000017
97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.400000000000016
98,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.600000000000016
99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.80000000000002
100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.000000000000018
101,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.200000000000017
102,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,27.40000000000002
103,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,27.60000000000002
104,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,27.80000000000002
105,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,28.000000000000018
106,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,28.200000000000017
107,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,28.40000000000002
108,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,28.60000000000002
109,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,28.80000000000002
110,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,29.00000000000002
111,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,29.20000000000002
112,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,29.40000000000002
113,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,29.60000000000002
114,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,29.80000000000002
115,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,30.00000000000002
116,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,30.20000000000002
117,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,30.40000000000002
118,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,30.600000000000023
119,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,30.800000000000022
120,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,31.00000000000002
121,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,31.20000000000002
122,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,31.40000000000002
123,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,31.600000000000023
124,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,31.800000000000022
125,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,32.00000000000002
126,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,32.200000000000024
127,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,32.40000000000002
128,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,32.60000000000002
129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32.800000000000026
130,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33.00000000000002
131,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33.200000000000024
132,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33.40000000000002
133,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33.60000000000002
134,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33.800000000000026
135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,34.00000000000003
136,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,34.200000000000024
137,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,34.40000000000002
138,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,34.60000000000002
139,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,34.800000000000026
140,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,35.00000000000003
141,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,35.200000000000024
142,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,35.40000000000003
143,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,35.60000000000002
144,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,35.800000000000026
145,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,36.00000000000003
146,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,36.200000000000024
147,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,36.40000000000003
148,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,36.60000000000002
149,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,36.800000000000026
150,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,37.00000000000003
151,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,37.20000000000003
152,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,37.40000000000003
