,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,28.36
1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,28.86
2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,29.36
3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,29.86
4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,30.36
5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,30.86
6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,31.36
7,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,31.86
8,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,32.36
9,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,32.86
10,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,33.36
11,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,33.86
12,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,34.36
13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,34.86
14,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,35.36
15,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,35.86
16,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,36.36
17,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,36.86
18,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,37.36
19,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,37.86
20,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,38.36
21,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,38.86
22,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,39.36
23,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,39.86
24,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,40.36
