,total time,count,normalized total time,normalized count
Child affect,8.719999999999999,4,0.029399865138233304,0.013486176668914362
Child affective touch,4.6,1,0.015509103169251515,0.0033715441672285905
Child gaze,282.38,27,0.9520566419420093,0.09103169251517194
Child gesture,10.559999999999999,2,0.03560350640593391,0.006743088334457181
Child prop manipulation,54.760000000000005,40,0.18462575859743763,0.13486176668914363
Child utterance,25.48,27,0.08590694538098449,0.09103169251517194
Conversational turns,627.8000000000001,103,2.1166554281861094,0.3472690492245448
Joint attention,242.7800000000001,41,0.8185434929197575,0.13823331085637222
Mutual gaze,3.759999999999927,7,0.012677006068779254,0.02360080917060013
Non-verbal scaffolding,18.72,15,0.0631153068105192,0.05057316250842886
Parent affect,91.16,24,0.3073499662845583,0.08091706001348617
Parent affective touch,7.44,3,0.025084288604180716,0.010114632501685771
Parent gaze,284.71999999999997,67,0.9599460552933242,0.22589345920431556
Parent gesture,17.76,14,0.05987862440997977,0.04720161834120026
Parent prop manipulation,11.4,9,0.03843560350640593,0.030343897505057314
Parent utterance,136.12,92,0.45893459204315573,0.3101820633850303
Verbal scaffolding,67.04,41,0.22602832097100473,0.13823331085637222
robot pointing,28.134,15,0.09485502360080916,0.05057316250842886
robot text,164.802,50,0.5556372218476061,0.16857720836142953
CP,119.64000000000009,26,0.40337154416722887,0.08766014834794335
CPC,118.15999999999994,15,0.39838165879973003,0.05057316250842886
MG,3.759999999999927,7,0.012677006068779254,0.02360080917060013
PC,134.91999999999993,31,0.45488873904248117,0.1045178691840863
PCP,255.0800000000001,31,0.8600134861766692,0.1045178691840863
affective,6.4399999999999995,4,0.02171274443695212,0.013486176668914362
affective touch,12.04,4,0.04059339177343223,0.013486176668914362
child,82.84,71,0.27929871881321644,0.2393796358732299
cognitive,73.52,46,0.24787592717464596,0.15509103169251515
correction,6.533,3,0.022026298044504383,0.010114632501685771
missing data,3.44,3,0.011598111935266352,0.010114632501685771
negative,3.92,1,0.013216453135536075,0.0033715441672285905
other,13.894,8,0.046844234659474036,0.026972353337828724
parent,20.2,20,0.06810519217801753,0.06743088334457181
pick up,18.8,9,0.0633850303438975,0.030343897505057314
point at prop,52.254,27,0.17617666891436276,0.09103169251517194
positive 1,52.04,16,0.17545515846257584,0.05394470667565745
positive 2,32.8,9,0.11058664868509775,0.030343897505057314
positive 3,11.120000000000001,2,0.03749157113958193,0.006743088334457181
positive feedback,27.866,12,0.0939514497639919,0.040458530006743085
put down,15.733,7,0.05304450438300742,0.02360080917060013
song,55.8,1,0.18813216453135534,0.0033715441672285905
tablet,771.8000000000001,92,2.6021577882670264,0.3101820633850303
teach,23.868,10,0.08047201618341199,0.033715441672285906
technical,5.8,6,0.019554956169925825,0.020229265003371542
try again,5.468,3,0.018435603506405933,0.010114632501685771
utterance,160.4,118,0.5407956844234659,0.3978422117329737
Child affect:negative,3.92,1,0.013216453135536075,0.0033715441672285905
Child affect:positive 1,3.5999999999999996,2,0.012137559002022924,0.006743088334457181
Child affect:positive 2,1.2,1,0.004045853000674308,0.0033715441672285905
Child affective touch:affective touch,4.6,1,0.015509103169251515,0.0033715441672285905
Child gaze:parent,8.8,11,0.0296695886716116,0.037086985839514496
Child gaze:tablet,273.58,16,0.9223870532703977,0.05394470667565745
Child gesture:point at prop,10.559999999999999,2,0.03560350640593391,0.006743088334457181
Child prop manipulation:child,54.760000000000005,40,0.18462575859743763,0.13486176668914363
Child utterance:utterance,25.48,27,0.08590694538098449,0.09103169251517194
Conversational turns:CP,119.64000000000009,26,0.40337154416722887,0.08766014834794335
Conversational turns:CPC,118.15999999999994,15,0.39838165879973003,0.05057316250842886
Conversational turns:PC,134.91999999999993,31,0.45488873904248117,0.1045178691840863
Conversational turns:PCP,255.0800000000001,31,0.8600134861766692,0.1045178691840863
Joint attention:tablet,242.7800000000001,41,0.8185434929197575,0.13823331085637222
Mutual gaze:MG,3.759999999999927,7,0.012677006068779254,0.02360080917060013
Non-verbal scaffolding:cognitive,13.56,10,0.045718138907619686,0.033715441672285906
Non-verbal scaffolding:technical,5.16,5,0.017397167902899528,0.016857720836142953
Parent affect:positive 1,48.44,14,0.1633175994605529,0.04720161834120026
Parent affect:positive 2,31.6,8,0.10654079568442346,0.026972353337828724
Parent affect:positive 3,11.120000000000001,2,0.03749157113958193,0.006743088334457181
Parent affective touch:affective touch,7.44,3,0.025084288604180716,0.010114632501685771
Parent gaze:child,28.080000000000002,31,0.09467296021577883,0.1045178691840863
Parent gaze:missing data,1.2,1,0.004045853000674308,0.0033715441672285905
Parent gaze:tablet,255.44,35,0.8612272420768712,0.11800404585300067
Parent gesture:missing data,1.04,1,0.003506405933917734,0.0033715441672285905
Parent gesture:other,3.16,3,0.010654079568442346,0.010114632501685771
Parent gesture:point at prop,13.56,10,0.045718138907619686,0.033715441672285906
Parent prop manipulation:parent,11.4,9,0.03843560350640593,0.030343897505057314
Parent utterance:missing data,1.2,1,0.004045853000674308,0.0033715441672285905
Parent utterance:utterance,134.92000000000002,91,0.45488873904248145,0.3068105192178017
Verbal scaffolding:affective,6.4399999999999995,4,0.02171274443695212,0.013486176668914362
Verbal scaffolding:cognitive,59.96,36,0.2021577882670263,0.12137559002022925
Verbal scaffolding:technical,0.64,1,0.002157788267026298,0.0033715441672285905
robot pointing:point at prop,28.134,15,0.09485502360080916,0.05057316250842886
robot text:correction,6.533,3,0.022026298044504383,0.010114632501685771
robot text:other,10.734,5,0.03619015509103169,0.016857720836142953
robot text:pick up,18.8,9,0.0633850303438975,0.030343897505057314
robot text:positive feedback,27.866,12,0.0939514497639919,0.040458530006743085
robot text:put down,15.733,7,0.05304450438300742,0.02360080917060013
robot text:song,55.8,1,0.18813216453135534,0.0033715441672285905
robot text:teach,23.868,10,0.08047201618341199,0.033715441672285906
robot text:try again,5.468,3,0.018435603506405933,0.010114632501685771
