,Child utterance,Child gaze,Child affect,Child gesture,Child affective touch,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,46.72
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,46.92
2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,47.120000000000005
3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,47.32000000000001
4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,47.52000000000001
5,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,47.72000000000001
6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,47.920000000000016
7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,48.12000000000002
8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,48.32000000000002
9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,48.520000000000024
10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,48.72000000000003
11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,48.92000000000003
12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,49.12000000000003
13,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,49.320000000000036
14,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,49.52000000000004
15,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,49.72000000000004
16,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,49.920000000000044
17,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,50.12000000000005
18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,50.32000000000005
19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,50.52000000000005
20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,50.720000000000056
21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,50.92000000000006
22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,51.12000000000006
23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,51.320000000000064
24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,51.52000000000007
25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,51.72000000000007
26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,51.92000000000007
27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,52.120000000000076
28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,52.32000000000008
29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,52.52000000000008
30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,52.720000000000084
31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,52.92000000000009
32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,53.12000000000009
33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,53.32000000000009
34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,53.520000000000095
35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,53.7200000000001
36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,53.9200000000001
37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,54.120000000000104
38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,54.32000000000011
39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,54.52000000000011
40,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,54.72000000000011
41,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,54.920000000000115
42,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,55.12000000000012
43,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,55.32000000000012
44,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,55.520000000000124
45,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,55.72000000000013
46,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,55.92000000000013
47,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,56.12000000000013
48,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,56.320000000000135
49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,56.52000000000014
50,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,56.72000000000014
51,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,56.920000000000144
52,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,57.12000000000015
53,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,57.32000000000015
54,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,57.52000000000015
55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,57.720000000000155
56,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,57.92000000000016
57,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,58.12000000000016
58,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,58.320000000000164
59,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,58.52000000000017
60,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,58.72000000000017
61,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,58.92000000000017
62,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,59.120000000000175
63,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,59.32000000000018
64,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,59.52000000000018
65,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,59.720000000000184
66,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,59.920000000000186
67,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,60.12000000000019
68,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,60.32000000000019
69,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,60.520000000000195
70,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,60.7200000000002
71,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,60.9200000000002
72,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,61.1200000000002
73,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,61.320000000000206
74,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,61.52000000000021
75,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,61.72000000000021
76,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,61.920000000000215
77,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,62.12000000000022
78,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,62.32000000000022
79,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,62.52000000000022
80,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,62.720000000000226
81,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,62.92000000000023
82,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,63.12000000000023
83,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,63.320000000000235
84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,63.52000000000024
85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,63.72000000000024
86,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,63.92000000000024
87,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,64.12000000000025
88,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,64.32000000000025
89,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,64.52000000000025
90,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,64.72000000000025
91,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,64.92000000000026
92,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,65.12000000000026
93,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,65.32000000000026
94,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,65.52000000000027
95,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,65.72000000000027
96,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,65.92000000000027
97,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,66.12000000000027
98,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,66.32000000000028
99,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,66.52000000000028
100,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,66.72000000000028
101,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,66.92000000000029
102,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,67.12000000000029
103,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,67.32000000000029
104,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,67.5200000000003
105,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,67.7200000000003
106,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,67.9200000000003
107,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.1200000000003
108,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.3200000000003
109,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.52000000000031
110,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.72000000000031
111,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.92000000000031
112,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.12000000000032
113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.32000000000032
114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,69.52000000000032
115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,69.72000000000033
116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,69.92000000000033
117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,70.12000000000033
118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,70.32000000000033
119,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,70.52000000000034
120,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,70.72000000000034
121,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,70.92000000000034
122,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,71.12000000000035
123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,71.32000000000035
124,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,71.52000000000035
125,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,71.72000000000035
126,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,71.92000000000036
127,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,72.12000000000036
128,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,72.32000000000036
129,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,72.52000000000037
130,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,72.72000000000037
131,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,72.92000000000037
132,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,73.12000000000037
133,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,73.32000000000038
134,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,73.52000000000038
135,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,73.72000000000038
136,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,73.92000000000039
137,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,74.12000000000039
138,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,74.32000000000039
139,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,74.5200000000004
140,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,74.7200000000004
141,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,74.9200000000004
142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,75.1200000000004
143,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75.3200000000004
144,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75.52000000000041
145,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75.72000000000041
146,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75.92000000000041
147,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,76.12000000000042
148,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,76.32000000000042
149,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,76.52000000000042
150,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,76.72000000000043
151,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,76.92000000000043
152,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,77.12000000000043
153,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,77.32000000000043
154,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,77.52000000000044
155,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,77.72000000000044
156,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,77.92000000000044
157,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,78.12000000000045
158,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,78.32000000000045
159,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,78.52000000000045
160,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,78.72000000000045
161,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,78.92000000000046
162,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,79.12000000000046
163,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,79.32000000000046
164,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,79.52000000000046
165,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,79.72000000000047
166,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,79.92000000000047
167,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,80.12000000000047
168,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,80.32000000000048
169,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,80.52000000000048
170,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,80.72000000000048
171,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,80.92000000000048
172,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,81.12000000000049
173,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,81.32000000000049
174,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,81.5200000000005
175,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,81.7200000000005
176,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,81.9200000000005
177,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,82.1200000000005
178,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,82.3200000000005
179,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,82.52000000000051
180,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,82.72000000000051
181,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,82.92000000000051
182,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,83.12000000000052
183,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,83.32000000000052
184,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,83.52000000000052
185,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,83.72000000000052
186,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,83.92000000000053
187,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,84.12000000000053
188,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84.32000000000053
189,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84.52000000000054
190,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,84.72000000000054
191,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,84.92000000000054
192,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85.12000000000054
193,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85.32000000000055
194,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85.52000000000055
195,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85.72000000000055
196,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85.92000000000056
197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,86.12000000000056
