,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child affective touch,[],[1]
1,action,Child affect,action,Child gaze,[3],[1 2]
2,action,Child affect,action,Child gesture,[],[1]
3,action,Child affect,action,Child prop manipulation,[2 1],[1 2 3]
4,action,Child affect,action,Child utterance,[2 1],[1 2 3]
5,action,Child affect,action,Conversational turns,[1 0 0 1 1],[1 2 3 4 5 6]
6,action,Child affect,action,Joint attention,[1 2],[1 2 3]
7,action,Child affect,action,Mutual gaze,[],[1]
8,action,Child affect,action,Non-verbal scaffolding,[],[1]
9,action,Child affect,action,Parent affect,[],[1]
10,action,Child affect,action,Parent affective touch,[3],[1 2]
11,action,Child affect,action,Parent gaze,[0 3],[1 2 3]
12,action,Child affect,action,Parent gesture,[],[1]
13,action,Child affect,action,Parent prop manipulation,[],[1]
14,action,Child affect,action,Parent utterance,[2 1],[1 2 3]
15,action,Child affect,action,Verbal scaffolding,[],[1]
16,action,Child affect,action,robot pointing,[1],[1 2]
17,action,Child affect,action,robot text,[4],[1 2]
18,action,Child affect,sub_action,CP,[2 1],[1 2 3]
19,action,Child affect,sub_action,CPC,[2],[1 2]
20,action,Child affect,sub_action,MG,[],[1]
21,action,Child affect,sub_action,PC,[2],[1 2]
22,action,Child affect,sub_action,PCP,[2],[1 2]
23,action,Child affect,sub_action,affective,[],[1]
24,action,Child affect,sub_action,affective touch,[3],[1 2]
25,action,Child affect,sub_action,child,[3 2],[1 2 3]
26,action,Child affect,sub_action,cognitive,[],[1]
27,action,Child affect,sub_action,correction,[],[1]
28,action,Child affect,sub_action,instruction translation,[],[1]
29,action,Child affect,sub_action,missing data,[],[1]
30,action,Child affect,sub_action,other,[],[1]
31,action,Child affect,sub_action,parent,[],[1]
32,action,Child affect,sub_action,pick up,[1],[1 2]
33,action,Child affect,sub_action,point at prop,[1],[1 2]
34,action,Child affect,sub_action,positive 1,[1],[1 2]
35,action,Child affect,sub_action,positive 2,[],[1]
36,action,Child affect,sub_action,positive 3,[],[1]
37,action,Child affect,sub_action,positive feedback,[2],[1 2]
38,action,Child affect,sub_action,put down,[],[1]
39,action,Child affect,sub_action,scaffolding,[],[1]
40,action,Child affect,sub_action,song,[],[1]
41,action,Child affect,sub_action,tablet,[1 1 0 2],[1 2 3 4 5]
42,action,Child affect,sub_action,teach,[1],[1 2]
43,action,Child affect,sub_action,technical,[],[1]
44,action,Child affect,sub_action,try again,[],[1]
45,action,Child affect,sub_action,utterance,[0 1 2],[1 2 3 4]
46,action,Child affect,action:sub_action,Child affect:positive 1,[1],[1 2]
47,action,Child affect,action:sub_action,Child affect:positive 3,[],[1]
48,action,Child affect,action:sub_action,Child affective touch:affective touch,[],[1]
49,action,Child affect,action:sub_action,Child gaze:parent,[],[1]
50,action,Child affect,action:sub_action,Child gaze:tablet,[3],[1 2]
51,action,Child affect,action:sub_action,Child gesture:other,[],[1]
52,action,Child affect,action:sub_action,Child gesture:point at prop,[],[1]
53,action,Child affect,action:sub_action,Child prop manipulation:child,[2 1],[1 2 3]
54,action,Child affect,action:sub_action,Child utterance:utterance,[2 1],[1 2 3]
55,action,Child affect,action:sub_action,Conversational turns:CP,[2 1],[1 2 3]
56,action,Child affect,action:sub_action,Conversational turns:CPC,[2],[1 2]
57,action,Child affect,action:sub_action,Conversational turns:PC,[2],[1 2]
58,action,Child affect,action:sub_action,Conversational turns:PCP,[2],[1 2]
59,action,Child affect,action:sub_action,Joint attention:tablet,[1 2],[1 2 3]
60,action,Child affect,action:sub_action,Mutual gaze:MG,[],[1]
61,action,Child affect,action:sub_action,Non-verbal scaffolding:cognitive,[],[1]
62,action,Child affect,action:sub_action,Non-verbal scaffolding:technical,[],[1]
63,action,Child affect,action:sub_action,Parent affect:positive 1,[],[1]
64,action,Child affect,action:sub_action,Parent affect:positive 2,[],[1]
65,action,Child affect,action:sub_action,Parent affective touch:affective touch,[3],[1 2]
66,action,Child affect,action:sub_action,Parent gaze:child,[3],[1 2]
67,action,Child affect,action:sub_action,Parent gaze:missing data,[],[1]
68,action,Child affect,action:sub_action,Parent gaze:tablet,[3],[1 2]
69,action,Child affect,action:sub_action,Parent gesture:point at prop,[],[1]
70,action,Child affect,action:sub_action,Parent prop manipulation:parent,[],[1]
71,action,Child affect,action:sub_action,Parent utterance:missing data,[],[1]
72,action,Child affect,action:sub_action,Parent utterance:utterance,[2 1],[1 2 3]
73,action,Child affect,action:sub_action,Verbal scaffolding:affective,[],[1]
74,action,Child affect,action:sub_action,Verbal scaffolding:cognitive,[],[1]
75,action,Child affect,action:sub_action,Verbal scaffolding:instruction translation,[],[1]
76,action,Child affect,action:sub_action,Verbal scaffolding:scaffolding,[],[1]
77,action,Child affect,action:sub_action,robot pointing:point at prop,[1],[1 2]
78,action,Child affect,action:sub_action,robot text:correction,[],[1]
79,action,Child affect,action:sub_action,robot text:other,[],[1]
80,action,Child affect,action:sub_action,robot text:pick up,[1],[1 2]
