,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,10.96,11.68,0.72,utterance,Child utterance:utterance,1,r,113,SK
1,Child utterance,Child,27.191,28.311,1.12,utterance,Child utterance:utterance,1,r,113,SK
2,Child utterance,Child,32.149,33.189,1.04,utterance,Child utterance:utterance,1,r,113,SK
3,Child utterance,Child,71.98,72.7,0.72,utterance,Child utterance:utterance,1,r,113,SK
4,Child utterance,Child,76.596,77.836,1.24,utterance,Child utterance:utterance,1,r,113,SK
5,Child utterance,Child,84.074,85.074,1.0,utterance,Child utterance:utterance,1,r,113,SK
6,Child utterance,Child,97.011,98.491,1.48,utterance,Child utterance:utterance,1,r,113,SK
7,Child utterance,Child,142.564,143.364,0.8,utterance,Child utterance:utterance,1,r,113,SK
8,Child utterance,Child,157.543,159.223,1.68,utterance,Child utterance:utterance,1,r,113,SK
9,Child utterance,Child,166.618,167.65800000000002,1.04,utterance,Child utterance:utterance,1,r,113,SK
10,Child utterance,Child,175.269,176.66899999999998,1.4,utterance,Child utterance:utterance,1,r,113,SK
11,Child utterance,Child,180.558,181.758,1.2,utterance,Child utterance:utterance,1,r,113,SK
12,Child utterance,Child,191.50900000000001,192.789,1.28,utterance,Child utterance:utterance,1,r,113,SK
13,Child utterance,Child,198.233,198.513,0.28,utterance,Child utterance:utterance,1,r,113,SK
14,Child utterance,Child,200.052,201.572,1.52,utterance,Child utterance:utterance,1,r,113,SK
15,Child utterance,Child,212.989,214.829,1.84,utterance,Child utterance:utterance,1,r,113,SK
16,Child utterance,Child,220.287,221.847,1.56,utterance,Child utterance:utterance,1,r,113,SK
17,Child utterance,Child,229.731,231.251,1.52,utterance,Child utterance:utterance,1,r,113,SK
18,Child utterance,Child,233.25900000000001,234.539,1.28,utterance,Child utterance:utterance,1,r,113,SK
19,Child utterance,Child,235.59,236.35,0.76,utterance,Child utterance:utterance,1,r,113,SK
20,Child utterance,Child,238.997,239.997,1.0,utterance,Child utterance:utterance,1,r,113,SK
21,Child utterance,Child,243.594,245.354,1.76,utterance,Child utterance:utterance,1,r,113,SK
22,Child utterance,Child,262.948,264.068,1.12,utterance,Child utterance:utterance,1,r,113,SK
23,Child utterance,Child,271.687,272.327,0.64,utterance,Child utterance:utterance,1,r,113,SK
24,Child utterance,Child,279.21500000000003,279.935,0.72,utterance,Child utterance:utterance,1,r,113,SK
25,Child utterance,Child,289.955,290.515,0.56,utterance,Child utterance:utterance,1,r,113,SK
26,Child utterance,Child,295.113,295.913,0.8,utterance,Child utterance:utterance,1,r,113,SK
27,Child utterance,Child,297.73199999999997,299.452,1.72,utterance,Child utterance:utterance,1,r,113,SK
28,Child utterance,Child,303.51,303.99,0.48,utterance,Child utterance:utterance,1,r,113,SK
29,Child gaze,Child,11.32,65.16,53.84,robot,Child gaze:robot,1,r,113,SK
30,Child gaze,Child,66.64,70.32,3.68,robot,Child gaze:robot,1,r,113,SK
31,Child gaze,Child,70.4,71.92,1.52,parent,Child gaze:parent,1,r,113,SK
32,Child gaze,Child,72.08,84.6,12.52,robot,Child gaze:robot,1,r,113,SK
33,Child gaze,Child,85.34,121.54,36.2,robot,Child gaze:robot,1,r,113,SK
34,Child gaze,Child,125.28,132.72,7.44,robot,Child gaze:robot,1,r,113,SK
35,Child gaze,Child,133.6,135.44,1.84,robot,Child gaze:robot,1,r,113,SK
36,Child gaze,Child,135.56,142.04,6.48,props,Child gaze:props,1,r,113,SK
37,Child gaze,Child,142.2,147.48,5.28,robot,Child gaze:robot,1,r,113,SK
38,Child gaze,Child,147.56,151.64,4.08,props,Child gaze:props,1,r,113,SK
39,Child gaze,Child,151.76,156.07999999999998,4.32,robot,Child gaze:robot,1,r,113,SK
40,Child gaze,Child,156.16,157.84,1.68,props,Child gaze:props,1,r,113,SK
41,Child gaze,Child,157.96,159.88,1.92,robot,Child gaze:robot,1,r,113,SK
42,Child gaze,Child,159.96,165.88,5.92,props,Child gaze:props,1,r,113,SK
43,Child gaze,Child,166.0,167.24,1.24,robot,Child gaze:robot,1,r,113,SK
44,Child gaze,Child,167.3,167.94,0.64,props,Child gaze:props,1,r,113,SK
45,Child gaze,Child,167.98,170.14,2.16,robot,Child gaze:robot,1,r,113,SK
46,Child gaze,Child,170.18,227.54,57.36,props,Child gaze:props,1,r,113,SK
47,Child gaze,Child,227.56,228.44,0.88,robot,Child gaze:robot,1,r,113,SK
48,Child gaze,Child,235.44,238.24,2.8,robot,Child gaze:robot,1,r,113,SK
49,Child gaze,Child,238.32,248.16,9.84,props,Child gaze:props,1,r,113,SK
50,Child gaze,Child,248.28,273.68,25.4,robot or prop,Child gaze:robot or prop,1,r,113,SK
51,Child gaze,Child,273.76,274.92,1.16,robot,Child gaze:robot,1,r,113,SK
52,Child gaze,Child,274.98,279.94,4.96,props,Child gaze:props,1,r,113,SK
53,Child gaze,Child,280.06,280.9,0.84,robot,Child gaze:robot,1,r,113,SK
54,Child gaze,Child,280.96,283.15999999999997,2.2,props,Child gaze:props,1,r,113,SK
55,Child gaze,Child,283.18,287.42,4.24,robot,Child gaze:robot,1,r,113,SK
56,Child gaze,Child,287.54,289.18,1.64,props,Child gaze:props,1,r,113,SK
57,Child gaze,Child,289.24,291.56,2.32,robot,Child gaze:robot,1,r,113,SK
58,Child gaze,Child,291.64,293.36,1.72,props,Child gaze:props,1,r,113,SK
59,Child gaze,Child,293.5,303.38,9.88,robot,Child gaze:robot,1,r,113,SK
60,Child affect,Child,15.04,17.04,2.0,positive 1,Child affect:positive 1,1,r,113,SK
61,Child affect,Child,27.36,35.04,7.68,positive 1,Child affect:positive 1,1,r,113,SK
62,Child affect,Child,71.12,75.56,4.44,positive 2,Child affect:positive 2,1,r,113,SK
63,Child affect,Child,98.0,100.96000000000001,2.96,positive 1,Child affect:positive 1,1,r,113,SK
64,Child affect,Child,116.2,118.84,2.64,positive 1,Child affect:positive 1,1,r,113,SK
65,Child affect,Child,140.76,142.07999999999998,1.32,positive 1,Child affect:positive 1,1,r,113,SK
66,Child affect,Child,142.22,145.9,3.68,positive 2,Child affect:positive 2,1,r,113,SK
67,Child affect,Child,153.8,164.72,10.92,positive 1,Child affect:positive 1,1,r,113,SK
68,Child affect,Child,164.86,168.18,3.32,positive 2,Child affect:positive 2,1,r,113,SK
69,Child affect,Child,168.28,171.84,3.56,positive 1,Child affect:positive 1,1,r,113,SK
70,Child affect,Child,174.66,177.78,3.12,positive 2,Child affect:positive 2,1,r,113,SK
71,Child affect,Child,180.82,181.74,0.92,positive 1,Child affect:positive 1,1,r,113,SK
72,Child affect,Child,182.2,182.48,0.28,positive 1,Child affect:positive 1,1,r,113,SK
73,Child affect,Child,193.42,194.62,1.2,positive 1,Child affect:positive 1,1,r,113,SK
74,Child affect,Child,221.16,223.68,2.52,positive 2,Child affect:positive 2,1,r,113,SK
75,Child affect,Child,273.6,282.84000000000003,9.24,positive 1,Child affect:positive 1,1,r,113,SK
76,Child affect,Child,289.5,293.54,4.04,positive 1,Child affect:positive 1,1,r,113,SK
77,Child affect,Child,294.64,299.12,4.48,positive 2,Child affect:positive 2,1,r,113,SK
78,Child affect,Child,303.32,306.04,2.72,positive 1,Child affect:positive 1,1,r,113,SK
79,Child gesture,Child,71.6,72.76,1.16,point at prop,Child gesture:point at prop,1,r,113,SK
80,Child gesture,Child,304.64,305.24,0.6,point at prop,Child gesture:point at prop,1,r,113,SK
81,Parent utterance,Parent,8.8,10.4,1.6,utterance,Parent utterance:utterance,1,r,113,SK
82,Parent utterance,Parent,13.12,14.2,1.08,utterance,Parent utterance:utterance,1,r,113,SK
83,Parent utterance,Parent,15.4,16.0,0.6,other vocalization,Parent utterance:other vocalization,1,r,113,SK
84,Parent utterance,Parent,18.24,18.96,0.72,utterance,Parent utterance:utterance,1,r,113,SK
85,Parent utterance,Parent,20.26,21.42,1.16,utterance,Parent utterance:utterance,1,r,113,SK
86,Parent utterance,Parent,25.384,26.384,1.0,utterance,Parent utterance:utterance,1,r,113,SK
87,Parent utterance,Parent,33.468,34.428,0.96,utterance,Parent utterance:utterance,1,r,113,SK
88,Parent utterance,Parent,72.838,74.238,1.4,utterance,Parent utterance:utterance,1,r,113,SK
89,Parent utterance,Parent,75.137,75.777,0.64,utterance,Parent utterance:utterance,1,r,113,SK
90,Parent utterance,Parent,77.905,79.025,1.12,utterance,Parent utterance:utterance,1,r,113,SK
91,Parent utterance,Parent,85.503,86.623,1.12,utterance,Parent utterance:utterance,1,r,113,SK
92,Parent utterance,Parent,99.009,100.289,1.28,utterance,Parent utterance:utterance,1,r,113,SK
93,Parent utterance,Parent,100.49799999999999,101.378,0.88,utterance,Parent utterance:utterance,1,r,113,SK
94,Parent utterance,Parent,121.129,126.649,5.52,missing data,Parent utterance:missing data,1,r,113,SK
95,Parent utterance,Parent,127.488,129.808,2.32,utterance,Parent utterance:utterance,1,r,113,SK
96,Parent utterance,Parent,131.007,131.807,0.8,utterance,Parent utterance:utterance,1,r,113,SK
97,Parent utterance,Parent,132.136,133.136,1.0,missing data,Parent utterance:missing data,1,r,113,SK
98,Parent utterance,Parent,133.725,138.005,4.28,utterance,Parent utterance:utterance,1,r,113,SK
99,Parent utterance,Parent,143.373,144.893,1.52,utterance,Parent utterance:utterance,1,r,113,SK
100,Parent utterance,Parent,146.181,148.301,2.12,utterance,Parent utterance:utterance,1,r,113,SK
101,Parent utterance,Parent,153.601,154.561,0.96,utterance,Parent utterance:utterance,1,r,113,SK
102,Parent utterance,Parent,159.381,163.781,4.4,utterance,Parent utterance:utterance,1,r,113,SK
103,Parent utterance,Parent,167.727,168.727,1.0,utterance,Parent utterance:utterance,1,r,113,SK
104,Parent utterance,Parent,169.336,170.696,1.36,utterance,Parent utterance:utterance,1,r,113,SK
105,Parent utterance,Parent,170.97,174.32999999999998,3.36,utterance,Parent utterance:utterance,1,r,113,SK
106,Parent utterance,Parent,174.369,175.16899999999998,0.8,other vocalization,Parent utterance:other vocalization,1,r,113,SK
107,Parent utterance,Parent,176.649,177.649,1.0,utterance,Parent utterance:utterance,1,r,113,SK
108,Parent utterance,Parent,181.727,184.287,2.56,utterance,Parent utterance:utterance,1,r,113,SK
109,Parent utterance,Parent,185.122,187.162,2.04,utterance,Parent utterance:utterance,1,r,113,SK
110,Parent utterance,Parent,188.731,189.091,0.36,utterance,Parent utterance:utterance,1,r,113,SK
111,Parent utterance,Parent,192.887,194.247,1.36,utterance,Parent utterance:utterance,1,r,113,SK
112,Parent utterance,Parent,195.876,197.276,1.4,utterance,Parent utterance:utterance,1,r,113,SK
113,Parent utterance,Parent,198.055,199.215,1.16,utterance,Parent utterance:utterance,1,r,113,SK
114,Parent utterance,Parent,203.761,205.161,1.4,utterance,Parent utterance:utterance,1,r,113,SK
115,Parent utterance,Parent,209.36,212.12,2.76,utterance,Parent utterance:utterance,1,r,113,SK
116,Parent utterance,Parent,214.728,216.168,1.44,utterance,Parent utterance:utterance,1,r,113,SK
117,Parent utterance,Parent,222.156,222.996,0.84,utterance,Parent utterance:utterance,1,r,113,SK
118,Parent utterance,Parent,223.885,225.765,1.88,utterance,Parent utterance:utterance,1,r,113,SK
119,Parent utterance,Parent,226.79399999999998,227.594,0.8,utterance,Parent utterance:utterance,1,r,113,SK
120,Parent utterance,Parent,231.5,232.86,1.36,utterance,Parent utterance:utterance,1,r,113,SK
121,Parent utterance,Parent,236.47,237.19,0.72,utterance,Parent utterance:utterance,1,r,113,SK
122,Parent utterance,Parent,240.736,242.416,1.68,utterance,Parent utterance:utterance,1,r,113,SK
123,Parent utterance,Parent,245.883,248.043,2.16,utterance,Parent utterance:utterance,1,r,113,SK
124,Parent utterance,Parent,254.032,254.432,0.4,utterance,Parent utterance:utterance,1,r,113,SK
125,Parent utterance,Parent,256.049,257.169,1.12,utterance,Parent utterance:utterance,1,r,113,SK
126,Parent utterance,Parent,272.707,275.627,2.92,utterance,Parent utterance:utterance,1,r,113,SK
127,Parent utterance,Parent,276.306,278.906,2.6,utterance,Parent utterance:utterance,1,r,113,SK
128,Parent utterance,Parent,280.196,280.956,0.76,utterance,Parent utterance:utterance,1,r,113,SK
129,Parent utterance,Parent,290.435,291.195,0.76,utterance,Parent utterance:utterance,1,r,113,SK
130,Parent utterance,Parent,293.524,294.044,0.52,utterance,Parent utterance:utterance,1,r,113,SK
131,Parent utterance,Parent,301.451,302.811,1.36,utterance,Parent utterance:utterance,1,r,113,SK
132,Verbal scaffolding,Parent,127.488,129.808,2.32,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
133,Verbal scaffolding,Parent,133.725,138.005,4.28,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
134,Verbal scaffolding,Parent,159.381,163.781,4.4,affective,Verbal scaffolding:affective,1,r,113,SK
135,Verbal scaffolding,Parent,169.336,170.696,1.36,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
136,Verbal scaffolding,Parent,170.97,174.32999999999998,3.36,affective,Verbal scaffolding:affective,1,r,113,SK
137,Verbal scaffolding,Parent,181.727,184.287,2.56,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
138,Verbal scaffolding,Parent,185.122,187.162,2.04,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
139,Verbal scaffolding,Parent,195.876,197.276,1.4,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
140,Verbal scaffolding,Parent,203.761,205.161,1.4,affective,Verbal scaffolding:affective,1,r,113,SK
141,Verbal scaffolding,Parent,209.36,212.12,2.76,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
142,Verbal scaffolding,Parent,214.728,216.168,1.44,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
143,Verbal scaffolding,Parent,223.885,225.765,1.88,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
144,Verbal scaffolding,Parent,231.5,232.86,1.36,affective,Verbal scaffolding:affective,1,r,113,SK
145,Verbal scaffolding,Parent,245.883,248.043,2.16,affective,Verbal scaffolding:affective,1,r,113,SK
146,Verbal scaffolding,Parent,256.049,257.169,1.12,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
147,Verbal scaffolding,Parent,276.306,278.906,2.6,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
148,Verbal scaffolding,Parent,301.451,302.811,1.36,cognitive,Verbal scaffolding:cognitive,1,r,113,SK
149,Non-verbal scaffolding,Parent,135.66,136.9,1.24,cognitive,Non-verbal scaffolding:cognitive,1,r,113,SK
150,Parent gaze,Parent,9.12,10.96,1.84,child,Parent gaze:child,1,r,113,SK
151,Parent gaze,Parent,11.08,12.88,1.8,robot,Parent gaze:robot,1,r,113,SK
152,Parent gaze,Parent,13.0,15.52,2.52,child,Parent gaze:child,1,r,113,SK
153,Parent gaze,Parent,15.6,21.04,5.44,robot,Parent gaze:robot,1,r,113,SK
154,Parent gaze,Parent,21.08,24.44,3.36,child,Parent gaze:child,1,r,113,SK
155,Parent gaze,Parent,24.52,28.76,4.24,robot,Parent gaze:robot,1,r,113,SK
156,Parent gaze,Parent,28.92,29.68,0.76,child,Parent gaze:child,1,r,113,SK
157,Parent gaze,Parent,29.82,51.54,21.72,robot,Parent gaze:robot,1,r,113,SK
158,Parent gaze,Parent,51.64,54.28,2.64,child,Parent gaze:child,1,r,113,SK
159,Parent gaze,Parent,54.36,70.92,16.56,robot,Parent gaze:robot,1,r,113,SK
160,Parent gaze,Parent,71.08,73.03999999999999,1.96,child,Parent gaze:child,1,r,113,SK
161,Parent gaze,Parent,73.22,91.18,17.96,robot,Parent gaze:robot,1,r,113,SK
162,Parent gaze,Parent,91.24,93.64,2.4,child,Parent gaze:child,1,r,113,SK
163,Parent gaze,Parent,93.75999999999999,120.36,26.6,robot,Parent gaze:robot,1,r,113,SK
164,Parent gaze,Parent,120.5,126.38,5.88,missing data,Parent gaze:missing data,1,r,113,SK
165,Parent gaze,Parent,126.48,132.0,5.52,robot,Parent gaze:robot,1,r,113,SK
166,Parent gaze,Parent,132.08,133.76,1.68,missing data,Parent gaze:missing data,1,r,113,SK
167,Parent gaze,Parent,133.88,135.16,1.28,child,Parent gaze:child,1,r,113,SK
168,Parent gaze,Parent,135.24,141.32,6.08,robot,Parent gaze:robot,1,r,113,SK
169,Parent gaze,Parent,141.4,141.8,0.4,props,Parent gaze:props,1,r,113,SK
170,Parent gaze,Parent,141.92000000000002,143.64,1.72,robot,Parent gaze:robot,1,r,113,SK
171,Parent gaze,Parent,143.7,144.38,0.68,child,Parent gaze:child,1,r,113,SK
172,Parent gaze,Parent,144.44,146.16,1.72,robot,Parent gaze:robot,1,r,113,SK
173,Parent gaze,Parent,146.3,148.3,2.0,child,Parent gaze:child,1,r,113,SK
174,Parent gaze,Parent,148.42000000000002,150.5,2.08,props,Parent gaze:props,1,r,113,SK
175,Parent gaze,Parent,150.62,152.78,2.16,robot,Parent gaze:robot,1,r,113,SK
176,Parent gaze,Parent,152.86,155.22,2.36,child,Parent gaze:child,1,r,113,SK
177,Parent gaze,Parent,155.32,158.12,2.8,robot,Parent gaze:robot,1,r,113,SK
178,Parent gaze,Parent,158.2,163.28,5.08,props,Parent gaze:props,1,r,113,SK
179,Parent gaze,Parent,163.54,164.06,0.52,robot,Parent gaze:robot,1,r,113,SK
180,Parent gaze,Parent,164.12,164.96,0.84,child,Parent gaze:child,1,r,113,SK
