,Child utterance,Child gaze,Child affect,Child gesture,Child affective touch,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85.68
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,86.18
2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,86.68
3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,87.18
4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,87.68
5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,88.18
6,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,88.68
7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,89.18
8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,89.68
9,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,90.18
10,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,90.68
11,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,91.18
12,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,91.68
13,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,92.18
14,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,92.68
15,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,93.18
16,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,93.68
17,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,94.18
18,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,94.68
19,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,95.18
20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.68
21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,96.18
22,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,96.68
