,"('granger', 'Child gaze:propsrobot pointing:point at prop')","('granger', 'Parent gaze:propsrobot pointing:point at prop')","('granger', 'Joint attention:propsrobot pointing:point at prop')","('granger', 'Non-verbal scaffolding:affectiverobot text:positive feedback')","('granger', 'Verbal scaffolding:affectiverobot text:positive feedback')","('granger', 'Parent affective touch:affective touchrobot text:positive feedback')","('granger', 'Parent affectrobot text:positive feedback')","('granger', 'Child affectrobot text:positive feedback')","('granger', 'Mutual gaze:MGrobot text:pick up')","('granger', 'Child gaze:robotrobot text:pick up')","('granger', 'Parent gaze:robotrobot text:pick up')","('granger', 'Parent utterance:utterancerobot text:pick up')","('granger', 'Child utterance:utterancerobot text:pick up')","('granger', 'Conversational turnsrobot text:pick up')","('granger', 'Non-verbal scaffolding:cognitiverobot text:pick up')","('granger', 'Verbal scaffolding:cognitiverobot text:pick up')","('granger', 'Parent prop manipulation:parentrobot text:pick up')","('granger', 'Child prop manipulation:childrobot text:pick up')","('granger', 'Parent gesture:point at proprobot text:pick up')","('granger', 'Child gesture:point at proprobot text:pick up')"
0,"4,0.6384341754832548","2,0.014453883784000096","2,0.45017213368527054","1,0.5051609807599198","5,1.1568792503497292e-05","3,0.0035640969258178014","5,0.004122460348541713","4,0.03614663333184698","3,0.0037840414059411337","3,0.023014866610612143","3,0.00028009686850756775","3,1.0468390157422458e-08","2,0.07753196607153982","2,0.000589283978512372","5,0.13652893481999184","4,5.279425560790728e-09","1,0.020382503995171358","1,0.18970741621067755","5,0.005581315152314073","4,0.03895004023978691"
