,"('granger', 'Child gaze:propsrobot pointing:point at prop')","('granger', 'Parent gaze:propsrobot pointing:point at prop')","('granger', 'Joint attention:propsrobot pointing:point at prop')","('granger', 'Non-verbal scaffolding:affectiverobot text:positive feedback')","('granger', 'Verbal scaffolding:affectiverobot text:positive feedback')","('granger', 'Parent affective touch:affective touchrobot text:positive feedback')","('granger', 'Parent affectrobot text:positive feedback')","('granger', 'Child affectrobot text:positive feedback')","('granger', 'Mutual gaze:MGrobot text:pick up')","('granger', 'Child gaze:robotrobot text:pick up')","('granger', 'Parent gaze:robotrobot text:pick up')","('granger', 'Parent utterance:utterancerobot text:pick up')","('granger', 'Child utterance:utterancerobot text:pick up')","('granger', 'Conversational turnsrobot text:pick up')","('granger', 'Non-verbal scaffolding:cognitiverobot text:pick up')","('granger', 'Verbal scaffolding:cognitiverobot text:pick up')","('granger', 'Parent prop manipulation:parentrobot text:pick up')","('granger', 'Child prop manipulation:childrobot text:pick up')","('granger', 'Parent gesture:point at proprobot text:pick up')","('granger', 'Child gesture:point at proprobot text:pick up')"
0,"2,0.13740744247457368","5,0.011987784805609105","5,0.07932083621749018","3,0.5590317132770986","5,0.014359216554039855","4,0.16769662135040808","2,0.3711156840861396","4,0.06746568178310659","1,0.6166490582645643","5,0.07721136890429986","1,0.7723311001003023","5,0.004810227254393861","5,0.3926621771244688","1,0.5487588551063936","5,0.0041440602535174195","5,0.000336476214825527","5,0.2038088895299037","1,0.6583195368487442","4,0.013206793048179897","1,0.20298564945888053"
