,"('granger', 'Child gaze:propsrobot pointing:point at prop')","('granger', 'Parent gaze:propsrobot pointing:point at prop')","('granger', 'Joint attention:propsrobot pointing:point at prop')","('granger', 'Non-verbal scaffolding:affectiverobot text:positive feedback')","('granger', 'Verbal scaffolding:affectiverobot text:positive feedback')","('granger', 'Parent affective touch:affective touchrobot text:positive feedback')","('granger', 'Parent affectrobot text:positive feedback')","('granger', 'Child affectrobot text:positive feedback')","('granger', 'Mutual gaze:MGrobot text:pick up')","('granger', 'Child gaze:robotrobot text:pick up')","('granger', 'Parent gaze:robotrobot text:pick up')","('granger', 'Parent utterance:utterancerobot text:pick up')","('granger', 'Child utterance:utterancerobot text:pick up')","('granger', 'Conversational turnsrobot text:pick up')","('granger', 'Non-verbal scaffolding:cognitiverobot text:pick up')","('granger', 'Verbal scaffolding:cognitiverobot text:pick up')","('granger', 'Parent prop manipulation:parentrobot text:pick up')","('granger', 'Child prop manipulation:childrobot text:pick up')","('granger', 'Parent gesture:point at proprobot text:pick up')","('granger', 'Child gesture:point at proprobot text:pick up')"
0,"1,0.07639916075228081","3,0.03567505906133126","3,0.1012345844784156","5,0.482718998533358","5,2.082930836513427e-08","3,0.10452368677961499","5,0.019260077810413934","4,0.002098949962767811","5,0.0006054773626539582","2,0.01306531865228576","5,0.1452924491253042","5,3.227129922935282e-07","5,0.16028706441244403","5,0.00315782301555994","3,0.0029514100186723057","5,1.028660264777897e-09","2,0.2694358426142998","4,0.1563600481477608","3,0.01716921752128118","4,0.07884046255894833"
