,total time,count,normalized total time,normalized count
Child gaze,213.56,8,0.7228197959750079,0.027076973065181042
Child gesture,7.2,3,0.02436927575866294,0.01015386489944289
Child prop manipulation,41.24,27,0.13958179615100827,0.09138478409498602
Child utterance,2.32,3,0.007852322188902501,0.01015386489944289
Conversational turns,91.07999999999993,14,0.3082713383470859,0.047384702864066826
Joint attention,209.38,8,0.7086720775484509,0.027076973065181042
Mutual gaze,0.5200000000000102,1,0.0017600032492368024,0.0033846216331476302
Non-verbal scaffolding,8.32,3,0.028160051987788284,0.01015386489944289
Parent gaze,236.98000000000002,8,0.8020876346233256,0.027076973065181042
Parent gesture,8.32,3,0.028160051987788284,0.01015386489944289
Parent utterance,38.72,33,0.13105254963547625,0.1116925138938718
Verbal scaffolding,26.080000000000002,20,0.0882709321924902,0.0676924326629526
robot pointing,41.137,15,0.13923318012279406,0.050769324497214455
robot text,226.805,51,0.7676491095060484,0.17261570329052914
CP,12.400000000000006,3,0.04196930825103064,0.01015386489944289
CPC,15.579999999999984,1,0.052732405044440024,0.0033846216331476302
MG,0.5200000000000102,1,0.0017600032492368024,0.0033846216331476302
PC,22.379999999999967,5,0.07574783214984386,0.01692310816573815
PCP,40.71999999999997,5,0.1378217929017714,0.01692310816573815
affective,4.28,5,0.01448618058987186,0.01692310816573815
child,43.84,31,0.14838181239719211,0.10492327062757655
cognitive,30.12,18,0.10194480359040663,0.06092318939665735
correction,18.133,5,0.06137334407386598,0.01692310816573815
other,10.201,5,0.03452652527973898,0.01692310816573815
parent,1.88,2,0.006363088670317545,0.0067692432662952605
pick up,34.068,10,0.11530728979807346,0.0338462163314763
point at prop,56.657000000000004,21,0.1917625078692453,0.07107705429610024
positive feedback,32.133,9,0.10875804693793281,0.030461594698328674
put down,18.267,5,0.06182688337270776,0.01692310816573815
song,54.934,1,0.18593080479533192,0.0033846216331476302
tablet,655.44,18,2.218416403230283,0.06092318939665735
teach,36.07,10,0.12208330230763503,0.0338462163314763
try again,22.999,6,0.07784291294076234,0.02030772979888578
utterance,41.04,36,0.13890487182437875,0.1218463787933147
Child gaze:parent,1.88,2,0.006363088670317545,0.0067692432662952605
Child gaze:tablet,211.68,6,0.7164567073046905,0.02030772979888578
Child gesture:point at prop,7.2,3,0.02436927575866294,0.01015386489944289
Child prop manipulation:child,41.24,27,0.13958179615100827,0.09138478409498602
Child utterance:utterance,2.32,3,0.007852322188902501,0.01015386489944289
Conversational turns:CP,12.400000000000006,3,0.04196930825103064,0.01015386489944289
Conversational turns:CPC,15.579999999999984,1,0.052732405044440024,0.0033846216331476302
Conversational turns:PC,22.379999999999967,5,0.07574783214984386,0.01692310816573815
Conversational turns:PCP,40.71999999999997,5,0.1378217929017714,0.01692310816573815
Joint attention:tablet,209.38,8,0.7086720775484509,0.027076973065181042
Mutual gaze:MG,0.5200000000000102,1,0.0017600032492368024,0.0033846216331476302
Non-verbal scaffolding:cognitive,8.32,3,0.028160051987788284,0.01015386489944289
Parent gaze:child,2.6,4,0.00880001624618384,0.013538486532590521
Parent gaze:tablet,234.38,4,0.7932876183771416,0.013538486532590521
Parent gesture:point at prop,8.32,3,0.028160051987788284,0.01015386489944289
Parent utterance:utterance,38.72,33,0.13105254963547625,0.1116925138938718
Verbal scaffolding:affective,4.28,5,0.01448618058987186,0.01692310816573815
Verbal scaffolding:cognitive,21.8,15,0.07378475160261834,0.050769324497214455
robot pointing:point at prop,41.137,15,0.13923318012279406,0.050769324497214455
robot text:correction,18.133,5,0.06137334407386598,0.01692310816573815
robot text:other,10.201,5,0.03452652527973898,0.01692310816573815
robot text:pick up,34.068,10,0.11530728979807346,0.0338462163314763
robot text:positive feedback,32.133,9,0.10875804693793281,0.030461594698328674
robot text:put down,18.267,5,0.06182688337270776,0.01692310816573815
robot text:song,54.934,1,0.18593080479533192,0.0033846216331476302
robot text:teach,36.07,10,0.12208330230763503,0.0338462163314763
robot text:try again,22.999,6,0.07784291294076234,0.02030772979888578
