,col base,action base,col count,action count,hist,bins
0,action,Child gaze,action,Child gesture,[],[1]
1,action,Child gaze,action,Child prop manipulation,[1],[1 2]
2,action,Child gaze,action,Child utterance,[0 1],[1 2 3]
3,action,Child gaze,action,Conversational turns,[0 3],[1 2 3]
4,action,Child gaze,action,Joint attention,[4],[1 2]
5,action,Child gaze,action,Non-verbal scaffolding,[],[1]
6,action,Child gaze,action,Parent affect,[],[1]
7,action,Child gaze,action,Parent affective touch,[1],[1 2]
8,action,Child gaze,action,Parent gaze,[0 1 1],[1 2 3 4]
9,action,Child gaze,action,Parent gesture,[],[1]
10,action,Child gaze,action,Parent prop manipulation,[],[1]
11,action,Child gaze,action,Parent utterance,[3],[1 2]
12,action,Child gaze,action,Verbal scaffolding,[1],[1 2]
13,action,Child gaze,action,robot pointing,[2],[1 2]
14,action,Child gaze,action,robot text,[2],[1 2]
15,action,Child gaze,sub_action,CP,[0 1],[1 2 3]
16,action,Child gaze,sub_action,CPC,[],[1]
17,action,Child gaze,sub_action,PC,[2],[1 2]
18,action,Child gaze,sub_action,PCP,[2],[1 2]
19,action,Child gaze,sub_action,affective,[],[1]
20,action,Child gaze,sub_action,affective touch,[1],[1 2]
21,action,Child gaze,sub_action,child,[2 1],[1 2 3]
22,action,Child gaze,sub_action,cognitive,[1],[1 2]
23,action,Child gaze,sub_action,correction,[1],[1 2]
24,action,Child gaze,sub_action,missing data,[],[1]
25,action,Child gaze,sub_action,other,[],[1]
26,action,Child gaze,sub_action,parent,[],[1]
27,action,Child gaze,sub_action,pick up,[],[1]
28,action,Child gaze,sub_action,point at prop,[2],[1 2]
29,action,Child gaze,sub_action,positive 1,[],[1]
30,action,Child gaze,sub_action,positive 2,[],[1]
31,action,Child gaze,sub_action,positive 2 positive 1,[],[1]
32,action,Child gaze,sub_action,positive 3,[],[1]
33,action,Child gaze,sub_action,positive feedback,[1],[1 2]
34,action,Child gaze,sub_action,put down,[],[1]
35,action,Child gaze,sub_action,song,[],[1]
36,action,Child gaze,sub_action,tablet,[1 2 2],[1 2 3 4]
37,action,Child gaze,sub_action,teach,[],[1]
38,action,Child gaze,sub_action,technical,[],[1]
39,action,Child gaze,sub_action,try again,[],[1]
40,action,Child gaze,sub_action,utterance,[3 1],[1 2 3]
41,action,Child gaze,action:sub_action,Child gaze:tablet,[5],[1 2]
42,action,Child gaze,action:sub_action,Child gesture:point at prop,[],[1]
43,action,Child gaze,action:sub_action,Child prop manipulation:child,[1],[1 2]
44,action,Child gaze,action:sub_action,Child utterance:missing data,[],[1]
45,action,Child gaze,action:sub_action,Child utterance:utterance,[0 1],[1 2 3]
46,action,Child gaze,action:sub_action,Conversational turns:CP,[0 1],[1 2 3]
47,action,Child gaze,action:sub_action,Conversational turns:CPC,[],[1]
48,action,Child gaze,action:sub_action,Conversational turns:PC,[2],[1 2]
49,action,Child gaze,action:sub_action,Conversational turns:PCP,[2],[1 2]
50,action,Child gaze,action:sub_action,Joint attention:tablet,[4],[1 2]
51,action,Child gaze,action:sub_action,Non-verbal scaffolding:cognitive,[],[1]
52,action,Child gaze,action:sub_action,Non-verbal scaffolding:technical,[],[1]
53,action,Child gaze,action:sub_action,Parent affect:positive 1,[],[1]
54,action,Child gaze,action:sub_action,Parent affect:positive 2,[],[1]
55,action,Child gaze,action:sub_action,Parent affect:positive 2 positive 1,[],[1]
56,action,Child gaze,action:sub_action,Parent affect:positive 3,[],[1]
57,action,Child gaze,action:sub_action,Parent affective touch:affective touch,[1],[1 2]
58,action,Child gaze,action:sub_action,Parent gaze:child,[1 1],[1 2 3]
59,action,Child gaze,action:sub_action,Parent gaze:tablet,[2],[1 2]
60,action,Child gaze,action:sub_action,Parent gesture:point at prop,[],[1]
61,action,Child gaze,action:sub_action,Parent prop manipulation:parent,[],[1]
62,action,Child gaze,action:sub_action,Parent utterance:missing data,[],[1]
63,action,Child gaze,action:sub_action,Parent utterance:utterance,[3],[1 2]
64,action,Child gaze,action:sub_action,Verbal scaffolding:affective,[],[1]
65,action,Child gaze,action:sub_action,Verbal scaffolding:cognitive,[1],[1 2]
66,action,Child gaze,action:sub_action,Verbal scaffolding:technical,[],[1]
67,action,Child gaze,action:sub_action,robot pointing:point at prop,[2],[1 2]
68,action,Child gaze,action:sub_action,robot text:correction,[1],[1 2]
69,action,Child gaze,action:sub_action,robot text:other,[],[1]
70,action,Child gaze,action:sub_action,robot text:pick up,[],[1]
71,action,Child gaze,action:sub_action,robot text:positive feedback,[1],[1 2]
72,action,Child gaze,action:sub_action,robot text:put down,[],[1]
73,action,Child gaze,action:sub_action,robot text:song,[],[1]
74,action,Child gaze,action:sub_action,robot text:teach,[],[1]
75,action,Child gaze,action:sub_action,robot text:try again,[],[1]
76,action,Child gesture,action,Child gaze,[1],[1 2]
77,action,Child gesture,action,Child prop manipulation,[1],[1 2]
78,action,Child gesture,action,Child utterance,[2],[1 2]
79,action,Child gesture,action,Conversational turns,[2],[1 2]
80,action,Child gesture,action,Joint attention,[2],[1 2]
81,action,Child gesture,action,Non-verbal scaffolding,[1],[1 2]
82,action,Child gesture,action,Parent affect,[],[1]
83,action,Child gesture,action,Parent affective touch,[],[1]
84,action,Child gesture,action,Parent gaze,[1],[1 2]
85,action,Child gesture,action,Parent gesture,[],[1]
86,action,Child gesture,action,Parent prop manipulation,[1 1],[1 2 3]
87,action,Child gesture,action,Parent utterance,[2 1],[1 2 3]
88,action,Child gesture,action,Verbal scaffolding,[1],[1 2]
89,action,Child gesture,action,robot pointing,[],[1]
90,action,Child gesture,action,robot text,[4],[1 2]
91,action,Child gesture,sub_action,CP,[2],[1 2]
92,action,Child gesture,sub_action,CPC,[],[1]
93,action,Child gesture,sub_action,PC,[],[1]
94,action,Child gesture,sub_action,PCP,[],[1]
