,Child utterance,Child gaze,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,time
69,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,33.079999999999956
70,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,33.27999999999995
71,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,33.47999999999995
72,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,33.67999999999995
73,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,33.87999999999995
74,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,34.07999999999995
75,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,34.279999999999944
76,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,34.47999999999995
77,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,34.67999999999995
78,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,34.879999999999946
79,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,35.07999999999994
80,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,35.279999999999944
81,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,35.47999999999995
82,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,35.67999999999994
83,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,35.87999999999994
84,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,36.07999999999994
85,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,36.279999999999944
86,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,36.47999999999994
87,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,36.679999999999936
88,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,36.87999999999994
89,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,37.07999999999994
90,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,37.27999999999994
91,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,37.47999999999993
92,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,37.679999999999936
93,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,37.87999999999994
94,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,38.079999999999934
95,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,38.27999999999993
96,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,38.47999999999993
97,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,38.679999999999936
98,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,38.87999999999993
99,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,39.07999999999993
100,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,39.27999999999993
101,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,39.47999999999993
102,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,39.67999999999993
103,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,39.879999999999924
104,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,40.07999999999993
105,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,40.27999999999993
106,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,40.479999999999926
107,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,40.67999999999992
108,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,40.879999999999924
109,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,41.07999999999993
110,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,41.27999999999992
111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,41.47999999999992
112,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,41.67999999999992
113,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,41.879999999999924
114,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,42.07999999999992
115,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,42.279999999999916
116,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,42.47999999999992
117,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,42.67999999999992
118,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,42.87999999999992
119,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,43.07999999999991
120,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,43.279999999999916
121,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,43.47999999999992
122,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,43.679999999999914
123,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,43.87999999999991
124,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,44.07999999999991
125,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,44.279999999999916
126,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,44.47999999999991
127,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,44.67999999999991
128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,44.87999999999991
129,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,45.07999999999991
130,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,45.27999999999991
131,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,45.479999999999905
132,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,45.67999999999991
133,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,45.87999999999991
134,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,46.079999999999906
135,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,46.2799999999999
136,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,46.479999999999905
137,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,46.67999999999991
138,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,46.8799999999999
139,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,47.0799999999999
140,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,47.2799999999999
141,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,47.479999999999905
142,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,47.6799999999999
143,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,47.879999999999896
144,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,48.0799999999999
145,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,48.2799999999999
146,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,48.4799999999999
147,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,48.67999999999989
148,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,48.879999999999896
