,total time,count,normalized total time,normalized count
Child affect,28.12,13,0.09404871000755867,0.04347913336053566
Child affective touch,3.5200000000000005,2,0.011772811494545041,0.006689097440082409
Child gaze,250.02,113,0.836204070984702,0.3779340053646561
Child gesture,8.72,7,0.029164464838759306,0.02341184104028843
Child prop manipulation,67.52,9,0.22582392957718211,0.03010093848037084
Child utterance,11.56,16,0.038662983203676324,0.05351277952065927
Conversational turns,379.8000000000001,64,1.2702596038716498,0.21405111808263708
Joint attention,111.53999999999998,83,0.3730509642333959,0.27759754376342
Mutual gaze,14.19999999999995,13,0.047492591824584936,0.04347913336053566
Non-verbal scaffolding,0.72,1,0.0024080750784296672,0.0033445487200412043
Parent affect,168.16,21,0.562419312762129,0.0702355231208653
Parent affective touch,7.76,1,0.025953698067519747,0.0033445487200412043
Parent gaze,276.42,151,0.9245001571937899,0.5050268567262218
Parent gesture,3.0,4,0.010033646160123614,0.013378194880164817
Parent prop manipulation,21.52,2,0.07197468845528672,0.006689097440082409
Parent utterance,101.76,66,0.340341277751393,0.2207402155227195
Verbal scaffolding,61.08,33,0.20428503582011676,0.11037010776135975
robot pointing,37.865,15,0.12664133728436022,0.050168230800618066
robot text,158.199,46,0.5291042629617986,0.1538492411218954
CP,56.25999999999996,14,0.18816431098951805,0.04682368208057686
CPC,85.22000000000006,10,0.2850224419219116,0.033445487200412044
MG,14.19999999999995,13,0.047492591824584936,0.04347913336053566
PC,89.18000000000008,21,0.29826685485327487,0.0702355231208653
PCP,149.14000000000004,19,0.49880599610694537,0.06354642568078289
affective,8.36,7,0.02796042729954447,0.02341184104028843
affective touch,11.280000000000001,3,0.03772650956206479,0.010033646160123614
child,137.26,56,0.4590727573128557,0.18729472832230745
cognitive,47.72,24,0.15960186492036627,0.08026916928098891
correction,3.066,1,0.010254386375646332,0.0033445487200412043
instruction translation,0.96,1,0.003210766771239556,0.0033445487200412043
missing data,6.04,7,0.020201074269048876,0.02341184104028843
other,15.853,8,0.053021130858813215,0.026756389760329635
parent,39.400000000000006,14,0.1317752195696235,0.04682368208057686
pick up,22.533,9,0.07536271630868846,0.03010093848037084
point at prop,46.105,22,0.15420041873749973,0.0735800718409065
positive 1,88.48,23,0.2959256707492458,0.0769246205609477
positive 2,107.8,11,0.3605423520204418,0.03679003592045325
positive feedback,20.534,7,0.06867696341732608,0.02341184104028843
props,308.88000000000005,136,1.0330642086463275,0.45485862592560383
put down,21.201,8,0.07090777741359358,0.026756389760329635
robot,235.35999999999996,148,0.7871729867488978,0.4949932105660983
robot or prop,2.64,1,0.00882960862090878,0.0033445487200412043
song,44.133,1,0.1476049686615785,0.0033445487200412043
tablet,3.4800000000000004,3,0.011639029545743394,0.010033646160123614
teach,27.799,10,0.09297510986842544,0.033445487200412044
technical,4.76,2,0.01592005190739613,0.006689097440082409
try again,5.6,4,0.018729472832230743,0.013378194880164817
utterance,108.24,77,0.36201395345725995,0.25753025144317276
Child affect:positive 1,26.56,12,0.08883121400429439,0.04013458464049446
Child affect:positive 2,1.56,1,0.005217496003264279,0.0033445487200412043
Child affective touch:affective touch,3.5200000000000005,2,0.011772811494545041,0.006689097440082409
Child gaze:child,0.72,1,0.0024080750784296672,0.0033445487200412043
Child gaze:parent,17.880000000000003,12,0.059800531114336745,0.04013458464049446
Child gaze:props,126.0,37,0.42141313872519176,0.12374830264152457
Child gaze:robot,105.42,63,0.3525823260667438,0.21070656936259588
Child gesture:other,1.2,1,0.004013458464049446,0.0033445487200412043
Child gesture:point at prop,7.5200000000000005,6,0.02515100637470986,0.02006729232024723
Child prop manipulation:child,67.52,9,0.22582392957718211,0.03010093848037084
Child utterance:utterance,11.56,16,0.038662983203676324,0.05351277952065927
Conversational turns:CP,56.25999999999996,14,0.18816431098951805,0.04682368208057686
Conversational turns:CPC,85.22000000000006,10,0.2850224419219116,0.033445487200412044
Conversational turns:PC,89.18000000000008,21,0.29826685485327487,0.0702355231208653
Conversational turns:PCP,149.14000000000004,19,0.49880599610694537,0.06354642568078289
Joint attention:props,65.56000000000003,46,0.21926861408590148,0.1538492411218954
Joint attention:robot,45.97999999999994,37,0.1537823501474944,0.12374830264152457
Mutual gaze:MG,14.19999999999995,13,0.047492591824584936,0.04347913336053566
Non-verbal scaffolding:cognitive,0.72,1,0.0024080750784296672,0.0033445487200412043
Parent affect:positive 1,61.92,11,0.2070944567449514,0.03679003592045325
Parent affect:positive 2,106.24,10,0.35532485601717756,0.033445487200412044
Parent affective touch:affective touch,7.76,1,0.025953698067519747,0.0033445487200412043
Parent gaze:child,69.02,46,0.23084075265724394,0.1538492411218954
Parent gaze:props,117.32,53,0.39238245583523407,0.17726108216218384
Parent gaze:robot,83.96000000000001,48,0.28080831053465954,0.16053833856197783
Parent gaze:robot or prop,2.64,1,0.00882960862090878,0.0033445487200412043
Parent gaze:tablet,3.4800000000000004,3,0.011639029545743394,0.010033646160123614
Parent gesture:missing data,0.9600000000000001,2,0.0032107667712395565,0.006689097440082409
Parent gesture:other,1.32,1,0.00441480431045439,0.0033445487200412043
Parent gesture:point at prop,0.72,1,0.0024080750784296672,0.0033445487200412043
Parent prop manipulation:parent,21.52,2,0.07197468845528672,0.006689097440082409
Parent utterance:missing data,5.08,5,0.016990307497809318,0.016722743600206022
Parent utterance:utterance,96.68,61,0.32335097025358367,0.2040174719225135
Verbal scaffolding:affective,8.36,7,0.02796042729954447,0.02341184104028843
Verbal scaffolding:cognitive,47.0,23,0.1571937898419366,0.0769246205609477
Verbal scaffolding:instruction translation,0.96,1,0.003210766771239556,0.0033445487200412043
Verbal scaffolding:technical,4.76,2,0.01592005190739613,0.006689097440082409
robot pointing:point at prop,37.865,15,0.12664133728436022,0.050168230800618066
robot text:correction,3.066,1,0.010254386375646332,0.0033445487200412043
robot text:other,13.333,6,0.04459286808430938,0.02006729232024723
robot text:pick up,22.533,9,0.07536271630868846,0.03010093848037084
robot text:positive feedback,20.534,7,0.06867696341732608,0.02341184104028843
robot text:put down,21.201,8,0.07090777741359358,0.026756389760329635
robot text:song,44.133,1,0.1476049686615785,0.0033445487200412043
robot text:teach,27.799,10,0.09297510986842544,0.033445487200412044
robot text:try again,5.6,4,0.018729472832230743,0.013378194880164817
