,total time,count,normalized total time,normalized count
Child affect,19.32,6,0.07962413452027695,0.02472799208704253
Child affective touch,9.879999999999999,3,0.04071876030333003,0.012363996043521265
Child gaze,250.76000000000002,16,1.0334652159577975,0.06594131223211341
Child gesture,5.32,3,0.021925486317177712,0.012363996043521265
Child prop manipulation,37.88,27,0.15611605670952852,0.11127596439169139
Child utterance,20.240000000000002,17,0.08341575997362348,0.07006264424662051
Conversational turns,252.5000000000003,43,1.040636333663041,0.1772172766238048
Joint attention,234.06000000000003,23,0.9646389713155292,0.09479063633366304
Mutual gaze,0.8000000000000398,2,0.0032970656116058346,0.008242664029014177
Non-verbal scaffolding,11.24,8,0.04632377184305968,0.03297065611605671
Parent affect,16.52,4,0.0680844048796571,0.016485328058028353
Parent affective touch,19.44,7,0.08011869436201781,0.02884932410154962
Parent gaze,284.4,29,1.1721068249258157,0.11951862842070557
Parent gesture,9.8,7,0.04038905374216947,0.02884932410154962
Parent prop manipulation,1.44,1,0.005934718100890207,0.004121332014507088
Parent utterance,49.28,35,0.20309924167490934,0.14424662050774809
Verbal scaffolding,31.16,19,0.12842070557204088,0.07830530827563469
robot pointing,28.801000000000002,14,0.11869848334981867,0.05769864820309924
robot text,155.467,40,0.6407311242993736,0.16485328058028353
CP,61.1000000000001,14,0.25181338608638354,0.05769864820309924
CPC,57.76000000000004,8,0.2380481371579296,0.03297065611605671
MG,0.8000000000000398,2,0.0032970656116058346,0.008242664029014177
PC,52.60000000000008,11,0.21678206396307317,0.04533465215957797
PCP,81.04000000000008,10,0.33399274645565474,0.041213320145070884
affective,3.52,2,0.014507088691064951,0.008242664029014177
affective touch,29.32,10,0.12083745466534783,0.041213320145070884
child,51.08,40,0.21051763930102207,0.16485328058028353
cognitive,34.96,22,0.1440817672271678,0.09066930431915594
correction,2.666,1,0.010987471150675897,0.004121332014507088
instruction translation,1.52,1,0.006264424662050775,0.004121332014507088
missing data,2.88,2,0.011869436201780414,0.008242664029014177
other,7.427,5,0.030609132871744143,0.020606660072535442
parent,5.72,4,0.023574019122980544,0.016485328058028353
pick up,13.399,6,0.055221727662380475,0.02472799208704253
point at prop,42.961,23,0.177056544675239,0.09479063633366304
positive 1,16.56,5,0.06824925816023739,0.020606660072535442
positive 2,13.56,3,0.05588526211671612,0.012363996043521265
positive 3,5.720000000000001,2,0.023574019122980547,0.008242664029014177
positive feedback,24.2,10,0.09973623475107153,0.041213320145070884
put down,13.667,6,0.056326244642268375,0.02472799208704253
scaffolding,0.96,1,0.003956478733926805,0.004121332014507088
song,66.467,1,0.27393257500824264,0.004121332014507088
tablet,750.78,51,3.094213649851632,0.2101879327398615
teach,27.201,11,0.11210435212660731,0.04533465215957797
technical,1.44,1,0.005934718100890207,0.004121332014507088
try again,1.4,1,0.005769864820309924,0.004121332014507088
utterance,67.6,51,0.27860204418067913,0.2101879327398615
Child affect:positive 1,13.6,4,0.0560501153972964,0.016485328058028353
Child affect:positive 3,5.720000000000001,2,0.023574019122980547,0.008242664029014177
Child affective touch:affective touch,9.879999999999999,3,0.04071876030333003,0.012363996043521265
Child gaze:parent,4.28,3,0.01763930102209034,0.012363996043521265
Child gaze:tablet,246.48000000000002,13,1.0158259149357072,0.05357731618859215
Child gesture:other,0.96,1,0.003956478733926805,0.004121332014507088
Child gesture:point at prop,4.359999999999999,2,0.017969007583250905,0.008242664029014177
Child prop manipulation:child,37.88,27,0.15611605670952852,0.11127596439169139
Child utterance:utterance,20.240000000000002,17,0.08341575997362348,0.07006264424662051
Conversational turns:CP,61.1000000000001,14,0.25181338608638354,0.05769864820309924
Conversational turns:CPC,57.76000000000004,8,0.2380481371579296,0.03297065611605671
Conversational turns:PC,52.60000000000008,11,0.21678206396307317,0.04533465215957797
Conversational turns:PCP,81.04000000000008,10,0.33399274645565474,0.041213320145070884
Joint attention:tablet,234.06000000000003,23,0.9646389713155292,0.09479063633366304
Mutual gaze:MG,0.8000000000000398,2,0.0032970656116058346,0.008242664029014177
Non-verbal scaffolding:cognitive,9.8,7,0.04038905374216947,0.02884932410154962
Non-verbal scaffolding:technical,1.44,1,0.005934718100890207,0.004121332014507088
Parent affect:positive 1,2.96,1,0.01219914276294098,0.004121332014507088
Parent affect:positive 2,13.56,3,0.05588526211671612,0.012363996043521265
Parent affective touch:affective touch,19.44,7,0.08011869436201781,0.02884932410154962
Parent gaze:child,13.200000000000001,13,0.05440158259149357,0.05357731618859215
Parent gaze:missing data,0.96,1,0.003956478733926805,0.004121332014507088
Parent gaze:tablet,270.24,15,1.1137487636003955,0.061819980217606325
Parent gesture:point at prop,9.8,7,0.04038905374216947,0.02884932410154962
Parent prop manipulation:parent,1.44,1,0.005934718100890207,0.004121332014507088
Parent utterance:missing data,1.92,1,0.00791295746785361,0.004121332014507088
Parent utterance:utterance,47.36,34,0.1951862842070557,0.14012528849324102
Verbal scaffolding:affective,3.52,2,0.014507088691064951,0.008242664029014177
Verbal scaffolding:cognitive,25.16,15,0.10369271348499834,0.061819980217606325
