,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,46.72,47.44,0.72,utterance,Child utterance:utterance,1,t,106,SK
1,Child utterance,Child,61.76,63.4,1.64,utterance,Child utterance:utterance,1,t,106,SK
2,Child utterance,Child,72.96000000000001,76.16,3.2,utterance,Child utterance:utterance,1,t,106,SK
3,Child utterance,Child,102.3,103.58,1.28,utterance,Child utterance:utterance,1,t,106,SK
4,Child utterance,Child,157.14,158.46,1.32,utterance,Child utterance:utterance,1,t,106,SK
5,Child utterance,Child,161.9,162.3,0.4,utterance,Child utterance:utterance,1,t,106,SK
6,Child utterance,Child,166.34,167.34,1.0,utterance,Child utterance:utterance,1,t,106,SK
7,Child utterance,Child,170.2,170.68,0.48,utterance,Child utterance:utterance,1,t,106,SK
8,Child utterance,Child,187.36,188.32,0.96,utterance,Child utterance:utterance,1,t,106,SK
9,Child utterance,Child,234.82,235.57999999999998,0.76,utterance,Child utterance:utterance,1,t,106,SK
10,Child utterance,Child,237.0,237.92000000000002,0.92,utterance,Child utterance:utterance,1,t,106,SK
11,Child utterance,Child,238.18,238.94,0.76,utterance,Child utterance:utterance,1,t,106,SK
12,Child utterance,Child,240.56,241.56,1.0,utterance,Child utterance:utterance,1,t,106,SK
13,Child utterance,Child,278.2,278.84000000000003,0.64,utterance,Child utterance:utterance,1,t,106,SK
14,Child utterance,Child,287.56,289.2,1.64,utterance,Child utterance:utterance,1,t,106,SK
15,Child utterance,Child,289.94,291.18,1.24,utterance,Child utterance:utterance,1,t,106,SK
16,Child utterance,Child,291.4,293.68,2.28,utterance,Child utterance:utterance,1,t,106,SK
17,Child gaze,Child,7.2,37.04,29.84,tablet,Child gaze:tablet,1,t,106,SK
18,Child gaze,Child,40.48,69.44,28.96,tablet,Child gaze:tablet,1,t,106,SK
19,Child gaze,Child,70.72,73.6,2.88,tablet,Child gaze:tablet,1,t,106,SK
20,Child gaze,Child,75.48,102.16,26.68,tablet,Child gaze:tablet,1,t,106,SK
21,Child gaze,Child,104.5,157.42000000000002,52.92,tablet,Child gaze:tablet,1,t,106,SK
22,Child gaze,Child,157.52,158.84,1.32,parent,Child gaze:parent,1,t,106,SK
23,Child gaze,Child,158.98,162.3,3.32,tablet,Child gaze:tablet,1,t,106,SK
24,Child gaze,Child,163.52,177.36,13.84,tablet,Child gaze:tablet,1,t,106,SK
25,Child gaze,Child,179.4,187.8,8.4,tablet,Child gaze:tablet,1,t,106,SK
26,Child gaze,Child,188.8,235.64,46.84,tablet,Child gaze:tablet,1,t,106,SK
27,Child gaze,Child,243.64,245.16,1.52,tablet,Child gaze:tablet,1,t,106,SK
28,Child gaze,Child,246.32,247.44,1.12,tablet,Child gaze:tablet,1,t,106,SK
29,Child gaze,Child,248.56,272.08,23.52,tablet,Child gaze:tablet,1,t,106,SK
30,Child gaze,Child,272.15999999999997,273.84000000000003,1.68,parent,Child gaze:parent,1,t,106,SK
31,Child gaze,Child,281.32,287.96,6.64,tablet,Child gaze:tablet,1,t,106,SK
32,Child gaze,Child,288.08,289.36,1.28,parent,Child gaze:parent,1,t,106,SK
33,Child affect,Child,156.04,159.28,3.24,positive 3,Child affect:positive 3,1,t,106,SK
34,Child affect,Child,176.3,177.98,1.68,positive 1,Child affect:positive 1,1,t,106,SK
35,Child affect,Child,182.28,187.64,5.36,positive 1,Child affect:positive 1,1,t,106,SK
36,Child affect,Child,193.12,195.68,2.56,positive 1,Child affect:positive 1,1,t,106,SK
37,Child affect,Child,230.84,234.84,4.0,positive 1,Child affect:positive 1,1,t,106,SK
38,Child affect,Child,287.15999999999997,289.64,2.48,positive 3,Child affect:positive 3,1,t,106,SK
39,Child gesture,Child,46.88,50.24,3.36,point at prop,Child gesture:point at prop,1,t,106,SK
40,Child gesture,Child,102.86,103.82,0.96,other,Child gesture:other,1,t,106,SK
41,Child gesture,Child,150.46,151.46,1.0,point at prop,Child gesture:point at prop,1,t,106,SK
42,Child affective touch,Child,58.58,59.5,0.92,affective touch,Child affective touch:affective touch,1,t,106,SK
43,Child affective touch,Child,156.72,158.72,2.0,affective touch,Child affective touch:affective touch,1,t,106,SK
44,Child affective touch,Child,273.08,280.04,6.96,affective touch,Child affective touch:affective touch,1,t,106,SK
45,Parent utterance,Parent,7.76,10.4,2.64,utterance,Parent utterance:utterance,1,t,106,SK
46,Parent utterance,Parent,24.6,25.56,0.96,utterance,Parent utterance:utterance,1,t,106,SK
47,Parent utterance,Parent,47.52,47.84,0.32,utterance,Parent utterance:utterance,1,t,106,SK
48,Parent utterance,Parent,54.92,56.04,1.12,utterance,Parent utterance:utterance,1,t,106,SK
49,Parent utterance,Parent,58.04,58.52,0.48,utterance,Parent utterance:utterance,1,t,106,SK
50,Parent utterance,Parent,64.9,68.06,3.16,utterance,Parent utterance:utterance,1,t,106,SK
51,Parent utterance,Parent,76.72,80.44,3.72,utterance,Parent utterance:utterance,1,t,106,SK
52,Parent utterance,Parent,81.38,82.78,1.4,utterance,Parent utterance:utterance,1,t,106,SK
53,Parent utterance,Parent,84.12,84.68,0.56,utterance,Parent utterance:utterance,1,t,106,SK
54,Parent utterance,Parent,88.32,89.96000000000001,1.64,utterance,Parent utterance:utterance,1,t,106,SK
55,Parent utterance,Parent,95.38,96.9,1.52,utterance,Parent utterance:utterance,1,t,106,SK
56,Parent utterance,Parent,99.74000000000001,101.18,1.44,utterance,Parent utterance:utterance,1,t,106,SK
57,Parent utterance,Parent,105.78,107.42,1.64,utterance,Parent utterance:utterance,1,t,106,SK
58,Parent utterance,Parent,110.28,111.72,1.44,utterance,Parent utterance:utterance,1,t,106,SK
59,Parent utterance,Parent,112.2,112.64,0.44,utterance,Parent utterance:utterance,1,t,106,SK
60,Parent utterance,Parent,119.78,122.58,2.8,utterance,Parent utterance:utterance,1,t,106,SK
61,Parent utterance,Parent,124.86,126.06,1.2,utterance,Parent utterance:utterance,1,t,106,SK
