,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,11.52,12.32,0.8,utterance,Child utterance:utterance,1,t,114,SK
1,Child utterance,Child,17.52,18.8,1.28,utterance,Child utterance:utterance,1,t,114,SK
2,Child utterance,Child,21.36,22.6,1.24,utterance,Child utterance:utterance,1,t,114,SK
3,Child utterance,Child,38.46,43.86,5.4,utterance,Child utterance:utterance,1,t,114,SK
4,Child utterance,Child,54.22,57.42,3.2,utterance,Child utterance:utterance,1,t,114,SK
5,Child utterance,Child,58.38,61.46,3.08,utterance,Child utterance:utterance,1,t,114,SK
6,Child utterance,Child,65.04,65.48,0.44,utterance,Child utterance:utterance,1,t,114,SK
7,Child utterance,Child,70.82,71.66,0.84,utterance,Child utterance:utterance,1,t,114,SK
8,Child utterance,Child,72.44,75.08,2.64,utterance,Child utterance:utterance,1,t,114,SK
9,Child utterance,Child,81.64,82.08,0.44,utterance,Child utterance:utterance,1,t,114,SK
10,Child utterance,Child,101.96000000000001,102.84,0.88,utterance,Child utterance:utterance,1,t,114,SK
11,Child utterance,Child,107.36,108.24000000000001,0.88,utterance,Child utterance:utterance,1,t,114,SK
12,Child utterance,Child,111.18,112.1,0.92,utterance,Child utterance:utterance,1,t,114,SK
13,Child utterance,Child,135.74,136.82,1.08,utterance,Child utterance:utterance,1,t,114,SK
14,Child utterance,Child,166.68,167.4,0.72,utterance,Child utterance:utterance,1,t,114,SK
15,Child utterance,Child,174.4,175.28,0.88,utterance,Child utterance:utterance,1,t,114,SK
16,Child utterance,Child,180.32,181.04,0.72,utterance,Child utterance:utterance,1,t,114,SK
17,Child utterance,Child,189.14,189.98,0.84,utterance,Child utterance:utterance,1,t,114,SK
18,Child utterance,Child,215.34,216.26,0.92,utterance,Child utterance:utterance,1,t,114,SK
19,Child utterance,Child,238.8,239.76,0.96,utterance,Child utterance:utterance,1,t,114,SK
20,Child utterance,Child,294.88,295.6,0.72,utterance,Child utterance:utterance,1,t,114,SK
21,Child utterance,Child,305.26,306.18,0.92,utterance,Child utterance:utterance,1,t,114,SK
22,Child gaze,Child,19.48,25.6,6.12,tablet,Child gaze:tablet,1,t,114,SK
23,Child gaze,Child,26.68,136.56,109.88,tablet,Child gaze:tablet,1,t,114,SK
24,Child gaze,Child,137.24,166.12,28.88,tablet,Child gaze:tablet,1,t,114,SK
25,Child gaze,Child,166.24,167.44,1.2,parent,Child gaze:parent,1,t,114,SK
26,Child gaze,Child,167.52,241.4,73.88,tablet,Child gaze:tablet,1,t,114,SK
27,Child gaze,Child,242.48,259.08,16.6,tablet,Child gaze:tablet,1,t,114,SK
28,Child gaze,Child,259.54,281.74,22.2,tablet,Child gaze:tablet,1,t,114,SK
29,Child gaze,Child,282.32,295.52,13.2,tablet,Child gaze:tablet,1,t,114,SK
30,Child gaze,Child,298.48,303.0,4.52,tablet,Child gaze:tablet,1,t,114,SK
31,Child gaze,Child,305.14,305.78,0.64,tablet,Child gaze:tablet,1,t,114,SK
32,Child affect,Child,8.76,10.04,1.28,positive 1,Child affect:positive 1,1,t,114,SK
33,Child affect,Child,11.64,12.64,1.0,positive 1,Child affect:positive 1,1,t,114,SK
34,Child affect,Child,18.2,21.48,3.28,positive 2,Child affect:positive 2,1,t,114,SK
35,Child affect,Child,25.56,30.4,4.84,positive 1,Child affect:positive 1,1,t,114,SK
36,Child affect,Child,33.02,34.26,1.24,positive 1,Child affect:positive 1,1,t,114,SK
37,Child affect,Child,132.12,133.6,1.48,positive 1,Child affect:positive 1,1,t,114,SK
38,Child affect,Child,135.82,138.57999999999998,2.76,positive 2,Child affect:positive 2,1,t,114,SK
39,Child affect,Child,146.0,150.04,4.04,positive 3,Child affect:positive 3,1,t,114,SK
40,Child affect,Child,150.1,154.22,4.12,positive 1,Child affect:positive 1,1,t,114,SK
41,Child affect,Child,166.36,167.76,1.4,positive 1,Child affect:positive 1,1,t,114,SK
42,Child affect,Child,176.26,178.82,2.56,positive 1,Child affect:positive 1,1,t,114,SK
43,Child affect,Child,188.98,192.82,3.84,positive 3,Child affect:positive 3,1,t,114,SK
44,Child affect,Child,197.46,199.78,2.32,positive 2,Child affect:positive 2,1,t,114,SK
45,Child affect,Child,208.78,212.54,3.76,positive 1,Child affect:positive 1,1,t,114,SK
46,Child affect,Child,215.18,218.42000000000002,3.24,positive 1,Child affect:positive 1,1,t,114,SK
