,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.52
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.02
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12.52
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13.02
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13.52
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14.02
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14.52
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.02
8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.52
9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.02
10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.52
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.02
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17.52
13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18.02
14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18.52
15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.02
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.52
17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.02
18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.52
19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.02
20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21.52
21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22.02
22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22.52
23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23.02
24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,23.52
25,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,24.02
26,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,24.52
27,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,25.02
28,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,25.52
29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26.02
30,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26.52
31,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,27.02
32,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,27.52
