,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,38.92
1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,39.120000000000005
2,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,39.32000000000001
3,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,39.52000000000001
4,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,39.72000000000001
5,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,39.920000000000016
6,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,40.12000000000002
7,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,40.32000000000002
8,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,40.520000000000024
9,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,40.72000000000003
10,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,40.92000000000003
11,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,41.12000000000003
12,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,41.320000000000036
13,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,41.52000000000004
14,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,41.72000000000004
15,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,41.920000000000044
16,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,42.12000000000005
17,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,42.32000000000005
18,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,42.52000000000005
19,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,42.720000000000056
20,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,42.92000000000006
21,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,43.12000000000006
22,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,43.320000000000064
23,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,43.52000000000007
24,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,43.72000000000007
25,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,43.92000000000007
26,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,44.120000000000076
27,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,44.32000000000008
28,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,44.52000000000008
29,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,44.720000000000084
30,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,44.92000000000009
31,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,45.12000000000009
32,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45.32000000000009
33,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45.520000000000095
34,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45.7200000000001
35,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,45.9200000000001
36,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,46.120000000000104
37,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,46.32000000000011
38,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,46.52000000000011
39,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,46.72000000000011
40,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,46.920000000000115
41,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,47.12000000000012
42,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,47.32000000000012
43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,47.520000000000124
44,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,47.72000000000013
45,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47.92000000000013
46,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,48.12000000000013
47,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,48.320000000000135
48,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,48.52000000000014
49,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,48.72000000000014
50,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,48.920000000000144
51,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49.12000000000015
52,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49.32000000000015
53,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49.52000000000015
54,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49.720000000000155
55,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49.92000000000016
56,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,50.12000000000016
57,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,50.320000000000164
58,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,50.52000000000017
59,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,50.72000000000017
60,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,50.92000000000017
61,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,51.120000000000175
62,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,51.32000000000018
