,total time,count,normalized total time,normalized count
Child affect,90.88,25,0.38877481177275836,0.1069472963723477
Child gaze,228.28,99,0.9765571526351814,0.4235112936344969
Child gesture,29.26,25,0.12517111567419575,0.1069472963723477
Child prop manipulation,11.36,4,0.048596851471594794,0.017111567419575632
Child utterance,73.16,64,0.31297056810403834,0.2737850787132101
Conversational turns,1239.9700000000003,218,5.304457563312801,0.932580424366872
Joint attention,102.49999999999984,74,0.43848391512662493,0.31656399726214923
Mutual gaze,5.300000000000011,9,0.022672826830937763,0.038501026694045176
Non-verbal scaffolding,33.68,26,0.14407939767282685,0.11122518822724162
Parent affect,89.62,25,0.38338466803559207,0.1069472963723477
Parent affective touch,2.88,1,0.012320328542094456,0.004277891854893908
Parent gaze,220.72,106,0.9442162902121835,0.4534565366187543
Parent gesture,33.3,25,0.14245379876796713,0.1069472963723477
Parent prop manipulation,37.94,8,0.16230321697467487,0.034223134839151265
Parent utterance,110.08,85,0.47091033538672145,0.3636208076659822
Verbal scaffolding,38.04,26,0.16273100616016428,0.11122518822724162
robot pointing,34.867,15,0.1491572553045859,0.06416837782340863
robot text,140.46099999999998,43,0.6008769678302532,0.18394934976043806
CP,239.49999999999997,57,1.0245550992470909,0.2438398357289528
CPC,359.8800000000003,47,1.539527720739221,0.2010609171800137
MG,5.300000000000011,9,0.022672826830937763,0.038501026694045176
PC,244.23000000000013,59,1.0447895277207397,0.2523956194387406
PCP,396.35999999999984,55,1.695585215605749,0.23528405201916497
affective,17.0,13,0.07272416153319644,0.05561259411362081
affective touch,2.88,1,0.012320328542094456,0.004277891854893908
child,53.28,31,0.22792607802874745,0.13261464750171117
cognitive,45.38,30,0.19413073237508557,0.12833675564681726
missing data,3.4000000000000004,2,0.014544832306639291,0.008555783709787816
negative,23.0,10,0.0983915126625599,0.04277891854893909
other,36.453,28,0.15594199178644766,0.11978097193702944
parent,49.540000000000006,25,0.21192676249144426,0.1069472963723477
pick up,30.6,11,0.1309034907597536,0.04705681040383299
point at prop,68.907,42,0.29477669404517454,0.17967145790554415
positive 1,43.96,16,0.18805612594113622,0.06844626967830253
positive 2,72.88,17,0.311772758384668,0.07272416153319644
positive 3,40.66,7,0.1739390828199863,0.02994524298425736
positive feedback,15.865,6,0.06786875427789185,0.025667351129363452
props,263.7199999999999,107,1.1281656399726212,0.4577344284736482
put down,5.2669999999999995,2,0.022531656399726215,0.008555783709787816
robot,214.25999999999996,124,0.9165811088295687,0.5304585900068447
robot or prop,20.0,4,0.08555783709787818,0.017111567419575632
song,43.999,1,0.18822296372347708,0.004277891854893908
teach,22.6,10,0.09668035592060234,0.04277891854893909
technical,9.34,9,0.0399555099247091,0.038501026694045176
try again,14.197,8,0.060733230663928814,0.034223134839151265
utterance,179.84,147,0.7693360711841205,0.6288501026694046
Child affect:negative,23.0,10,0.0983915126625599,0.04277891854893909
Child affect:positive 1,27.92,9,0.11943874058863793,0.038501026694045176
Child affect:positive 2,32.44,5,0.13877481177275838,0.021389459274469544
Child affect:positive 3,7.52,1,0.03216974674880219,0.004277891854893908
