,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
72,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,74.92
73,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,75.42
74,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,75.92
75,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,76.42
76,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,76.92
77,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,77.42
78,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,77.92
79,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,78.42
80,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,78.92
81,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,79.42
82,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,79.92
83,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,80.42
84,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,80.92
85,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,81.42
86,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,81.92
87,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,82.42
88,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,82.92
89,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,83.42
90,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,83.92
91,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,84.42
92,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,84.92
93,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,85.42
94,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,85.92
95,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,86.42
96,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,86.92
97,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,87.42
98,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,87.92
99,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,88.42
100,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,88.92
101,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,89.42
102,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,89.92
103,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,90.42
104,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,90.92
105,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,91.42
106,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,91.92
107,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,92.42
108,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,92.92
109,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,93.42
110,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,93.92
111,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,94.42
112,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,94.92
113,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,95.42
114,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,95.92
115,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,96.42
116,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,96.92
117,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.42
118,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,97.92
119,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,98.42
120,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,98.92
121,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,99.42
122,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,99.92
123,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,100.42
124,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,100.92
125,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,101.42
126,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,101.92
127,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,102.42
128,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,102.92
129,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,103.42
130,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,103.92
131,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,104.42
132,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,104.92
133,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,105.42
134,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,105.92
135,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,106.42
136,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,106.92
137,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,107.42
138,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,107.92
139,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,108.42
140,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,108.92
141,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,109.42
142,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,109.92
143,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,110.42
144,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,110.92
145,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,111.42
146,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,111.92
147,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,112.42
148,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,112.92
149,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,113.42
150,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,113.92
151,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,114.42
152,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,114.92
153,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,115.42
154,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,115.92
155,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116.42
156,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,116.92
157,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,117.42
158,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,117.92
159,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,118.42
160,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,118.92
161,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,119.42
162,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,119.92
163,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,120.42
164,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,120.92
165,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,121.42
166,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,121.92
167,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,122.42
168,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,122.92
169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,123.42
170,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,123.92
171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,124.42
172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,124.92
173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,125.42
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,125.92
175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,126.42
176,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,126.92
177,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,127.42
178,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,127.92
179,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,128.42000000000002
180,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,128.92000000000002
181,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,129.42000000000002
182,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,129.92000000000002
183,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,130.42000000000002
184,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,130.92000000000002
185,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,131.42000000000002
186,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,131.92000000000002
187,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,132.42000000000002
188,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,132.92000000000002
189,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,133.42000000000002
190,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,133.92000000000002
191,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,134.42000000000002
192,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,134.92000000000002
193,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,135.42000000000002
194,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,135.92000000000002
195,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,136.42000000000002
196,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,136.92000000000002
197,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,137.42000000000002
198,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,137.92000000000002
199,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,138.42000000000002
200,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,138.92000000000002
201,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,139.42000000000002
202,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,139.92000000000002
203,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,140.42000000000002
204,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,140.92000000000002
205,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,141.42000000000002
206,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,141.92000000000002
207,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,142.42000000000002
208,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,142.92000000000002
209,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,143.42000000000002
210,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,143.92000000000002
211,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,144.42000000000002
212,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,144.92000000000002
213,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,145.42000000000002
214,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,145.92000000000002
215,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,146.42000000000002
216,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,146.92000000000002
217,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,147.42000000000002
218,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,147.92000000000002
219,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,148.42000000000002
220,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,148.92000000000002
221,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,149.42000000000002
222,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,149.92000000000002
223,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,150.42000000000002
224,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,150.92000000000002
225,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,151.42000000000002
226,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,151.92000000000002
227,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,152.42000000000002
228,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,152.92000000000002
229,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,153.42000000000002
230,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,153.92000000000002
231,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,154.42000000000002
232,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,154.92000000000002
233,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,155.42000000000002
234,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,155.92000000000002
235,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,156.42000000000002
236,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,156.92000000000002
237,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,157.42000000000002
238,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,157.92000000000002
239,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,158.42000000000002
240,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,158.92000000000002
241,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,159.42000000000002
242,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,159.92000000000002
243,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,160.42000000000002
244,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,160.92000000000002
245,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,161.42000000000002
246,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,161.92000000000002
247,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,162.42000000000002
248,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,162.92000000000002
249,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,163.42000000000002
250,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,163.92000000000002
251,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,164.42000000000002
252,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,164.92000000000002
253,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,165.42000000000002
254,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,165.92000000000002
255,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,166.42000000000002
256,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,166.92000000000002
257,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,167.42000000000002
258,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,167.92000000000002
259,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,168.42000000000002
260,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,168.92000000000002
261,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,169.42000000000002
262,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,169.92000000000002
263,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,170.42000000000002
264,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,170.92000000000002
265,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,171.42000000000002
266,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,171.92000000000002
267,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,172.42000000000002
268,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,172.92000000000002
269,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,173.42000000000002
270,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,173.92000000000002
271,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,174.42000000000002
272,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,174.92000000000002
273,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,175.42000000000002
274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,175.92000000000002
275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,176.42000000000002
276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,176.92000000000002
277,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,177.42000000000002
278,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,177.92000000000002
279,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,178.42000000000002
280,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,178.92000000000002
281,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,179.42000000000002
282,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,179.92000000000002
283,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,180.42000000000002
284,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,180.92000000000002
285,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,181.42000000000002
286,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,181.92000000000002
287,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,182.42000000000002
288,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,182.92000000000002
289,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,183.42000000000002
290,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,183.92000000000002
291,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,184.42000000000002
292,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,184.92000000000002
293,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,185.42000000000002
294,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,185.92000000000002
295,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,186.42000000000002
296,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,186.92000000000002
297,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,187.42000000000002
298,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,187.92000000000002
299,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,188.42000000000002
300,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,188.92000000000002
301,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,189.42000000000002
302,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,189.92000000000002
303,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,190.42000000000002
304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,190.92000000000002
305,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,191.42000000000002
306,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,191.92000000000002
307,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,192.42000000000002
308,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,192.92000000000002
309,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,193.42000000000002
310,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,193.92000000000002
311,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,194.42000000000002
312,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,194.92000000000002
313,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,195.42000000000002
314,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,195.92000000000002
315,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,196.42000000000002
316,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,196.92000000000002
317,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,197.42000000000002
318,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,197.92000000000002
319,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,198.42000000000002
320,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,198.92000000000002
321,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,199.42000000000002
322,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,199.92000000000002
323,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,200.42000000000002
324,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,200.92000000000002
325,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,201.42000000000002
326,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,201.92000000000002
327,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,202.42000000000002
