,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,38.92,39.36,0.44,utterance,Child utterance:utterance,2,r,102,SK
1,Child utterance,Child,65.46,66.3,0.84,utterance,Child utterance:utterance,2,r,102,SK
2,Child utterance,Child,66.68,67.24,0.56,utterance,Child utterance:utterance,2,r,102,SK
3,Child utterance,Child,71.46000000000001,72.02,0.56,utterance,Child utterance:utterance,2,r,102,SK
4,Child utterance,Child,79.68,80.28,0.6,utterance,Child utterance:utterance,2,r,102,SK
5,Child utterance,Child,85.24,85.8,0.56,utterance,Child utterance:utterance,2,r,102,SK
6,Child utterance,Child,89.92,90.4,0.48,utterance,Child utterance:utterance,2,r,102,SK
7,Child utterance,Child,104.44,105.64,1.2,utterance,Child utterance:utterance,2,r,102,SK
8,Child utterance,Child,107.6,108.08,0.48,utterance,Child utterance:utterance,2,r,102,SK
9,Child utterance,Child,112.06,112.38,0.32,utterance,Child utterance:utterance,2,r,102,SK
10,Child utterance,Child,113.1,113.5,0.4,utterance,Child utterance:utterance,2,r,102,SK
11,Child utterance,Child,114.46000000000001,114.9,0.44,utterance,Child utterance:utterance,2,r,102,SK
12,Child utterance,Child,122.44,123.12,0.68,utterance,Child utterance:utterance,2,r,102,SK
13,Child utterance,Child,128.08,128.32,0.24,utterance,Child utterance:utterance,2,r,102,SK
14,Child utterance,Child,130.28,130.92,0.64,utterance,Child utterance:utterance,2,r,102,SK
15,Child utterance,Child,132.92,134.2,1.28,utterance,Child utterance:utterance,2,r,102,SK
16,Child utterance,Child,135.0,135.6,0.6,utterance,Child utterance:utterance,2,r,102,SK
17,Child utterance,Child,136.96,139.04,2.08,utterance,Child utterance:utterance,2,r,102,SK
18,Child utterance,Child,139.5,140.54,1.04,utterance,Child utterance:utterance,2,r,102,SK
19,Child utterance,Child,143.7,144.18,0.48,utterance,Child utterance:utterance,2,r,102,SK
20,Child utterance,Child,155.62,156.54,0.92,utterance,Child utterance:utterance,2,r,102,SK
21,Child utterance,Child,160.44,161.72,1.28,utterance,Child utterance:utterance,2,r,102,SK
22,Child utterance,Child,163.84,164.52,0.68,utterance,Child utterance:utterance,2,r,102,SK
23,Child utterance,Child,168.12,168.68,0.56,utterance,Child utterance:utterance,2,r,102,SK
24,Child utterance,Child,171.04,172.07999999999998,1.04,utterance,Child utterance:utterance,2,r,102,SK
25,Child utterance,Child,180.72,181.12,0.4,utterance,Child utterance:utterance,2,r,102,SK
26,Child utterance,Child,186.16,187.56,1.4,utterance,Child utterance:utterance,2,r,102,SK
27,Child utterance,Child,194.1,194.78,0.68,utterance,Child utterance:utterance,2,r,102,SK
28,Child utterance,Child,197.32,199.04,1.72,utterance,Child utterance:utterance,2,r,102,SK
29,Child utterance,Child,204.28,205.16,0.88,utterance,Child utterance:utterance,2,r,102,SK
30,Child utterance,Child,207.34,207.82,0.48,utterance,Child utterance:utterance,2,r,102,SK
31,Child utterance,Child,209.5,209.94,0.44,utterance,Child utterance:utterance,2,r,102,SK
32,Child utterance,Child,217.16,217.6,0.44,utterance,Child utterance:utterance,2,r,102,SK
33,Child utterance,Child,226.78,228.74,1.96,utterance,Child utterance:utterance,2,r,102,SK
34,Child utterance,Child,232.04,232.44,0.4,utterance,Child utterance:utterance,2,r,102,SK
35,Child utterance,Child,236.12,236.6,0.48,utterance,Child utterance:utterance,2,r,102,SK
36,Child utterance,Child,238.0,238.44,0.44,utterance,Child utterance:utterance,2,r,102,SK
37,Child utterance,Child,247.52,247.84,0.32,utterance,Child utterance:utterance,2,r,102,SK
38,Child utterance,Child,248.82,249.66,0.84,utterance,Child utterance:utterance,2,r,102,SK
39,Child utterance,Child,251.44,252.28,0.84,utterance,Child utterance:utterance,2,r,102,SK
40,Child utterance,Child,254.3,254.82,0.52,utterance,Child utterance:utterance,2,r,102,SK
