,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child gaze,[4 3],[1 2 3]
1,action,Child affect,action,Child gesture,[5],[1 2]
2,action,Child affect,action,Child prop manipulation,[4 1],[1 2 3]
3,action,Child affect,action,Child utterance,[7],[1 2]
4,action,Child affect,action,Conversational turns,[3 6 1],[1 2 3 4]
5,action,Child affect,action,Joint attention,[5],[1 2]
6,action,Child affect,action,Mutual gaze,[3],[1 2]
7,action,Child affect,action,Non-verbal scaffolding,[1 1],[1 2 3]
8,action,Child affect,action,Parent affective touch,[],[1]
9,action,Child affect,action,Parent gaze,[4 2],[1 2 3]
10,action,Child affect,action,Parent gesture,[2 2],[1 2 3]
11,action,Child affect,action,Parent utterance,[5 5],[1 2 3]
12,action,Child affect,action,Verbal scaffolding,[5],[1 2]
13,action,Child affect,action,robot pointing,[2],[1 2]
14,action,Child affect,action,robot text,[8],[1 2]
15,action,Child affect,sub_action,CP,[6],[1 2]
16,action,Child affect,sub_action,CPC,[4],[1 2]
17,action,Child affect,sub_action,MG,[3],[1 2]
18,action,Child affect,sub_action,PC,[5],[1 2]
19,action,Child affect,sub_action,PCP,[3],[1 2]
20,action,Child affect,sub_action,affective,[2],[1 2]
21,action,Child affect,sub_action,affective touch,[],[1]
22,action,Child affect,sub_action,child,[5 1 1],[1 2 3 4]
23,action,Child affect,sub_action,cognitive,[4 1],[1 2 3]
24,action,Child affect,sub_action,other,[3],[1 2]
25,action,Child affect,sub_action,parent,[5],[1 2]
26,action,Child affect,sub_action,pick up,[2],[1 2]
27,action,Child affect,sub_action,point at prop,[5 1 1],[1 2 3 4]
28,action,Child affect,sub_action,positive 1,[3],[1 2]
29,action,Child affect,sub_action,positive 2,[1],[1 2]
30,action,Child affect,sub_action,positive feedback,[3],[1 2]
31,action,Child affect,sub_action,put down,[3],[1 2]
32,action,Child affect,sub_action,song,[],[1]
33,action,Child affect,sub_action,tablet,[2 3 2],[1 2 3 4]
34,action,Child affect,sub_action,teach,[],[1]
35,action,Child affect,sub_action,utterance,[4 6 2],[1 2 3 4]
36,action,Child affect,action:sub_action,Child affect:positive 1,[3],[1 2]
37,action,Child affect,action:sub_action,Child affect:positive 2,[1],[1 2]
38,action,Child affect,action:sub_action,Child gaze:parent,[5],[1 2]
39,action,Child affect,action:sub_action,Child gaze:tablet,[5],[1 2]
40,action,Child affect,action:sub_action,Child gesture:point at prop,[5],[1 2]
41,action,Child affect,action:sub_action,Child prop manipulation:child,[4 1],[1 2 3]
42,action,Child affect,action:sub_action,Child utterance:utterance,[7],[1 2]
43,action,Child affect,action:sub_action,Conversational turns:CP,[6],[1 2]
44,action,Child affect,action:sub_action,Conversational turns:CPC,[4],[1 2]
45,action,Child affect,action:sub_action,Conversational turns:PC,[5],[1 2]
46,action,Child affect,action:sub_action,Conversational turns:PCP,[3],[1 2]
47,action,Child affect,action:sub_action,Joint attention:tablet,[5],[1 2]
48,action,Child affect,action:sub_action,Mutual gaze:MG,[3],[1 2]
49,action,Child affect,action:sub_action,Non-verbal scaffolding:affective,[1],[1 2]
50,action,Child affect,action:sub_action,Non-verbal scaffolding:cognitive,[0 1],[1 2 3]
51,action,Child affect,action:sub_action,Parent affective touch:affective touch,[],[1]
52,action,Child affect,action:sub_action,Parent gaze:child,[4],[1 2]
53,action,Child affect,action:sub_action,Parent gaze:tablet,[4],[1 2]
54,action,Child affect,action:sub_action,Parent gesture:other,[3],[1 2]
55,action,Child affect,action:sub_action,Parent gesture:point at prop,[1 1],[1 2 3]
56,action,Child affect,action:sub_action,Parent utterance:utterance,[5 5],[1 2 3]
57,action,Child affect,action:sub_action,Verbal scaffolding:affective,[1],[1 2]
58,action,Child affect,action:sub_action,Verbal scaffolding:cognitive,[4],[1 2]
59,action,Child affect,action:sub_action,robot pointing:point at prop,[2],[1 2]
60,action,Child affect,action:sub_action,robot text:other,[],[1]
61,action,Child affect,action:sub_action,robot text:pick up,[2],[1 2]
62,action,Child affect,action:sub_action,robot text:positive feedback,[3],[1 2]
63,action,Child affect,action:sub_action,robot text:put down,[3],[1 2]
64,action,Child affect,action:sub_action,robot text:song,[],[1]
65,action,Child affect,action:sub_action,robot text:teach,[],[1]
66,action,Child gaze,action,Child affect,[13],[1 2]
67,action,Child gaze,action,Child gesture,[13],[1 2]
68,action,Child gaze,action,Child prop manipulation,[12  1],[1 2 3]
69,action,Child gaze,action,Child utterance,[19  2],[1 2 3]
70,action,Child gaze,action,Conversational turns,[8 9 2 9 0 3],[1 2 3 4 5 6 7]
71,action,Child gaze,action,Joint attention,[16  1],[1 2 3]
72,action,Child gaze,action,Mutual gaze,[12],[1 2]
73,action,Child gaze,action,Non-verbal scaffolding,[12],[1 2]
74,action,Child gaze,action,Parent affective touch,[2],[1 2]
75,action,Child gaze,action,Parent gaze,[16  4],[1 2 3]
76,action,Child gaze,action,Parent gesture,[15],[1 2]
77,action,Child gaze,action,Parent utterance,[21 17],[1 2 3]
78,action,Child gaze,action,Verbal scaffolding,[15  5],[1 2 3]
79,action,Child gaze,action,robot pointing,[10],[1 2]
80,action,Child gaze,action,robot text,[27],[1 2]
81,action,Child gaze,sub_action,CP,[18  2],[1 2 3]
82,action,Child gaze,sub_action,CPC,[12  2],[1 2 3]
83,action,Child gaze,sub_action,MG,[12],[1 2]
84,action,Child gaze,sub_action,PC,[17  5],[1 2 3]
85,action,Child gaze,sub_action,PCP,[13  4],[1 2 3]
86,action,Child gaze,sub_action,affective,[5],[1 2]
87,action,Child gaze,sub_action,affective touch,[2],[1 2]
88,action,Child gaze,sub_action,child,[14  3  1],[1 2 3 4]
89,action,Child gaze,sub_action,cognitive,[18  4  2],[1 2 3 4]
90,action,Child gaze,sub_action,other,[4],[1 2]
91,action,Child gaze,sub_action,parent,[15],[1 2]
92,action,Child gaze,sub_action,pick up,[5],[1 2]
93,action,Child gaze,sub_action,point at prop,[18  7  1],[1 2 3 4]
94,action,Child gaze,sub_action,positive 1,[13],[1 2]
95,action,Child gaze,sub_action,positive 2,[],[1]
96,action,Child gaze,sub_action,positive feedback,[12],[1 2]
97,action,Child gaze,sub_action,put down,[2],[1 2]
98,action,Child gaze,sub_action,song,[],[1]
99,action,Child gaze,sub_action,tablet,[10  9  8  1],[1 2 3 4 5]
100,action,Child gaze,sub_action,teach,[7],[1 2]
101,action,Child gaze,sub_action,utterance,[10 19 10],[1 2 3 4]
102,action,Child gaze,action:sub_action,Child affect:positive 1,[13],[1 2]
103,action,Child gaze,action:sub_action,Child affect:positive 2,[],[1]
104,action,Child gaze,action:sub_action,Child gaze:parent,[15],[1 2]
105,action,Child gaze,action:sub_action,Child gaze:tablet,[21  1],[1 2 3]
