,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child gaze,[8 6 3 0 1],[1 2 3 4 5 6]
1,action,Child affect,action,Child gesture,[4],[1 2]
2,action,Child affect,action,Child prop manipulation,[4 1],[1 2 3]
3,action,Child affect,action,Child utterance,[9 1],[1 2 3]
4,action,Child affect,action,Conversational turns,[5 1 1 2 1 1],[1 2 3 4 5 6 7]
5,action,Child affect,action,Joint attention,[15  3  1],[1 2 3 4]
6,action,Child affect,action,Mutual gaze,[],[1]
7,action,Child affect,action,Non-verbal scaffolding,[2],[1 2]
8,action,Child affect,action,Parent affect,[4],[1 2]
9,action,Child affect,action,Parent affective touch,[],[1]
10,action,Child affect,action,Parent gaze,[10  4  2  2  1],[1 2 3 4 5 6]
11,action,Child affect,action,Parent gesture,[],[1]
12,action,Child affect,action,Parent prop manipulation,[1],[1 2]
13,action,Child affect,action,Parent utterance,[8 3],[1 2 3]
14,action,Child affect,action,Verbal scaffolding,[7 1],[1 2 3]
15,action,Child affect,action,robot pointing,[2],[1 2]
16,action,Child affect,action,robot text,[14],[1 2]
17,action,Child affect,sub_action,CP,[10],[1 2]
18,action,Child affect,sub_action,CPC,[3],[1 2]
19,action,Child affect,sub_action,MG,[],[1]
20,action,Child affect,sub_action,PC,[2 3],[1 2 3]
21,action,Child affect,sub_action,PCP,[2 3],[1 2 3]
22,action,Child affect,sub_action,affective,[2],[1 2]
23,action,Child affect,sub_action,affective touch,[],[1]
24,action,Child affect,sub_action,child,[12  2],[1 2 3]
25,action,Child affect,sub_action,cognitive,[5 0 1],[1 2 3 4]
26,action,Child affect,sub_action,other,[1],[1 2]
27,action,Child affect,sub_action,parent,[1],[1 2]
28,action,Child affect,sub_action,pick up,[4],[1 2]
29,action,Child affect,sub_action,point at prop,[6],[1 2]
30,action,Child affect,sub_action,positive 1,[6],[1 2]
31,action,Child affect,sub_action,positive 2,[10],[1 2]
32,action,Child affect,sub_action,positive 3,[3],[1 2]
33,action,Child affect,sub_action,positive 4,[],[1]
34,action,Child affect,sub_action,positive feedback,[1],[1 2]
35,action,Child affect,sub_action,props,[3 7 6 1],[1 2 3 4 5]
36,action,Child affect,sub_action,put down,[1],[1 2]
37,action,Child affect,sub_action,robot,[5 3 7 2 0 1],[1 2 3 4 5 6 7]
38,action,Child affect,sub_action,robot or prop,[],[1]
39,action,Child affect,sub_action,song,[],[1]
40,action,Child affect,sub_action,teach,[2],[1 2]
41,action,Child affect,sub_action,technical,[1],[1 2]
42,action,Child affect,sub_action,try again,[5],[1 2]
43,action,Child affect,sub_action,utterance,[4 6 3],[1 2 3 4]
44,action,Child affect,action:sub_action,Child affect:positive 1,[3],[1 2]
45,action,Child affect,action:sub_action,Child affect:positive 2,[9],[1 2]
46,action,Child affect,action:sub_action,Child affect:positive 3,[3],[1 2]
47,action,Child affect,action:sub_action,Child affect:positive 4,[],[1]
48,action,Child affect,action:sub_action,Child gaze:parent,[],[1]
49,action,Child affect,action:sub_action,Child gaze:props,[11  1],[1 2 3]
50,action,Child affect,action:sub_action,Child gaze:robot,[10  4  1],[1 2 3 4]
51,action,Child affect,action:sub_action,Child gaze:robot or prop,[],[1]
52,action,Child affect,action:sub_action,Child gesture:point at prop,[4],[1 2]
53,action,Child affect,action:sub_action,Child prop manipulation:child,[4 1],[1 2 3]
54,action,Child affect,action:sub_action,Child utterance:utterance,[9 1],[1 2 3]
55,action,Child affect,action:sub_action,Conversational turns:CP,[10],[1 2]
56,action,Child affect,action:sub_action,Conversational turns:CPC,[3],[1 2]
57,action,Child affect,action:sub_action,Conversational turns:PC,[2 3],[1 2 3]
58,action,Child affect,action:sub_action,Conversational turns:PCP,[2 3],[1 2 3]
59,action,Child affect,action:sub_action,Joint attention:props,[9 1],[1 2 3]
60,action,Child affect,action:sub_action,Joint attention:robot,[8 1 1],[1 2 3 4]
61,action,Child affect,action:sub_action,Mutual gaze:MG,[],[1]
62,action,Child affect,action:sub_action,Non-verbal scaffolding:affective,[],[1]
63,action,Child affect,action:sub_action,Non-verbal scaffolding:cognitive,[1],[1 2]
64,action,Child affect,action:sub_action,Non-verbal scaffolding:technical,[1],[1 2]
65,action,Child affect,action:sub_action,Parent affect:positive 1,[3],[1 2]
66,action,Child affect,action:sub_action,Parent affect:positive 2,[1],[1 2]
67,action,Child affect,action:sub_action,Parent affect:positive 3,[],[1]
68,action,Child affect,action:sub_action,Parent affective touch:affective touch,[],[1]
69,action,Child affect,action:sub_action,Parent gaze:child,[8 1],[1 2 3]
70,action,Child affect,action:sub_action,Parent gaze:props,[9 3],[1 2 3]
71,action,Child affect,action:sub_action,Parent gaze:robot,[7 1 1],[1 2 3 4]
72,action,Child affect,action:sub_action,Parent gesture:point at prop,[],[1]
73,action,Child affect,action:sub_action,Parent prop manipulation:parent,[1],[1 2]
74,action,Child affect,action:sub_action,Parent utterance:utterance,[8 3],[1 2 3]
75,action,Child affect,action:sub_action,Verbal scaffolding:affective,[2],[1 2]
76,action,Child affect,action:sub_action,Verbal scaffolding:cognitive,[5 1],[1 2 3]
77,action,Child affect,action:sub_action,Verbal scaffolding:technical,[],[1]
78,action,Child affect,action:sub_action,robot pointing:point at prop,[2],[1 2]
79,action,Child affect,action:sub_action,robot text:other,[1],[1 2]
80,action,Child affect,action:sub_action,robot text:pick up,[4],[1 2]
81,action,Child affect,action:sub_action,robot text:positive feedback,[1],[1 2]
82,action,Child affect,action:sub_action,robot text:put down,[1],[1 2]
83,action,Child affect,action:sub_action,robot text:song,[],[1]
84,action,Child affect,action:sub_action,robot text:teach,[2],[1 2]
85,action,Child affect,action:sub_action,robot text:try again,[5],[1 2]
86,action,Child gaze,action,Child affect,[24  3],[1 2 3]
87,action,Child gaze,action,Child gesture,[7],[1 2]
88,action,Child gaze,action,Child prop manipulation,[27  2],[1 2 3]
89,action,Child gaze,action,Child utterance,[19 13],[1 2 3]
90,action,Child gaze,action,Conversational turns,[ 9 15  1  4  0  4  0  0  0  1],[ 1  2  3  4  5  6  7  8  9 10 11]
91,action,Child gaze,action,Joint attention,[41 30 13],[1 2 3 4]
92,action,Child gaze,action,Mutual gaze,[1],[1 2]
93,action,Child gaze,action,Non-verbal scaffolding,[16],[1 2]
94,action,Child gaze,action,Parent affect,[14],[1 2]
95,action,Child gaze,action,Parent affective touch,[5],[1 2]
96,action,Child gaze,action,Parent gaze,[32 34  7  4  2],[1 2 3 4 5 6]
97,action,Child gaze,action,Parent gesture,[3],[1 2]
98,action,Child gaze,action,Parent prop manipulation,[9],[1 2]
99,action,Child gaze,action,Parent utterance,[40 15  2],[1 2 3 4]
100,action,Child gaze,action,Verbal scaffolding,[28  3],[1 2 3]
101,action,Child gaze,action,robot pointing,[14],[1 2]
102,action,Child gaze,action,robot text,[49  5],[1 2 3]
103,action,Child gaze,sub_action,CP,[16  9],[1 2 3]
104,action,Child gaze,sub_action,CPC,[6 3],[1 2 3]
105,action,Child gaze,sub_action,MG,[1],[1 2]
106,action,Child gaze,sub_action,PC,[11  6  1],[1 2 3 4]
107,action,Child gaze,sub_action,PCP,[11  3  1],[1 2 3 4]
108,action,Child gaze,sub_action,affective,[8],[1 2]
109,action,Child gaze,sub_action,affective touch,[5],[1 2]
110,action,Child gaze,sub_action,child,[48  8  2],[1 2 3 4]
111,action,Child gaze,sub_action,cognitive,[22  4],[1 2 3]
112,action,Child gaze,sub_action,other,[3],[1 2]
113,action,Child gaze,sub_action,parent,[11],[1 2]
114,action,Child gaze,sub_action,pick up,[15],[1 2]
115,action,Child gaze,sub_action,point at prop,[24],[1 2]
116,action,Child gaze,sub_action,positive 1,[14],[1 2]
117,action,Child gaze,sub_action,positive 2,[17],[1 2]
118,action,Child gaze,sub_action,positive 3,[13],[1 2]
119,action,Child gaze,sub_action,positive 4,[],[1]
120,action,Child gaze,sub_action,positive feedback,[6],[1 2]
121,action,Child gaze,sub_action,props,[17 18 18 16  7  9],[1 2 3 4 5 6 7]
122,action,Child gaze,sub_action,put down,[16],[1 2]
123,action,Child gaze,sub_action,robot,[33 18 16  5  4  2],[1 2 3 4 5 6 7]
124,action,Child gaze,sub_action,robot or prop,[],[1]
125,action,Child gaze,sub_action,song,[],[1]
126,action,Child gaze,sub_action,teach,[9],[1 2]
127,action,Child gaze,sub_action,technical,[12],[1 2]
128,action,Child gaze,sub_action,try again,[10],[1 2]
129,action,Child gaze,sub_action,utterance,[33 24  9  2  1],[1 2 3 4 5 6]
130,action,Child gaze,action:sub_action,Child affect:positive 1,[6],[1 2]
131,action,Child gaze,action:sub_action,Child affect:positive 2,[12],[1 2]
132,action,Child gaze,action:sub_action,Child affect:positive 3,[12],[1 2]
133,action,Child gaze,action:sub_action,Child affect:positive 4,[],[1]
134,action,Child gaze,action:sub_action,Child gaze:parent,[2],[1 2]
135,action,Child gaze,action:sub_action,Child gaze:props,[48 15  4],[1 2 3 4]
136,action,Child gaze,action:sub_action,Child gaze:robot,[46 13  5  1],[1 2 3 4 5]
137,action,Child gaze,action:sub_action,Child gaze:robot or prop,[],[1]
138,action,Child gaze,action:sub_action,Child gesture:point at prop,[7],[1 2]
139,action,Child gaze,action:sub_action,Child prop manipulation:child,[27  2],[1 2 3]
140,action,Child gaze,action:sub_action,Child utterance:utterance,[19 13],[1 2 3]
141,action,Child gaze,action:sub_action,Conversational turns:CP,[16  9],[1 2 3]
142,action,Child gaze,action:sub_action,Conversational turns:CPC,[6 3],[1 2 3]
143,action,Child gaze,action:sub_action,Conversational turns:PC,[11  6  1],[1 2 3 4]
144,action,Child gaze,action:sub_action,Conversational turns:PCP,[11  3  1],[1 2 3 4]
145,action,Child gaze,action:sub_action,Joint attention:props,[33 22  8],[1 2 3 4]
146,action,Child gaze,action:sub_action,Joint attention:robot,[20  8  1],[1 2 3 4]
147,action,Child gaze,action:sub_action,Mutual gaze:MG,[1],[1 2]
148,action,Child gaze,action:sub_action,Non-verbal scaffolding:affective,[2],[1 2]
149,action,Child gaze,action:sub_action,Non-verbal scaffolding:cognitive,[5],[1 2]
150,action,Child gaze,action:sub_action,Non-verbal scaffolding:technical,[9],[1 2]
151,action,Child gaze,action:sub_action,Parent affect:positive 1,[8],[1 2]
152,action,Child gaze,action:sub_action,Parent affect:positive 2,[5],[1 2]
