,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,54.86,56.4,1.54,utterance,Child utterance:utterance,3,t,111,SK
1,Child utterance,Child,59.34,61.94,2.6,utterance,Child utterance:utterance,3,t,111,SK
2,Child utterance,Child,69.78,71.08,1.3,utterance,Child utterance:utterance,3,t,111,SK
3,Child utterance,Child,95.8,96.68,0.88,utterance,Child utterance:utterance,3,t,111,SK
4,Child utterance,Child,114.6,115.24000000000001,0.64,utterance,Child utterance:utterance,3,t,111,SK
5,Child utterance,Child,136.93,137.73,0.8,utterance,Child utterance:utterance,3,t,111,SK
6,Child utterance,Child,142.17000000000002,142.65,0.48,utterance,Child utterance:utterance,3,t,111,SK
7,Child utterance,Child,161.66,162.72,1.06,utterance,Child utterance:utterance,3,t,111,SK
8,Child utterance,Child,167.27,167.57,0.3,utterance,Child utterance:utterance,3,t,111,SK
9,Child utterance,Child,169.5,169.96,0.46,utterance,Child utterance:utterance,3,t,111,SK
10,Child utterance,Child,180.25,181.35,1.1,utterance,Child utterance:utterance,3,t,111,SK
11,Child utterance,Child,208.05,208.85,0.8,utterance,Child utterance:utterance,3,t,111,SK
12,Child utterance,Child,223.249,223.965,0.716,utterance,Child utterance:utterance,3,t,111,SK
13,Child utterance,Child,237.55700000000002,238.34,0.783,utterance,Child utterance:utterance,3,t,111,SK
14,Child utterance,Child,253.314,253.731,0.417,utterance,Child utterance:utterance,3,t,111,SK
15,Child utterance,Child,257.022,257.739,0.717,utterance,Child utterance:utterance,3,t,111,SK
16,Child utterance,Child,293.182,294.416,1.234,utterance,Child utterance:utterance,3,t,111,SK
17,Child utterance,Child,300.491,302.457,1.966,utterance,Child utterance:utterance,3,t,111,SK
18,Child gaze,Child,50.14,52.4,2.26,parent,Child gaze:parent,3,t,111,SK
19,Child gaze,Child,52.51,53.63,1.12,tablet,Child gaze:tablet,3,t,111,SK
20,Child gaze,Child,53.71,53.95,0.24,parent,Child gaze:parent,3,t,111,SK
21,Child gaze,Child,54.17,57.21,3.04,robot,Child gaze:robot,3,t,111,SK
22,Child gaze,Child,57.45,59.09,1.64,tablet,Child gaze:tablet,3,t,111,SK
23,Child gaze,Child,59.27,63.57,4.3,robot,Child gaze:robot,3,t,111,SK
24,Child gaze,Child,63.62,65.5,1.88,tablet,Child gaze:tablet,3,t,111,SK
25,Child gaze,Child,65.52,66.84,1.32,robot,Child gaze:robot,3,t,111,SK
26,Child gaze,Child,66.94,67.58,0.64,parent,Child gaze:parent,3,t,111,SK
27,Child gaze,Child,73.76,74.9,1.14,tablet,Child gaze:tablet,3,t,111,SK
28,Child gaze,Child,74.97,76.73,1.76,robot,Child gaze:robot,3,t,111,SK
29,Child gaze,Child,76.78999999999999,116.17,39.38,tablet,Child gaze:tablet,3,t,111,SK
30,Child gaze,Child,117.42,162.34,44.92,tablet,Child gaze:tablet,3,t,111,SK
31,Child gaze,Child,162.4,163.66,1.26,parent,Child gaze:parent,3,t,111,SK
32,Child gaze,Child,163.75,164.35,0.6,tablet,Child gaze:tablet,3,t,111,SK
33,Child gaze,Child,164.39,165.01,0.62,parent,Child gaze:parent,3,t,111,SK
34,Child gaze,Child,165.06,225.06,60.0,tablet,Child gaze:tablet,3,t,111,SK
35,Child gaze,Child,226.02,230.42000000000002,4.4,tablet,Child gaze:tablet,3,t,111,SK
36,Child gaze,Child,234.57999999999998,250.58,16.0,tablet,Child gaze:tablet,3,t,111,SK
37,Child gaze,Child,250.62,251.9,1.28,parent,Child gaze:parent,3,t,111,SK
38,Child gaze,Child,253.22,292.82,39.6,tablet,Child gaze:tablet,3,t,111,SK
39,Child gaze,Child,292.98,295.84000000000003,2.86,robot,Child gaze:robot,3,t,111,SK
40,Child gaze,Child,295.89,297.37,1.48,tablet,Child gaze:tablet,3,t,111,SK
41,Child gaze,Child,297.40999999999997,298.15,0.74,robot,Child gaze:robot,3,t,111,SK
42,Child gaze,Child,298.2,301.22,3.02,tablet,Child gaze:tablet,3,t,111,SK
43,Child gaze,Child,301.27,302.75,1.48,parent,Child gaze:parent,3,t,111,SK
44,Child affect,Child,31.09,35.55,4.46,positive 1,Child affect:positive 1,3,t,111,SK
45,Child affect,Child,36.96,40.0,3.04,positive 2,Child affect:positive 2,3,t,111,SK
46,Child affect,Child,52.04,54.54,2.5,positive 2,Child affect:positive 2,3,t,111,SK
47,Child affect,Child,69.71000000000001,72.21000000000001,2.5,positive 1,Child affect:positive 1,3,t,111,SK
48,Child gesture,Child,22.01,23.47,1.46,point at prop,Child gesture:point at prop,3,t,111,SK
49,Child gesture,Child,26.59,27.29,0.7,point at prop,Child gesture:point at prop,3,t,111,SK
50,Child gesture,Child,31.28,31.84,0.56,point at prop,Child gesture:point at prop,3,t,111,SK
51,Child gesture,Child,33.38,34.1,0.72,point at prop,Child gesture:point at prop,3,t,111,SK
52,Child gesture,Child,35.94,36.94,1.0,point at prop,Child gesture:point at prop,3,t,111,SK
53,Child gesture,Child,41.58,44.04,2.46,point at prop,Child gesture:point at prop,3,t,111,SK
54,Child gesture,Child,78.91,79.59,0.68,point at prop,Child gesture:point at prop,3,t,111,SK
55,Child gesture,Child,82.51,83.17,0.66,point at prop,Child gesture:point at prop,3,t,111,SK
56,Child gesture,Child,141.97,142.59,0.62,point at prop,Child gesture:point at prop,3,t,111,SK
57,Child gesture,Child,150.8,154.04,3.24,point at prop,Child gesture:point at prop,3,t,111,SK
58,Child gesture,Child,163.75,166.11,2.36,point at prop,Child gesture:point at prop,3,t,111,SK
59,Child gesture,Child,168.46,169.74,1.28,point at prop,Child gesture:point at prop,3,t,111,SK
60,Child gesture,Child,180.46,188.38,7.92,point at prop,Child gesture:point at prop,3,t,111,SK
61,Child gesture,Child,189.56,190.98,1.42,point at prop,Child gesture:point at prop,3,t,111,SK
62,Child gesture,Child,289.86,290.26,0.4,point at prop,Child gesture:point at prop,3,t,111,SK
63,Parent utterance,Parent,11.43,12.19,0.76,utterance,Parent utterance:utterance,3,t,111,SK
64,Parent utterance,Parent,18.95,19.76,0.81,utterance,Parent utterance:utterance,3,t,111,SK
65,Parent utterance,Parent,26.16,26.58,0.42,utterance,Parent utterance:utterance,3,t,111,SK
66,Parent utterance,Parent,28.07,29.45,1.38,utterance,Parent utterance:utterance,3,t,111,SK
67,Parent utterance,Parent,44.24,44.66,0.42,utterance,Parent utterance:utterance,3,t,111,SK
68,Parent utterance,Parent,52.34,53.92,1.58,utterance,Parent utterance:utterance,3,t,111,SK
69,Parent utterance,Parent,56.51,57.05,0.54,utterance,Parent utterance:utterance,3,t,111,SK
70,Parent utterance,Parent,61.96,63.06,1.1,utterance,Parent utterance:utterance,3,t,111,SK
71,Parent utterance,Parent,64.43,66.73,2.3,utterance,Parent utterance:utterance,3,t,111,SK
72,Parent utterance,Parent,73.39,74.65,1.26,utterance,Parent utterance:utterance,3,t,111,SK
73,Parent utterance,Parent,84.24,84.94,0.7,utterance,Parent utterance:utterance,3,t,111,SK
74,Parent utterance,Parent,89.19,90.28999999999999,1.1,utterance,Parent utterance:utterance,3,t,111,SK
75,Parent utterance,Parent,93.2,94.0,0.8,utterance,Parent utterance:utterance,3,t,111,SK
76,Parent utterance,Parent,99.24000000000001,100.03999999999999,0.8,utterance,Parent utterance:utterance,3,t,111,SK
77,Parent utterance,Parent,100.42,103.64,3.22,utterance,Parent utterance:utterance,3,t,111,SK
78,Parent utterance,Parent,106.33,106.83,0.5,utterance,Parent utterance:utterance,3,t,111,SK
79,Parent utterance,Parent,115.08,116.24000000000001,1.16,utterance,Parent utterance:utterance,3,t,111,SK
80,Parent utterance,Parent,118.7,119.9,1.2,utterance,Parent utterance:utterance,3,t,111,SK
81,Parent utterance,Parent,120.22,120.62,0.4,utterance,Parent utterance:utterance,3,t,111,SK
82,Parent utterance,Parent,128.66,129.66,1.0,utterance,Parent utterance:utterance,3,t,111,SK
83,Parent utterance,Parent,130.68,132.1,1.42,utterance,Parent utterance:utterance,3,t,111,SK
84,Parent utterance,Parent,132.65,132.93,0.28,utterance,Parent utterance:utterance,3,t,111,SK
85,Parent utterance,Parent,140.85,141.81,0.96,utterance,Parent utterance:utterance,3,t,111,SK
86,Parent utterance,Parent,142.87,143.29,0.42,utterance,Parent utterance:utterance,3,t,111,SK
87,Parent utterance,Parent,143.7,144.12,0.42,utterance,Parent utterance:utterance,3,t,111,SK
88,Parent utterance,Parent,145.79,146.35,0.56,utterance,Parent utterance:utterance,3,t,111,SK
89,Parent utterance,Parent,156.92000000000002,157.6,0.68,utterance,Parent utterance:utterance,3,t,111,SK
90,Parent utterance,Parent,167.45,167.85,0.4,utterance,Parent utterance:utterance,3,t,111,SK
91,Parent utterance,Parent,170.09,170.85,0.76,utterance,Parent utterance:utterance,3,t,111,SK
92,Parent utterance,Parent,182.34,183.48,1.14,utterance,Parent utterance:utterance,3,t,111,SK
93,Parent utterance,Parent,183.63,184.33,0.7,utterance,Parent utterance:utterance,3,t,111,SK
94,Parent utterance,Parent,190.14,190.62,0.48,utterance,Parent utterance:utterance,3,t,111,SK
95,Parent utterance,Parent,199.52,199.98,0.46,utterance,Parent utterance:utterance,3,t,111,SK
96,Parent utterance,Parent,202.05,202.93,0.88,utterance,Parent utterance:utterance,3,t,111,SK
97,Parent utterance,Parent,209.91,210.41,0.5,utterance,Parent utterance:utterance,3,t,111,SK
98,Parent utterance,Parent,220.957,221.373,0.416,utterance,Parent utterance:utterance,3,t,111,SK
99,Parent utterance,Parent,221.68099999999998,222.165,0.484,utterance,Parent utterance:utterance,3,t,111,SK
100,Parent utterance,Parent,234.24,235.24,1.0,utterance,Parent utterance:utterance,3,t,111,SK
101,Parent utterance,Parent,239.915,240.848,0.933,utterance,Parent utterance:utterance,3,t,111,SK
102,Parent utterance,Parent,252.214,253.281,1.067,utterance,Parent utterance:utterance,3,t,111,SK
103,Parent utterance,Parent,264.414,265.997,1.583,utterance,Parent utterance:utterance,3,t,111,SK
104,Parent utterance,Parent,294.649,295.533,0.884,utterance,Parent utterance:utterance,3,t,111,SK
105,Parent utterance,Parent,296.791,297.558,0.767,utterance,Parent utterance:utterance,3,t,111,SK
106,Verbal scaffolding,Parent,26.16,26.58,0.42,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
107,Verbal scaffolding,Parent,84.24,84.94,0.7,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
108,Verbal scaffolding,Parent,89.19,90.28999999999999,1.1,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
109,Verbal scaffolding,Parent,93.2,94.0,0.8,affective,Verbal scaffolding:affective,3,t,111,SK
110,Verbal scaffolding,Parent,99.24000000000001,100.03999999999999,0.8,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
111,Verbal scaffolding,Parent,100.42,103.64,3.22,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
112,Verbal scaffolding,Parent,106.33,106.83,0.5,affective,Verbal scaffolding:affective,3,t,111,SK
113,Verbal scaffolding,Parent,115.08,116.24000000000001,1.16,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
114,Verbal scaffolding,Parent,118.7,119.9,1.2,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
115,Verbal scaffolding,Parent,120.22,120.62,0.4,affective,Verbal scaffolding:affective,3,t,111,SK
116,Verbal scaffolding,Parent,128.66,129.66,1.0,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
117,Verbal scaffolding,Parent,130.68,132.1,1.42,technical,Verbal scaffolding:technical,3,t,111,SK
118,Verbal scaffolding,Parent,140.85,141.81,0.96,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
119,Verbal scaffolding,Parent,145.79,146.35,0.56,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
120,Verbal scaffolding,Parent,156.92000000000002,157.6,0.68,affective,Verbal scaffolding:affective,3,t,111,SK
121,Verbal scaffolding,Parent,167.45,167.85,0.4,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
122,Verbal scaffolding,Parent,170.09,170.85,0.76,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
123,Verbal scaffolding,Parent,190.14,190.62,0.48,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
124,Verbal scaffolding,Parent,202.05,202.93,0.88,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
125,Verbal scaffolding,Parent,220.957,221.373,0.416,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
126,Verbal scaffolding,Parent,221.68099999999998,222.165,0.484,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
127,Verbal scaffolding,Parent,234.24,235.24,1.0,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
128,Verbal scaffolding,Parent,239.915,240.848,0.933,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
129,Verbal scaffolding,Parent,264.414,265.997,1.583,cognitive,Verbal scaffolding:cognitive,3,t,111,SK
