,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,54.86
1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,55.36
2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,55.86
3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,56.36
4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,56.86
5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,57.36
6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,57.86
7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,58.36
8,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,58.86
9,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,59.36
10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,59.86
11,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,60.36
12,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,60.86
13,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,61.36
14,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,61.86
15,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,62.36
16,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,62.86
17,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,63.36
18,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,63.86
19,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,64.36
20,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,64.86
21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,65.36
22,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,65.86
23,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,66.36
24,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,66.86
25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,67.36
26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,67.86
27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,68.36
28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,68.86
29,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,69.36
30,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,69.86
31,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,70.36
32,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,70.86
33,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,71.36
34,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,71.86
35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,72.36
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,72.86
37,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,73.36
38,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,73.86
39,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,74.36
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,74.86
41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.36
42,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.86
43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,76.36
44,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,76.86
45,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,77.36
46,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,77.86
47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,78.36
48,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,78.86
49,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,79.36
50,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,79.86
51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,80.36
52,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,80.86
53,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,81.36
54,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,81.86
55,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,82.36
56,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,82.86
57,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,83.36
58,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,83.86
59,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,84.36
60,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,84.86
