,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,66.6,67.0,0.4,utterance,Child utterance:utterance,1,t,118,SK
1,Child utterance,Child,72.22,72.98,0.76,utterance,Child utterance:utterance,1,t,118,SK
2,Child utterance,Child,73.24,73.8,0.56,utterance,Child utterance:utterance,1,t,118,SK
3,Child utterance,Child,78.58,80.78,2.2,utterance,Child utterance:utterance,1,t,118,SK
4,Child utterance,Child,90.0,90.68,0.68,utterance,Child utterance:utterance,1,t,118,SK
5,Child utterance,Child,95.16,96.56,1.4,utterance,Child utterance:utterance,1,t,118,SK
6,Child utterance,Child,109.97999999999999,111.53999999999999,1.56,utterance,Child utterance:utterance,1,t,118,SK
7,Child utterance,Child,146.84,147.8,0.96,utterance,Child utterance:utterance,1,t,118,SK
8,Child utterance,Child,149.94,150.94,1.0,utterance,Child utterance:utterance,1,t,118,SK
9,Child utterance,Child,164.98,165.82,0.84,utterance,Child utterance:utterance,1,t,118,SK
10,Child utterance,Child,167.62,168.14,0.52,utterance,Child utterance:utterance,1,t,118,SK
11,Child utterance,Child,176.84,177.72,0.88,utterance,Child utterance:utterance,1,t,118,SK
12,Child utterance,Child,181.76,183.08,1.32,utterance,Child utterance:utterance,1,t,118,SK
13,Child utterance,Child,194.08,195.84,1.76,utterance,Child utterance:utterance,1,t,118,SK
14,Child utterance,Child,220.28,221.56,1.28,utterance,Child utterance:utterance,1,t,118,SK
15,Child utterance,Child,227.04,228.2,1.16,utterance,Child utterance:utterance,1,t,118,SK
16,Child utterance,Child,236.64,237.36,0.72,utterance,Child utterance:utterance,1,t,118,SK
17,Child utterance,Child,242.36,244.04,1.68,utterance,Child utterance:utterance,1,t,118,SK
18,Child utterance,Child,246.84,247.68,0.84,utterance,Child utterance:utterance,1,t,118,SK
19,Child utterance,Child,250.22,250.54,0.32,utterance,Child utterance:utterance,1,t,118,SK
20,Child utterance,Child,259.26,260.46,1.2,utterance,Child utterance:utterance,1,t,118,SK
21,Child utterance,Child,267.18,267.74,0.56,utterance,Child utterance:utterance,1,t,118,SK
22,Child utterance,Child,274.1,274.98,0.88,utterance,Child utterance:utterance,1,t,118,SK
23,Child utterance,Child,281.82,282.54,0.72,utterance,Child utterance:utterance,1,t,118,SK
24,Child utterance,Child,289.64,290.28,0.64,utterance,Child utterance:utterance,1,t,118,SK
25,Child gaze,Child,7.4,12.72,5.32,tablet,Child gaze:tablet,1,t,118,SK
26,Child gaze,Child,12.84,13.76,0.92,parent,Child gaze:parent,1,t,118,SK
27,Child gaze,Child,13.8,25.28,11.48,tablet,Child gaze:tablet,1,t,118,SK
28,Child gaze,Child,25.36,26.64,1.28,parent,Child gaze:parent,1,t,118,SK
29,Child gaze,Child,26.72,42.16,15.44,tablet,Child gaze:tablet,1,t,118,SK
30,Child gaze,Child,42.2,43.36,1.16,parent,Child gaze:parent,1,t,118,SK
31,Child gaze,Child,43.42,44.54,1.12,tablet,Child gaze:tablet,1,t,118,SK
32,Child gaze,Child,45.82,66.42,20.6,tablet,Child gaze:tablet,1,t,118,SK
33,Child gaze,Child,66.52,67.56,1.04,parent,Child gaze:parent,1,t,118,SK
34,Child gaze,Child,67.68,72.08,4.4,tablet,Child gaze:tablet,1,t,118,SK
