,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child gaze,[3 1],[1 2 3]
1,action,Child affect,action,Child gesture,[1],[1 2]
2,action,Child affect,action,Child prop manipulation,[4 1],[1 2 3]
3,action,Child affect,action,Child utterance,[5],[1 2]
4,action,Child affect,action,Conversational turns,[4 4 1 2 0 1],[1 2 3 4 5 6 7]
5,action,Child affect,action,Joint attention,[12  2],[1 2 3]
6,action,Child affect,action,Non-verbal scaffolding,[],[1]
7,action,Child affect,action,Parent affect,[2],[1 2]
8,action,Child affect,action,Parent gaze,[6 8 3],[1 2 3 4]
9,action,Child affect,action,Parent gesture,[],[1]
10,action,Child affect,action,Parent prop manipulation,[1],[1 2]
11,action,Child affect,action,Parent utterance,[14  5],[1 2 3]
12,action,Child affect,action,Verbal scaffolding,[11],[1 2]
13,action,Child affect,action,robot pointing,[4],[1 2]
14,action,Child affect,action,robot text,[13],[1 2]
15,action,Child affect,sub_action,CP,[4],[1 2]
16,action,Child affect,sub_action,CPC,[1],[1 2]
17,action,Child affect,sub_action,PC,[7 3],[1 2 3]
18,action,Child affect,sub_action,PCP,[5 3],[1 2 3]
19,action,Child affect,sub_action,affective,[1],[1 2]
20,action,Child affect,sub_action,child,[15  3],[1 2 3]
21,action,Child affect,sub_action,cognitive,[8],[1 2]
22,action,Child affect,sub_action,correction,[],[1]
23,action,Child affect,sub_action,missing data,[],[1]
24,action,Child affect,sub_action,other,[],[1]
25,action,Child affect,sub_action,parent,[1],[1 2]
26,action,Child affect,sub_action,pick up,[8],[1 2]
27,action,Child affect,sub_action,point at prop,[5],[1 2]
28,action,Child affect,sub_action,positive 1,[8],[1 2]
29,action,Child affect,sub_action,positive 2,[1 1],[1 2 3]
30,action,Child affect,sub_action,positive 3,[],[1]
31,action,Child affect,sub_action,positive feedback,[2],[1 2]
32,action,Child affect,sub_action,put down,[],[1]
33,action,Child affect,sub_action,tablet,[ 1 12  0  3],[1 2 3 4 5]
34,action,Child affect,sub_action,teach,[3],[1 2]
35,action,Child affect,sub_action,technical,[2],[1 2]
36,action,Child affect,sub_action,try again,[],[1]
37,action,Child affect,sub_action,utterance,[13  5  2],[1 2 3 4]
38,action,Child affect,action:sub_action,Child affect:positive 1,[7],[1 2]
39,action,Child affect,action:sub_action,Child affect:positive 2,[2],[1 2]
40,action,Child affect,action:sub_action,Child affect:positive 3,[],[1]
41,action,Child affect,action:sub_action,Child gaze:missing data,[],[1]
42,action,Child affect,action:sub_action,Child gaze:tablet,[3 1],[1 2 3]
43,action,Child affect,action:sub_action,Child gesture:point at prop,[1],[1 2]
44,action,Child affect,action:sub_action,Child prop manipulation:child,[4 1],[1 2 3]
45,action,Child affect,action:sub_action,Child utterance:utterance,[5],[1 2]
46,action,Child affect,action:sub_action,Conversational turns:CP,[4],[1 2]
47,action,Child affect,action:sub_action,Conversational turns:CPC,[1],[1 2]
48,action,Child affect,action:sub_action,Conversational turns:PC,[7 3],[1 2 3]
49,action,Child affect,action:sub_action,Conversational turns:PCP,[5 3],[1 2 3]
50,action,Child affect,action:sub_action,Joint attention:tablet,[12  2],[1 2 3]
51,action,Child affect,action:sub_action,Non-verbal scaffolding:cognitive,[],[1]
52,action,Child affect,action:sub_action,Non-verbal scaffolding:technical,[],[1]
53,action,Child affect,action:sub_action,Parent affect:positive 1,[1],[1 2]
54,action,Child affect,action:sub_action,Parent affect:positive 2,[1],[1 2]
55,action,Child affect,action:sub_action,Parent gaze:child,[13  1],[1 2 3]
56,action,Child affect,action:sub_action,Parent gaze:missing data,[],[1]
57,action,Child affect,action:sub_action,Parent gaze:tablet,[12  2],[1 2 3]
58,action,Child affect,action:sub_action,Parent gesture:point at prop,[],[1]
59,action,Child affect,action:sub_action,Parent prop manipulation:parent,[1],[1 2]
60,action,Child affect,action:sub_action,Parent utterance:missing data,[],[1]
61,action,Child affect,action:sub_action,Parent utterance:utterance,[14  5],[1 2 3]
62,action,Child affect,action:sub_action,Verbal scaffolding:affective,[1],[1 2]
63,action,Child affect,action:sub_action,Verbal scaffolding:cognitive,[8],[1 2]
64,action,Child affect,action:sub_action,Verbal scaffolding:technical,[2],[1 2]
65,action,Child affect,action:sub_action,robot pointing:point at prop,[4],[1 2]
66,action,Child affect,action:sub_action,robot text:correction,[],[1]
67,action,Child affect,action:sub_action,robot text:other,[],[1]
68,action,Child affect,action:sub_action,robot text:pick up,[8],[1 2]
69,action,Child affect,action:sub_action,robot text:positive feedback,[2],[1 2]
70,action,Child affect,action:sub_action,robot text:put down,[],[1]
71,action,Child affect,action:sub_action,robot text:teach,[3],[1 2]
72,action,Child affect,action:sub_action,robot text:try again,[],[1]
73,action,Child gaze,action,Child affect,[6],[1 2]
74,action,Child gaze,action,Child gesture,[],[1]
75,action,Child gaze,action,Child prop manipulation,[],[1]
76,action,Child gaze,action,Child utterance,[2],[1 2]
77,action,Child gaze,action,Conversational turns,[0 3 0 1],[1 2 3 4 5]
78,action,Child gaze,action,Joint attention,[5],[1 2]
79,action,Child gaze,action,Non-verbal scaffolding,[],[1]
80,action,Child gaze,action,Parent affect,[],[1]
81,action,Child gaze,action,Parent gaze,[5 2],[1 2 3]
82,action,Child gaze,action,Parent gesture,[],[1]
