,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,time
57,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61.5
58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,62.0
59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,62.5
60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,63.0
61,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,63.5
62,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,64.0
63,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64.5
64,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,65.0
65,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,65.5
66,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,66.0
67,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,66.5
68,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,67.0
69,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,67.5
70,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,68.0
