,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,177.04,177.68,0.64,utterance,Child utterance:utterance,1,r,107,SK
1,Child utterance,Child,184.76,185.16,0.4,utterance,Child utterance:utterance,1,r,107,SK
2,Child utterance,Child,293.76,294.44,0.68,utterance,Child utterance:utterance,1,r,107,SK
3,Child utterance,Child,301.6,301.84,0.24,utterance,Child utterance:utterance,1,r,107,SK
4,Child gaze,Child,3.36,12.0,8.64,robot,Child gaze:robot,1,r,107,SK
5,Child gaze,Child,13.28,67.6,54.32,robot,Child gaze:robot,1,r,107,SK
6,Child gaze,Child,67.76,70.2,2.44,props,Child gaze:props,1,r,107,SK
7,Child gaze,Child,70.34,71.66,1.32,robot,Child gaze:robot,1,r,107,SK
8,Child gaze,Child,71.72,76.44,4.72,props,Child gaze:props,1,r,107,SK
9,Child gaze,Child,76.52,77.76,1.24,robot,Child gaze:robot,1,r,107,SK
10,Child gaze,Child,77.98,78.62,0.64,props,Child gaze:props,1,r,107,SK
11,Child gaze,Child,78.7,79.22,0.52,robot,Child gaze:robot,1,r,107,SK
12,Child gaze,Child,79.28,83.56,4.28,props,Child gaze:props,1,r,107,SK
13,Child gaze,Child,83.66,98.34,14.68,robot,Child gaze:robot,1,r,107,SK
14,Child gaze,Child,98.4,99.12,0.72,props,Child gaze:props,1,r,107,SK
15,Child gaze,Child,99.24000000000001,100.84,1.6,robot,Child gaze:robot,1,r,107,SK
16,Child gaze,Child,100.88,104.68,3.8,props,Child gaze:props,1,r,107,SK
17,Child gaze,Child,104.78,107.3,2.52,robot,Child gaze:robot,1,r,107,SK
18,Child gaze,Child,107.4,107.96000000000001,0.56,props,Child gaze:props,1,r,107,SK
19,Child gaze,Child,108.0,109.24000000000001,1.24,robot,Child gaze:robot,1,r,107,SK
20,Child gaze,Child,109.38,110.18,0.8,props,Child gaze:props,1,r,107,SK
21,Child gaze,Child,110.3,111.7,1.4,robot,Child gaze:robot,1,r,107,SK
