,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,7.0,7.52,0.52,utterance,Child utterance:utterance,2,r,118,SK
1,Child utterance,Child,66.92,67.48,0.56,utterance,Child utterance:utterance,2,r,118,SK
2,Child utterance,Child,115.88,116.32,0.44,utterance,Child utterance:utterance,2,r,118,SK
3,Child utterance,Child,141.26,142.18,0.92,utterance,Child utterance:utterance,2,r,118,SK
4,Child utterance,Child,142.68,143.32,0.64,utterance,Child utterance:utterance,2,r,118,SK
5,Child utterance,Child,188.5,189.82,1.32,utterance,Child utterance:utterance,2,r,118,SK
6,Child utterance,Child,193.64,194.16,0.52,utterance,Child utterance:utterance,2,r,118,SK
7,Child utterance,Child,216.72,217.76,1.04,utterance,Child utterance:utterance,2,r,118,SK
8,Child utterance,Child,218.8,219.72,0.92,utterance,Child utterance:utterance,2,r,118,SK
9,Child utterance,Child,220.72,221.28,0.56,utterance,Child utterance:utterance,2,r,118,SK
10,Child utterance,Child,222.56,223.12,0.56,utterance,Child utterance:utterance,2,r,118,SK
11,Child utterance,Child,228.57999999999998,229.38,0.8,utterance,Child utterance:utterance,2,r,118,SK
12,Child utterance,Child,237.02,237.42000000000002,0.4,utterance,Child utterance:utterance,2,r,118,SK
13,Child utterance,Child,241.2,242.4,1.2,utterance,Child utterance:utterance,2,r,118,SK
14,Child utterance,Child,249.86,250.78,0.92,utterance,Child utterance:utterance,2,r,118,SK
15,Child utterance,Child,268.66,269.22,0.56,utterance,Child utterance:utterance,2,r,118,SK
16,Child utterance,Child,273.26,273.9,0.64,utterance,Child utterance:utterance,2,r,118,SK
17,Child utterance,Child,274.62,275.06,0.44,utterance,Child utterance:utterance,2,r,118,SK
18,Child utterance,Child,284.6,287.32,2.72,utterance,Child utterance:utterance,2,r,118,SK
19,Child utterance,Child,289.54,290.06,0.52,utterance,Child utterance:utterance,2,r,118,SK
20,Child utterance,Child,291.8,293.32,1.52,utterance,Child utterance:utterance,2,r,118,SK
21,Child utterance,Child,297.46,298.02,0.56,utterance,Child utterance:utterance,2,r,118,SK
22,Child utterance,Child,299.62,300.06,0.44,utterance,Child utterance:utterance,2,r,118,SK
23,Child gaze,Child,5.0,6.72,1.72,robot,Child gaze:robot,2,r,118,SK
24,Child gaze,Child,6.76,7.32,0.56,parent,Child gaze:parent,2,r,118,SK
25,Child gaze,Child,7.44,15.0,7.56,robot,Child gaze:robot,2,r,118,SK
26,Child gaze,Child,15.12,16.4,1.28,parent,Child gaze:parent,2,r,118,SK
27,Child gaze,Child,16.4,18.24,1.84,robot,Child gaze:robot,2,r,118,SK
