,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,time
0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,33.0
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33.2
2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33.400000000000006
3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,33.60000000000001
4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,33.80000000000001
5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,34.000000000000014
6,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,34.20000000000002
7,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,34.40000000000002
8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,34.60000000000002
9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,34.800000000000026
10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,35.00000000000003
11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,35.20000000000003
12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,35.400000000000034
13,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,35.60000000000004
14,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,35.80000000000004
15,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,36.00000000000004
16,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,36.200000000000045
17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,36.40000000000005
18,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,36.60000000000005
19,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,36.800000000000054
20,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,37.00000000000006
21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,37.20000000000006
22,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,37.40000000000006
23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,37.600000000000065
24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,37.80000000000007
25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,38.00000000000007
26,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,38.200000000000074
27,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,38.40000000000008
28,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,38.60000000000008
29,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,38.80000000000008
30,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39.000000000000085
31,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39.20000000000009
32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39.40000000000009
33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39.600000000000094
34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39.8000000000001
35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40.0000000000001
36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40.2000000000001
37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40.400000000000105
38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40.60000000000011
39,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,40.80000000000011
40,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,41.000000000000114
41,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,41.20000000000012
42,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,41.40000000000012
43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,41.60000000000012
44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,41.800000000000125
45,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,42.00000000000013
46,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,42.20000000000013
47,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,42.400000000000134
48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,42.600000000000136
49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,42.80000000000014
50,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,43.00000000000014
51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,43.200000000000145
52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,43.40000000000015
53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,43.60000000000015
54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,43.80000000000015
55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,44.000000000000156
56,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,44.20000000000016
57,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,44.40000000000016
58,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,44.600000000000165
59,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,44.80000000000017
60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,45.00000000000017
61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,45.20000000000017
62,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,45.400000000000176
63,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,45.60000000000018
64,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,45.80000000000018
65,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,46.000000000000185
66,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,46.20000000000019
67,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,46.40000000000019
68,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.60000000000019
69,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.800000000000196
70,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.0000000000002
71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.2000000000002
72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.400000000000205
73,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.60000000000021
74,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.80000000000021
75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.00000000000021
76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.200000000000216
77,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.40000000000022
78,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.60000000000022
79,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.800000000000225
80,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49.00000000000023
81,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49.20000000000023
82,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49.40000000000023
83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49.600000000000236
84,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49.80000000000024
85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50.00000000000024
86,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50.200000000000244
87,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50.40000000000025
88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50.60000000000025
89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50.80000000000025
90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51.000000000000256
91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51.20000000000026
92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51.40000000000026
