,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,66.6
1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,67.1
2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,67.6
3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,68.1
4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,68.6
5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.1
6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,69.6
7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,70.1
8,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,70.6
9,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,71.1
10,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,71.6
11,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,72.1
12,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,72.6
13,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,73.1
14,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,73.6
15,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,74.1
16,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,74.6
17,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,75.1
18,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,75.6
19,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,76.1
20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,76.6
21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,77.1
22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,77.6
23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,78.1
24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,78.6
25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,79.1
26,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,79.6
27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,80.1
28,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,80.6
29,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,81.1
30,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,81.6
31,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,82.1
32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,82.6
33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,83.1
34,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,83.6
35,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,84.1
36,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,84.6
37,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,85.1
38,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,85.6
39,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,86.1
40,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,86.6
41,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,87.1
