,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,10.96
1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,11.16
2,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,11.36
3,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,11.559999999999999
4,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,11.759999999999998
5,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,11.959999999999997
6,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,12.159999999999997
7,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,12.359999999999996
8,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,12.559999999999995
9,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,12.759999999999994
10,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,12.959999999999994
11,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,13.159999999999993
12,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,13.359999999999992
13,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,13.559999999999992
14,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,13.759999999999991
15,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,13.95999999999999
16,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,14.15999999999999
17,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,14.359999999999989
18,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,14.559999999999988
19,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,14.759999999999987
20,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,14.959999999999987
21,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,15.159999999999986
22,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,15.359999999999985
23,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,15.559999999999985
24,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,15.759999999999984
25,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,15.959999999999983
26,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,16.159999999999982
27,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,16.35999999999998
28,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,16.55999999999998
29,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,16.75999999999998
30,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,16.95999999999998
31,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,17.15999999999998
32,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,17.359999999999978
