,total time,count,normalized total time,normalized count
Child affect,93.773,25,0.31398751724415036,0.08370946787565461
Child gaze,265.282,80,0.8882646022795762,0.26787029720209476
Child gesture,12.137,6,0.040639272464272805,0.020090272290157106
Child prop manipulation,57.727000000000004,15,0.19329185808231655,0.05022568072539277
Child utterance,11.683,12,0.039119108527650916,0.04018054458031421
Conversational turns,60.791000000000025,13,0.20355129046515685,0.043528923295340395
Joint attention,131.54999999999995,40,0.4404792199616944,0.13393514860104738
Mutual gaze,20.980000000000018,14,0.07024898544124941,0.046877302010366585
Parent affect,58.668,17,0.1964426824531562,0.056922438155445135
Parent affective touch,4.272,4,0.01430427387059186,0.013393514860104738
Parent gaze,262.637,56,0.879408140578332,0.18750920804146634
Parent gesture,22.229,13,0.07443111045631705,0.043528923295340395
Parent prop manipulation,6.819,2,0.02283259445776355,0.006696757430052369
Parent utterance,41.594,36,0.13927246427279913,0.12054163374094264
Verbal scaffolding,34.456,30,0.11537173700494223,0.10045136145078554
robot pointing,47.168,19,0.15793632723035506,0.0636191955854975
robot text,185.08599999999998,48,0.6197380228493363,0.16072217832125685
CP,16.623000000000033,5,0.055660099379880375,0.016741893575130923
CPC,7.295000000000016,1,0.02442642272611607,0.0033483787150261845
MG,20.980000000000018,14,0.07024898544124941,0.046877302010366585
PC,17.690999999999974,4,0.059236167847528144,0.013393514860104738
PCP,19.182000000000002,3,0.06422860051163228,0.010045136145078553
affective,6.047,6,0.020247646089763337,0.020090272290157106
affective touch,4.272,4,0.01430427387059186,0.013393514860104738
child,139.681,35,0.4677048872935725,0.11719325502591646
cognitive,15.045,14,0.05037635776756894,0.046877302010366585
instruction translation,3.501,3,0.011722673881306671,0.010045136145078553
missing data,4.137,2,0.013852242744063324,0.006696757430052369
other,16.825,9,0.05633647188031555,0.03013540843523566
other vocalization,0.364,1,0.0012188098522695312,0.0033483787150261845
parent,41.007,20,0.13730696596707873,0.06696757430052369
pick up,26.334,10,0.08817620508149954,0.033483787150261846
point at prop,78.125,35,0.2615920871114207,0.11719325502591646
positive 1,80.729,24,0.2703112652853488,0.08036108916062842
positive 2,55.03,14,0.18426128068789094,0.046877302010366585
positive 3,16.682,4,0.05585765372406681,0.013393514860104738
positive feedback,20.167,7,0.06752675354593307,0.023438651005183293
props,163.81000000000003,59,0.5484979173084393,0.19755434418654488
put down,12.501,5,0.04185808231654233,0.016741893575130923
robot,379.51699999999994,79,1.2707666447905923,0.2645219184870686
song,67.583,1,0.22629347869761463,0.0033483787150261845
teach,37.502,15,0.12557089857091197,0.05022568072539277
technical,9.863,7,0.03302505926630325,0.023438651005183293
try again,7.583,4,0.02539075579604356,0.013393514860104738
utterance,48.775999999999996,45,0.16332052020411716,0.1506770421761783
Child affect:positive 1,52.910000000000004,15,0.17716271781203544,0.05022568072539277
Child affect:positive 2,29.680999999999997,7,0.09938322864069217,0.023438651005183293
Child affect:positive 3,11.181999999999999,3,0.03744157079142279,0.010045136145078553
Child gaze:parent,34.188,18,0.1144743715093152,0.06027081687047132
Child gaze:props,74.366,28,0.24900553152163724,0.09375460402073317
Child gaze:robot,156.728,34,0.5247846992486239,0.11384487631089027
Child gesture:other,2.7729999999999997,2,0.009285054176767608,0.006696757430052369
Child gesture:point at prop,9.364,4,0.031354218287505196,0.013393514860104738
Child prop manipulation:child,57.727000000000004,15,0.19329185808231655,0.05022568072539277
Child utterance:other vocalization,0.364,1,0.0012188098522695312,0.0033483787150261845
Child utterance:utterance,11.318999999999999,11,0.03790029867538138,0.03683216586528803
Conversational turns:CP,16.623000000000033,5,0.055660099379880375,0.016741893575130923
Conversational turns:CPC,7.295000000000016,1,0.02442642272611607,0.0033483787150261845
Conversational turns:PC,17.690999999999974,4,0.059236167847528144,0.013393514860104738
Conversational turns:PCP,19.182000000000002,3,0.06422860051163228,0.010045136145078553
Joint attention:props,36.48700000000002,17,0.12217229417516047,0.056922438155445135
Joint attention:robot,95.06299999999993,23,0.31830692578653397,0.07701271044560225
Mutual gaze:MG,20.980000000000018,14,0.07024898544124941,0.046877302010366585
Parent affect:positive 1,27.819000000000003,9,0.09314854747331343,0.03013540843523566
Parent affect:positive 2,25.349,7,0.08487805204719875,0.023438651005183293
Parent affect:positive 3,5.5,1,0.018416082932644014,0.0033483787150261845
Parent affective touch:affective touch,4.272,4,0.01430427387059186,0.013393514860104738
Parent gaze:child,81.95400000000001,20,0.27441302921125593,0.06696757430052369
Parent gaze:props,52.957,14,0.17732009161164167,0.046877302010366585
Parent gaze:robot,127.726,22,0.4276750197554344,0.07366433173057606
Parent gesture:other,0.636,1,0.0021295688627566535,0.0033483787150261845
Parent gesture:point at prop,21.593,12,0.0723015415935604,0.04018054458031421
Parent prop manipulation:parent,6.819,2,0.02283259445776355,0.006696757430052369
Parent utterance:missing data,4.137,2,0.013852242744063324,0.006696757430052369
Parent utterance:utterance,37.457,34,0.1254202215287358,0.11384487631089027
Verbal scaffolding:affective,6.047,6,0.020247646089763337,0.020090272290157106
Verbal scaffolding:cognitive,15.045,14,0.05037635776756894,0.046877302010366585
Verbal scaffolding:instruction translation,3.501,3,0.011722673881306671,0.010045136145078553
Verbal scaffolding:technical,9.863,7,0.03302505926630325,0.023438651005183293
robot pointing:point at prop,47.168,19,0.15793632723035506,0.0636191955854975
robot text:other,13.416,6,0.04492184884079129,0.020090272290157106
robot text:pick up,26.334,10,0.08817620508149954,0.033483787150261846
robot text:positive feedback,20.167,7,0.06752675354593307,0.023438651005183293
robot text:put down,12.501,5,0.04185808231654233,0.016741893575130923
robot text:song,67.583,1,0.22629347869761463,0.0033483787150261845
robot text:teach,37.502,15,0.12557089857091197,0.05022568072539277
robot text:try again,7.583,4,0.02539075579604356,0.013393514860104738
