,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child affective touch,[],[1]
1,action,Child affect,action,Child gaze,[2 4 7 3],[1 2 3 4 5]
2,action,Child affect,action,Child gesture,[3],[1 2]
3,action,Child affect,action,Child prop manipulation,[1],[1 2]
4,action,Child affect,action,Child utterance,[4 2 1],[1 2 3 4]
5,action,Child affect,action,Conversational turns,[1 4 1 0 0 0 1 1],[1 2 3 4 5 6 7 8 9]
6,action,Child affect,action,Joint attention,[8 5 2],[1 2 3 4]
7,action,Child affect,action,Mutual gaze,[4 2],[1 2 3]
8,action,Child affect,action,Non-verbal scaffolding,[2],[1 2]
9,action,Child affect,action,Parent affect,[10],[1 2]
10,action,Child affect,action,Parent affective touch,[1],[1 2]
11,action,Child affect,action,Parent gaze,[8 3 1 1 1],[1 2 3 4 5 6]
12,action,Child affect,action,Parent gesture,[5],[1 2]
13,action,Child affect,action,Parent prop manipulation,[1],[1 2]
14,action,Child affect,action,Parent utterance,[6 4],[1 2 3]
15,action,Child affect,action,Verbal scaffolding,[3 2],[1 2 3]
16,action,Child affect,action,robot pointing,[6 1],[1 2 3]
17,action,Child affect,action,robot text,[9 2],[1 2 3]
18,action,Child affect,sub_action,CP,[1 2],[1 2 3]
19,action,Child affect,sub_action,CPC,[1 1],[1 2 3]
20,action,Child affect,sub_action,MG,[4 2],[1 2 3]
21,action,Child affect,sub_action,PC,[6 2],[1 2 3]
22,action,Child affect,sub_action,PCP,[5 2],[1 2 3]
23,action,Child affect,sub_action,affective,[],[1]
24,action,Child affect,sub_action,affective touch,[1],[1 2]
25,action,Child affect,sub_action,child,[6 1 1],[1 2 3 4]
26,action,Child affect,sub_action,cognitive,[2 2],[1 2 3]
27,action,Child affect,sub_action,correction,[],[1]
28,action,Child affect,sub_action,other,[5],[1 2]
29,action,Child affect,sub_action,parent,[6 2],[1 2 3]
30,action,Child affect,sub_action,pick up,[3],[1 2]
31,action,Child affect,sub_action,point at prop,[10  1],[1 2 3]
32,action,Child affect,sub_action,positive 1,[11  5],[1 2 3]
33,action,Child affect,sub_action,positive 2,[3],[1 2]
34,action,Child affect,sub_action,positive 3,[1],[1 2]
35,action,Child affect,sub_action,positive feedback,[3],[1 2]
36,action,Child affect,sub_action,props,[6 3 3 2 2],[1 2 3 4 5 6]
37,action,Child affect,sub_action,put down,[],[1]
38,action,Child affect,sub_action,robot,[1 6 3 2 1],[1 2 3 4 5 6]
39,action,Child affect,sub_action,song,[],[1]
40,action,Child affect,sub_action,teach,[2 1],[1 2 3]
41,action,Child affect,sub_action,technical,[1 1],[1 2 3]
42,action,Child affect,sub_action,try again,[2],[1 2]
43,action,Child affect,sub_action,utterance,[9 1 2 2],[1 2 3 4 5]
44,action,Child affect,action:sub_action,Child affect:positive 1,[11],[1 2]
45,action,Child affect,action:sub_action,Child affect:positive 2,[3],[1 2]
46,action,Child affect,action:sub_action,Child affect:positive 3,[1],[1 2]
47,action,Child affect,action:sub_action,Child affective touch:affective touch,[],[1]
48,action,Child affect,action:sub_action,Child gaze:parent,[7 1],[1 2 3]
49,action,Child affect,action:sub_action,Child gaze:props,[9 6],[1 2 3]
50,action,Child affect,action:sub_action,Child gaze:robot,[7 3],[1 2 3]
51,action,Child affect,action:sub_action,Child gesture:point at prop,[3],[1 2]
52,action,Child affect,action:sub_action,Child prop manipulation:child,[1],[1 2]
53,action,Child affect,action:sub_action,Child utterance:utterance,[4 2 1],[1 2 3 4]
54,action,Child affect,action:sub_action,Conversational turns:CP,[1 2],[1 2 3]
55,action,Child affect,action:sub_action,Conversational turns:CPC,[1 1],[1 2 3]
56,action,Child affect,action:sub_action,Conversational turns:PC,[6 2],[1 2 3]
57,action,Child affect,action:sub_action,Conversational turns:PCP,[5 2],[1 2 3]
