,total time,count,normalized total time,normalized count
Child affect,99.495,39,0.3581275646101793,0.14037866244330863
Child gaze,92.58,3,0.3332373479231157,0.010798358649485279
Child gesture,4.28,4,0.015405658339932331,0.014397811532647038
Child prop manipulation,43.79,32,0.15762004175365343,0.1151824922611763
Child utterance,21.92,22,0.07890000719890577,0.07918796342955871
Conversational turns,388.3999999999998,67,1.3980274998200266,0.24116334317183788
Joint attention,77.675,9,0.27958750269958965,0.03239507594845584
Mutual gaze,0.710000000000008,1,0.002555611547044878,0.0035994528831617594
Parent affect,14.399999999999999,7,0.051832121517529334,0.025196170182132317
Parent affective touch,10.37,1,0.03732632639838744,0.0035994528831617594
Parent gaze,248.94,29,0.8960478007342884,0.10438413361169102
Parent gesture,10.86,13,0.039090058311136704,0.04679288748110287
Parent prop manipulation,5.0,6,0.017997264415808796,0.021596717298970558
Parent utterance,92.01,62,0.33118565977971354,0.2231660787560291
Verbal scaffolding,92.01,62,0.33118565977971354,0.2231660787560291
robot pointing,17.374,10,0.0625368943920524,0.03599452883161759
robot text,91.277,48,0.32854726081635593,0.17277373839176446
CP,65.55799999999995,16,0.23597293211431844,0.05759124613058815
CPC,80.85000000000004,9,0.2910157656036284,0.03239507594845584
MG,0.710000000000008,1,0.002555611547044878,0.0035994528831617594
PC,105.67199999999991,24,0.38036138506946915,0.08638686919588223
PCP,136.3199999999999,18,0.4906774170326107,0.06479015189691167
affective,6.300000000000001,5,0.02267655316391909,0.017997264415808796
affective touch,10.37,1,0.03732632639838744,0.0035994528831617594
child,68.56,45,0.24677848966957025,0.16197537974227919
cognitive,58.0,37,0.20876826722338204,0.1331797566769851
correction,7.741,4,0.02786336476855518,0.014397811532647038
instruction translation,19.64,14,0.07069325462529696,0.05039234036426463
other,7.058,4,0.025404938449355697,0.014397811532647038
parent,5.71,7,0.020552875962853646,0.025196170182132317
pick up,19.123,11,0.06883233748470233,0.039593981714779354
point at prop,32.514,27,0.11703261104312146,0.09718522784536751
positive 1,53.455,23,0.19240875386941184,0.08278741631272046
positive 2,54.42,20,0.19588222590166296,0.07198905766323518
positive 3,6.0200000000000005,3,0.021668706356633795,0.010798358649485279
positive feedback,22.199,10,0.07990425455330791,0.03599452883161759
put down,9.275,5,0.033384925491325323,0.017997264415808796
scaffolding,1.05,1,0.003779425527319848,0.0035994528831617594
tablet,393.715,27,1.4171585918940321,0.09718522784536751
teach,20.317999999999998,10,0.07313368368008062,0.03599452883161759
technical,7.02,5,0.02526815923979555,0.017997264415808796
try again,5.563,4,0.02002375638902887,0.014397811532647038
utterance,113.92999999999999,84,0.41008566697861926,0.3023540421855878
Child affect:positive 1,46.845,21,0.16861637031171262,0.07558851054639695
Child affect:positive 2,47.64,16,0.17147793535382622,0.05759124613058815
Child affect:positive 3,5.010000000000001,2,0.018033258944640418,0.007198905766323519
Child gaze:parent,0.71,1,0.0025556115470448493,0.0035994528831617594
Child gaze:tablet,91.87,2,0.33068173637607085,0.007198905766323519
Child gesture:point at prop,4.28,4,0.015405658339932331,0.014397811532647038
Child prop manipulation:child,43.79,32,0.15762004175365343,0.1151824922611763
Child utterance:utterance,21.92,22,0.07890000719890577,0.07918796342955871
Conversational turns:CP,65.55799999999995,16,0.23597293211431844,0.05759124613058815
Conversational turns:CPC,80.85000000000004,9,0.2910157656036284,0.03239507594845584
Conversational turns:PC,105.67199999999991,24,0.38036138506946915,0.08638686919588223
Conversational turns:PCP,136.3199999999999,18,0.4906774170326107,0.06479015189691167
Joint attention:tablet,77.675,9,0.27958750269958965,0.03239507594845584
Mutual gaze:MG,0.710000000000008,1,0.002555611547044878,0.0035994528831617594
Parent affect:positive 1,6.609999999999999,2,0.023792383557699227,0.007198905766323519
Parent affect:positive 2,6.779999999999999,4,0.024404290547836726,0.014397811532647038
Parent affect:positive 3,1.01,1,0.0036354474119933773,0.0035994528831617594
Parent affective touch:affective touch,10.37,1,0.03732632639838744,0.0035994528831617594
Parent gaze:child,24.77,13,0.08915844791591677,0.04679288748110287
Parent gaze:tablet,224.17000000000002,16,0.8068893528183717,0.05759124613058815
Parent gesture:point at prop,10.86,13,0.039090058311136704,0.04679288748110287
Parent prop manipulation:parent,5.0,6,0.017997264415808796,0.021596717298970558
Parent utterance:utterance,92.01,62,0.33118565977971354,0.2231660787560291
Verbal scaffolding:affective,6.300000000000001,5,0.02267655316391909,0.017997264415808796
Verbal scaffolding:cognitive,58.0,37,0.20876826722338204,0.1331797566769851
Verbal scaffolding:instruction translation,19.64,14,0.07069325462529696,0.05039234036426463
Verbal scaffolding:scaffolding,1.05,1,0.003779425527319848,0.0035994528831617594
Verbal scaffolding:technical,7.02,5,0.02526815923979555,0.017997264415808796
robot pointing:point at prop,17.374,10,0.0625368943920524,0.03599452883161759
robot text:correction,7.741,4,0.02786336476855518,0.014397811532647038
robot text:other,7.058,4,0.025404938449355697,0.014397811532647038
robot text:pick up,19.123,11,0.06883233748470233,0.039593981714779354
robot text:positive feedback,22.199,10,0.07990425455330791,0.03599452883161759
robot text:put down,9.275,5,0.033384925491325323,0.017997264415808796
robot text:teach,20.317999999999998,10,0.07313368368008062,0.03599452883161759
robot text:try again,5.563,4,0.02002375638902887,0.014397811532647038
