,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,14.318,14.818,0.5,utterance,Child utterance:utterance,1,r,111,SK
1,Child utterance,Child,47.182,47.864,0.682,utterance,Child utterance:utterance,1,r,111,SK
2,Child utterance,Child,51.597,52.643,1.046,utterance,Child utterance:utterance,1,r,111,SK
3,Child utterance,Child,65.857,67.357,1.5,utterance,Child utterance:utterance,1,r,111,SK
4,Child utterance,Child,83.096,83.82300000000001,0.727,utterance,Child utterance:utterance,1,r,111,SK
5,Child utterance,Child,112.77600000000001,113.821,1.045,utterance,Child utterance:utterance,1,r,111,SK
6,Child utterance,Child,114.549,115.821,1.272,utterance,Child utterance:utterance,1,r,111,SK
7,Child utterance,Child,136.994,137.721,0.727,utterance,Child utterance:utterance,1,r,111,SK
8,Child utterance,Child,142.355,142.719,0.364,other vocalization,Child utterance:other vocalization,1,r,111,SK
9,Child utterance,Child,282.381,283.609,1.228,utterance,Child utterance:utterance,1,r,111,SK
10,Child utterance,Child,287.903,289.676,1.773,utterance,Child utterance:utterance,1,r,111,SK
11,Child utterance,Child,302.772,303.591,0.819,utterance,Child utterance:utterance,1,r,111,SK
12,Child gaze,Child,8.409,10.454,2.045,robot,Child gaze:robot,1,r,111,SK
13,Child gaze,Child,10.454,11.454,1.0,parent,Child gaze:parent,1,r,111,SK
14,Child gaze,Child,11.545,13.454,1.909,robot,Child gaze:robot,1,r,111,SK
15,Child gaze,Child,13.999,14.863,0.864,parent,Child gaze:parent,1,r,111,SK
16,Child gaze,Child,15.227,46.954,31.727,robot,Child gaze:robot,1,r,111,SK
17,Child gaze,Child,47.044,49.726,2.682,parent,Child gaze:parent,1,r,111,SK
18,Child gaze,Child,57.226,64.999,7.773,robot,Child gaze:robot,1,r,111,SK
19,Child gaze,Child,65.454,68.81700000000001,3.363,parent,Child gaze:parent,1,r,111,SK
20,Child gaze,Child,69.135,81.59,12.455,robot,Child gaze:robot,1,r,111,SK
21,Child gaze,Child,81.77199999999999,85.95400000000001,4.182,parent,Child gaze:parent,1,r,111,SK
22,Child gaze,Child,86.135,114.453,28.318,robot,Child gaze:robot,1,r,111,SK
23,Child gaze,Child,114.589,116.18,1.591,parent,Child gaze:parent,1,r,111,SK
24,Child gaze,Child,116.56700000000001,120.93,4.363,robot,Child gaze:robot,1,r,111,SK
25,Child gaze,Child,121.089,121.907,0.818,props,Child gaze:props,1,r,111,SK
26,Child gaze,Child,122.021,122.657,0.636,robot,Child gaze:robot,1,r,111,SK
27,Child gaze,Child,122.771,123.953,1.182,props,Child gaze:props,1,r,111,SK
28,Child gaze,Child,124.135,124.408,0.273,robot,Child gaze:robot,1,r,111,SK
29,Child gaze,Child,124.522,125.794,1.272,parent,Child gaze:parent,1,r,111,SK
30,Child gaze,Child,125.885,126.975,1.09,props,Child gaze:props,1,r,111,SK
31,Child gaze,Child,127.134,127.953,0.819,robot,Child gaze:robot,1,r,111,SK
32,Child gaze,Child,128.136,128.681,0.545,props,Child gaze:props,1,r,111,SK
33,Child gaze,Child,128.885,132.02100000000002,3.136,robot,Child gaze:robot,1,r,111,SK
34,Child gaze,Child,132.248,141.976,9.728,props,Child gaze:props,1,r,111,SK
35,Child gaze,Child,142.044,143.499,1.455,parent,Child gaze:parent,1,r,111,SK
36,Child gaze,Child,143.589,143.998,0.409,robot,Child gaze:robot,1,r,111,SK
37,Child gaze,Child,144.13400000000001,146.679,2.545,props,Child gaze:props,1,r,111,SK
38,Child gaze,Child,146.792,147.247,0.455,parent,Child gaze:parent,1,r,111,SK
