,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,16.24,18.2,1.96,utterance,Child utterance:utterance,1,t,108,SK
1,Child utterance,Child,51.7,54.1,2.4,utterance,Child utterance:utterance,1,t,108,SK
2,Child utterance,Child,92.18,94.02000000000001,1.84,utterance,Child utterance:utterance,1,t,108,SK
3,Child utterance,Child,181.08,181.8,0.72,utterance,Child utterance:utterance,1,t,108,SK
4,Child utterance,Child,193.32,195.32,2.0,utterance,Child utterance:utterance,1,t,108,SK
5,Child utterance,Child,202.94,204.1,1.16,utterance,Child utterance:utterance,1,t,108,SK
6,Child utterance,Child,253.0,254.88,1.88,utterance,Child utterance:utterance,1,t,108,SK
7,Child gaze,Child,62.72,92.6,29.88,tablet,Child gaze:tablet,1,t,108,SK
8,Child gaze,Child,94.16,212.72,118.56,tablet,Child gaze:tablet,1,t,108,SK
9,Child gaze,Child,212.8,213.72,0.92,parent,Child gaze:parent,1,t,108,SK
10,Child gaze,Child,213.82,226.54,12.72,tablet,Child gaze:tablet,1,t,108,SK
11,Child gaze,Child,227.42000000000002,235.98,8.56,tablet,Child gaze:tablet,1,t,108,SK
12,Child gaze,Child,236.86,239.5,2.64,tablet,Child gaze:tablet,1,t,108,SK
13,Child gaze,Child,239.54,240.66,1.12,parent,Child gaze:parent,1,t,108,SK
14,Child affect,Child,15.8,19.96,4.16,positive 2,Child affect:positive 2,1,t,108,SK
15,Child affect,Child,52.44,57.56,5.12,positive 1,Child affect:positive 1,1,t,108,SK
16,Child affect,Child,92.2,94.92,2.72,positive 2,Child affect:positive 2,1,t,108,SK
17,Child affect,Child,116.96000000000001,124.4,7.44,positive 1,Child affect:positive 1,1,t,108,SK
18,Child affect,Child,129.88,136.3,6.42,positive 2,Child affect:positive 2,1,t,108,SK
19,Child affect,Child,136.3,138.7,2.4,positive 1,Child affect:positive 1,1,t,108,SK
20,Child affect,Child,140.22,147.54,7.32,positive 1,Child affect:positive 1,1,t,108,SK
21,Child affect,Child,154.84,162.04,7.2,positive 1,Child affect:positive 1,1,t,108,SK
22,Child affect,Child,172.24,174.4,2.16,positive 1,Child affect:positive 1,1,t,108,SK
23,Child affect,Child,174.52,184.76,10.24,positive 2,Child affect:positive 2,1,t,108,SK
24,Child affect,Child,184.8,189.72,4.92,positive 1,Child affect:positive 1,1,t,108,SK
25,Child affect,Child,198.62,205.18,6.56,positive 1,Child affect:positive 1,1,t,108,SK
26,Child affect,Child,207.26,213.02,5.76,positive 1,Child affect:positive 1,1,t,108,SK
27,Child affect,Child,225.18,226.3,1.12,positive 1,Child affect:positive 1,1,t,108,SK
28,Child affect,Child,232.06,236.14,4.08,positive 1,Child affect:positive 1,1,t,108,SK
29,Child affect,Child,236.98,241.42,4.44,positive 1,Child affect:positive 1,1,t,108,SK
30,Child affect,Child,253.6,259.76,6.16,positive 1,Child affect:positive 1,1,t,108,SK
31,Child affect,Child,276.92,279.68,2.76,positive 1,Child affect:positive 1,1,t,108,SK
32,Child affect,Child,284.86,288.54,3.68,positive 1,Child affect:positive 1,1,t,108,SK
33,Child affect,Child,294.74,297.5,2.76,positive 1,Child affect:positive 1,1,t,108,SK
34,Child gesture,Child,53.36,58.84,5.48,point at prop,Child gesture:point at prop,1,t,108,SK
35,Parent utterance,Parent,11.08,13.48,2.4,utterance,Parent utterance:utterance,1,t,108,SK
36,Parent utterance,Parent,18.96,20.24,1.28,utterance,Parent utterance:utterance,1,t,108,SK
37,Parent utterance,Parent,22.2,23.76,1.56,utterance,Parent utterance:utterance,1,t,108,SK
38,Parent utterance,Parent,30.54,31.54,1.0,utterance,Parent utterance:utterance,1,t,108,SK
39,Parent utterance,Parent,49.04,49.88,0.84,utterance,Parent utterance:utterance,1,t,108,SK
40,Parent utterance,Parent,54.02,54.38,0.36,utterance,Parent utterance:utterance,1,t,108,SK
41,Parent utterance,Parent,55.96,58.76,2.8,utterance,Parent utterance:utterance,1,t,108,SK
42,Parent utterance,Parent,66.88,68.08,1.2,utterance,Parent utterance:utterance,1,t,108,SK
43,Parent utterance,Parent,79.52,80.64,1.12,utterance,Parent utterance:utterance,1,t,108,SK
44,Parent utterance,Parent,81.16,81.64,0.48,utterance,Parent utterance:utterance,1,t,108,SK
45,Parent utterance,Parent,82.0,83.16,1.16,utterance,Parent utterance:utterance,1,t,108,SK
46,Parent utterance,Parent,97.66,99.25999999999999,1.6,utterance,Parent utterance:utterance,1,t,108,SK
47,Parent utterance,Parent,103.42,105.18,1.76,utterance,Parent utterance:utterance,1,t,108,SK
48,Parent utterance,Parent,109.25999999999999,112.3,3.04,utterance,Parent utterance:utterance,1,t,108,SK
49,Parent utterance,Parent,113.42,114.5,1.08,utterance,Parent utterance:utterance,1,t,108,SK
50,Parent utterance,Parent,116.8,118.08,1.28,utterance,Parent utterance:utterance,1,t,108,SK
51,Parent utterance,Parent,122.24,124.12,1.88,utterance,Parent utterance:utterance,1,t,108,SK
52,Parent utterance,Parent,125.06,127.9,2.84,utterance,Parent utterance:utterance,1,t,108,SK
53,Parent utterance,Parent,128.12,128.72,0.6,utterance,Parent utterance:utterance,1,t,108,SK
54,Parent utterance,Parent,129.96,130.52,0.56,utterance,Parent utterance:utterance,1,t,108,SK
55,Parent utterance,Parent,137.0,138.52,1.52,utterance,Parent utterance:utterance,1,t,108,SK
56,Parent utterance,Parent,142.36,143.92000000000002,1.56,utterance,Parent utterance:utterance,1,t,108,SK
57,Parent utterance,Parent,147.9,150.22,2.32,utterance,Parent utterance:utterance,1,t,108,SK
58,Parent utterance,Parent,152.62,155.3,2.68,utterance,Parent utterance:utterance,1,t,108,SK
59,Parent utterance,Parent,157.8,159.0,1.2,utterance,Parent utterance:utterance,1,t,108,SK
60,Parent utterance,Parent,162.84,163.32,0.48,utterance,Parent utterance:utterance,1,t,108,SK
61,Parent utterance,Parent,166.64,167.96,1.32,utterance,Parent utterance:utterance,1,t,108,SK
62,Parent utterance,Parent,168.5,169.78,1.28,utterance,Parent utterance:utterance,1,t,108,SK
63,Parent utterance,Parent,171.94,172.57999999999998,0.64,utterance,Parent utterance:utterance,1,t,108,SK
64,Parent utterance,Parent,174.5,175.66,1.16,utterance,Parent utterance:utterance,1,t,108,SK
65,Parent utterance,Parent,177.2,178.2,1.0,utterance,Parent utterance:utterance,1,t,108,SK
66,Parent utterance,Parent,179.62,180.5,0.88,utterance,Parent utterance:utterance,1,t,108,SK
67,Parent utterance,Parent,181.96,183.6,1.64,utterance,Parent utterance:utterance,1,t,108,SK
68,Parent utterance,Parent,186.24,189.28,3.04,utterance,Parent utterance:utterance,1,t,108,SK
69,Parent utterance,Parent,191.92,192.96,1.04,utterance,Parent utterance:utterance,1,t,108,SK
