,total time,count,normalized total time,normalized count
Child affect,28.12,13,0.13151248713871483,0.060798802731269294
Child affective touch,3.5200000000000005,2,0.016462445047235996,0.009353661958656815
Child gaze,250.02,113,1.1693012814516883,0.52848190066411
Child gesture,8.72,7,0.04078196613974371,0.03273781685529885
Child prop manipulation,67.52,9,0.31577962772425405,0.04209147881395567
Child utterance,11.56,16,0.05406416612103639,0.07482929566925452
Conversational turns,379.8000000000001,64,1.7762604059489298,0.29931718267701807
Joint attention,111.53999999999998,83,0.5216537274342904,0.3881769712842578
Mutual gaze,14.19999999999995,13,0.06641099990646315,0.060798802731269294
Non-verbal scaffolding,0.72,1,0.003367318305116453,0.004676830979328407
Parent affect,168.16,21,0.7864558974838649,0.09821345056589655
Parent affective touch,7.76,1,0.03629220839958844,0.004676830979328407
Parent gaze,276.42,151,1.2927696193059584,0.7062014778785894
Parent gesture,3.0,4,0.014030492937985221,0.01870732391731363
Parent prop manipulation,21.52,2,0.10064540267514732,0.009353661958656815
Parent utterance,101.76,66,0.47591432045645876,0.3086708446356749
Verbal scaffolding,61.08,33,0.2856608362173791,0.15433542231783745
robot pointing,37.865,15,0.17708820503227016,0.07015246468992611
robot text,158.199,46,0.7398699840987748,0.21513422504910673
CP,56.25999999999996,14,0.263118510897016,0.0654756337105977
CPC,85.22000000000006,10,0.39855953605836714,0.04676830979328407
MG,14.19999999999995,13,0.06641099990646315,0.060798802731269294
PC,89.18000000000008,21,0.4170797867365077,0.09821345056589655
PCP,149.14000000000004,19,0.6975025722570388,0.08885978860723974
affective,8.36,7,0.03909830698718548,0.03273781685529885
affective touch,11.280000000000001,3,0.05275465344682444,0.014030492937985221
child,137.26,56,0.6419418202226171,0.2619025348423908
cognitive,47.72,24,0.2231783743335516,0.11224394350388177
correction,3.066,1,0.014339163782620895,0.004676830979328407
instruction translation,0.96,1,0.004489757740155271,0.004676830979328407
missing data,6.04,7,0.02824805911514358,0.03273781685529885
other,15.853,8,0.07414180151529323,0.03741464783462726
parent,39.400000000000006,14,0.18426714058553928,0.0654756337105977
pick up,22.533,9,0.10538303245720701,0.04209147881395567
point at prop,46.105,22,0.2156252923019362,0.10289028154522496
positive 1,88.48,23,0.4138060050509775,0.10756711252455337
positive 2,107.8,11,0.5041623795716023,0.05144514077261248
positive feedback,20.534,7,0.09603404732952951,0.03273781685529885
props,308.88000000000005,136,1.4445795528949588,0.6360490131886634
put down,21.201,8,0.09915349359274156,0.03741464783462726
robot,235.35999999999996,148,1.1007389392947338,0.6921709849406043
robot or prop,2.64,1,0.012346833785426996,0.004676830979328407
song,44.133,1,0.2064025816107006,0.004676830979328407
tablet,3.4800000000000004,3,0.01627537180806286,0.014030492937985221
teach,27.799,10,0.1300112243943504,0.04676830979328407
technical,4.76,2,0.02226171546160322,0.009353661958656815
try again,5.6,4,0.02619025348423908,0.01870732391731363
utterance,108.24,77,0.5062201852025068,0.3601159854082874
Child affect:positive 1,26.56,12,0.12421663081096249,0.056121971751940884
Child affect:positive 2,1.56,1,0.007295856327752316,0.004676830979328407
Child affective touch:affective touch,3.5200000000000005,2,0.016462445047235996,0.009353661958656815
Child gaze:child,0.72,1,0.003367318305116453,0.004676830979328407
Child gaze:parent,17.880000000000003,12,0.08362173791039193,0.056121971751940884
Child gaze:props,126.0,37,0.5892807033953793,0.17304274623515106
Child gaze:robot,105.42,63,0.4930315218408007,0.29464035169768965
Child gesture:other,1.2,1,0.005612197175194089,0.004676830979328407
Child gesture:point at prop,7.5200000000000005,6,0.035169768964549625,0.028060985875970442
Child prop manipulation:child,67.52,9,0.31577962772425405,0.04209147881395567
Child utterance:utterance,11.56,16,0.05406416612103639,0.07482929566925452
Conversational turns:CP,56.25999999999996,14,0.263118510897016,0.0654756337105977
Conversational turns:CPC,85.22000000000006,10,0.39855953605836714,0.04676830979328407
Conversational turns:PC,89.18000000000008,21,0.4170797867365077,0.09821345056589655
Conversational turns:PCP,149.14000000000004,19,0.6975025722570388,0.08885978860723974
Joint attention:props,65.56000000000003,46,0.3066130390047705,0.21513422504910673
Joint attention:robot,45.97999999999994,37,0.21504068842951987,0.17304274623515106
Mutual gaze:MG,14.19999999999995,13,0.06641099990646315,0.060798802731269294
Non-verbal scaffolding:cognitive,0.72,1,0.003367318305116453,0.004676830979328407
Parent affect:positive 1,61.92,11,0.28958937424001496,0.05144514077261248
Parent affect:positive 2,106.24,10,0.49686652324384994,0.04676830979328407
Parent affective touch:affective touch,7.76,1,0.03629220839958844,0.004676830979328407
Parent gaze:child,69.02,46,0.32279487419324665,0.21513422504910673
Parent gaze:props,117.32,53,0.5486858104948087,0.2478720419044056
Parent gaze:robot,83.96000000000001,48,0.39266672902441313,0.22448788700776354
Parent gaze:robot or prop,2.64,1,0.012346833785426996,0.004676830979328407
Parent gaze:tablet,3.4800000000000004,3,0.01627537180806286,0.014030492937985221
Parent gesture:missing data,0.9600000000000001,2,0.004489757740155271,0.009353661958656815
Parent gesture:other,1.32,1,0.006173416892713498,0.004676830979328407
Parent gesture:point at prop,0.72,1,0.003367318305116453,0.004676830979328407
Parent prop manipulation:parent,21.52,2,0.10064540267514732,0.009353661958656815
Parent utterance:missing data,5.08,5,0.02375830137498831,0.023384154896642036
Parent utterance:utterance,96.68,61,0.45215601908147046,0.2852866897390328
Verbal scaffolding:affective,8.36,7,0.03909830698718548,0.03273781685529885
Verbal scaffolding:cognitive,47.0,23,0.21981105602843515,0.10756711252455337
Verbal scaffolding:instruction translation,0.96,1,0.004489757740155271,0.004676830979328407
Verbal scaffolding:technical,4.76,2,0.02226171546160322,0.009353661958656815
robot pointing:point at prop,37.865,15,0.17708820503227016,0.07015246468992611
robot text:correction,3.066,1,0.014339163782620895,0.004676830979328407
robot text:other,13.333,6,0.06235618744738566,0.028060985875970442
robot text:pick up,22.533,9,0.10538303245720701,0.04209147881395567
robot text:positive feedback,20.534,7,0.09603404732952951,0.03273781685529885
robot text:put down,21.201,8,0.09915349359274156,0.03741464783462726
robot text:song,44.133,1,0.2064025816107006,0.004676830979328407
robot text:teach,27.799,10,0.1300112243943504,0.04676830979328407
robot text:try again,5.6,4,0.02619025348423908,0.01870732391731363
