,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.44
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.640000000000001
2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.840000000000001
3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5.040000000000001
4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5.240000000000001
5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,5.440000000000001
6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,5.6400000000000015
7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,5.840000000000002
8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.040000000000002
9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.240000000000002
10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.440000000000002
11,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,6.640000000000002
12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,6.8400000000000025
13,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,7.040000000000003
14,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,7.240000000000003
15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.440000000000003
16,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7.640000000000003
17,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7.840000000000003
18,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.040000000000003
19,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.240000000000004
20,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.440000000000005
21,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.640000000000004
22,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.840000000000003
23,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.040000000000004
24,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.240000000000006
25,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.440000000000005
26,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.640000000000004
27,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,9.840000000000005
28,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,10.040000000000006
29,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,10.240000000000006
30,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,10.440000000000005
31,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,10.640000000000006
32,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,10.840000000000007
33,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,11.040000000000006
34,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11.240000000000006
35,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11.440000000000007
36,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11.640000000000008
37,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11.840000000000007
38,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,12.040000000000006
39,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,12.240000000000007
40,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,12.440000000000008
41,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,12.640000000000008
42,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,12.840000000000007
43,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,13.04000000000001
44,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,13.240000000000009
