,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child gaze,[2],[1 2]
1,action,Child affect,action,Child prop manipulation,[2],[1 2]
2,action,Child affect,action,Child utterance,[],[1]
3,action,Child affect,action,Conversational turns,[],[1]
4,action,Child affect,action,Joint attention,[2],[1 2]
5,action,Child affect,action,Mutual gaze,[],[1]
6,action,Child affect,action,Non-verbal scaffolding,[1],[1 2]
7,action,Child affect,action,Parent affect,[0 1],[1 2 3]
8,action,Child affect,action,Parent gaze,[1],[1 2]
9,action,Child affect,action,Parent gesture,[1],[1 2]
10,action,Child affect,action,Parent prop manipulation,[],[1]
11,action,Child affect,action,Parent utterance,[2 1],[1 2 3]
12,action,Child affect,action,Verbal scaffolding,[1 1],[1 2 3]
13,action,Child affect,action,robot pointing,[],[1]
14,action,Child affect,action,robot text,[],[1]
15,action,Child affect,sub_action,CP,[],[1]
16,action,Child affect,sub_action,MG,[],[1]
17,action,Child affect,sub_action,PC,[],[1]
18,action,Child affect,sub_action,PCP,[],[1]
19,action,Child affect,sub_action,affective,[1],[1 2]
20,action,Child affect,sub_action,child,[2],[1 2]
21,action,Child affect,sub_action,cognitive,[1],[1 2]
22,action,Child affect,sub_action,correction,[],[1]
23,action,Child affect,sub_action,other,[],[1]
24,action,Child affect,sub_action,parent,[],[1]
25,action,Child affect,sub_action,pick up,[],[1]
26,action,Child affect,sub_action,point at prop,[1],[1 2]
27,action,Child affect,sub_action,positive 1,[0 1],[1 2 3]
28,action,Child affect,sub_action,positive 2,[],[1]
29,action,Child affect,sub_action,positive feedback,[],[1]
30,action,Child affect,sub_action,put down,[],[1]
31,action,Child affect,sub_action,song,[],[1]
32,action,Child affect,sub_action,tablet,[1 2],[1 2 3]
33,action,Child affect,sub_action,teach,[],[1]
34,action,Child affect,sub_action,technical,[2],[1 2]
35,action,Child affect,sub_action,try again,[],[1]
36,action,Child affect,sub_action,utterance,[2 1],[1 2 3]
37,action,Child affect,action:sub_action,Child affect:positive 1,[],[1]
38,action,Child affect,action:sub_action,Child affect:positive 2,[],[1]
39,action,Child affect,action:sub_action,Child gaze:parent,[],[1]
40,action,Child affect,action:sub_action,Child gaze:tablet,[2],[1 2]
41,action,Child affect,action:sub_action,Child prop manipulation:child,[2],[1 2]
42,action,Child affect,action:sub_action,Child utterance:utterance,[],[1]
43,action,Child affect,action:sub_action,Conversational turns:CP,[],[1]
44,action,Child affect,action:sub_action,Conversational turns:PC,[],[1]
45,action,Child affect,action:sub_action,Conversational turns:PCP,[],[1]
46,action,Child affect,action:sub_action,Joint attention:tablet,[2],[1 2]
47,action,Child affect,action:sub_action,Mutual gaze:MG,[],[1]
48,action,Child affect,action:sub_action,Non-verbal scaffolding:cognitive,[1],[1 2]
49,action,Child affect,action:sub_action,Non-verbal scaffolding:technical,[],[1]
50,action,Child affect,action:sub_action,Parent affect:positive 1,[0 1],[1 2 3]
51,action,Child affect,action:sub_action,Parent affect:positive 2,[],[1]
52,action,Child affect,action:sub_action,Parent gaze:child,[],[1]
53,action,Child affect,action:sub_action,Parent gaze:tablet,[1],[1 2]
54,action,Child affect,action:sub_action,Parent gesture:other,[],[1]
55,action,Child affect,action:sub_action,Parent gesture:point at prop,[1],[1 2]
56,action,Child affect,action:sub_action,Parent prop manipulation:parent,[],[1]
57,action,Child affect,action:sub_action,Parent utterance:utterance,[2 1],[1 2 3]
58,action,Child affect,action:sub_action,Verbal scaffolding:affective,[1],[1 2]
59,action,Child affect,action:sub_action,Verbal scaffolding:cognitive,[],[1]
60,action,Child affect,action:sub_action,Verbal scaffolding:technical,[2],[1 2]
61,action,Child affect,action:sub_action,robot pointing:point at prop,[],[1]
62,action,Child affect,action:sub_action,robot text:correction,[],[1]
63,action,Child affect,action:sub_action,robot text:other,[],[1]
64,action,Child affect,action:sub_action,robot text:pick up,[],[1]
65,action,Child affect,action:sub_action,robot text:positive feedback,[],[1]
66,action,Child affect,action:sub_action,robot text:put down,[],[1]
67,action,Child affect,action:sub_action,robot text:song,[],[1]
68,action,Child affect,action:sub_action,robot text:teach,[],[1]
69,action,Child affect,action:sub_action,robot text:try again,[],[1]
70,action,Child gaze,action,Child affect,[1],[1 2]
71,action,Child gaze,action,Child prop manipulation,[7],[1 2]
72,action,Child gaze,action,Child utterance,[],[1]
73,action,Child gaze,action,Conversational turns,[],[1]
74,action,Child gaze,action,Joint attention,[6 1],[1 2 3]
75,action,Child gaze,action,Mutual gaze,[],[1]
76,action,Child gaze,action,Non-verbal scaffolding,[2],[1 2]
77,action,Child gaze,action,Parent affect,[4],[1 2]
78,action,Child gaze,action,Parent gaze,[1 1],[1 2 3]
79,action,Child gaze,action,Parent gesture,[2],[1 2]
80,action,Child gaze,action,Parent prop manipulation,[],[1]
81,action,Child gaze,action,Parent utterance,[5 2],[1 2 3]
82,action,Child gaze,action,Verbal scaffolding,[3],[1 2]
83,action,Child gaze,action,robot pointing,[],[1]
84,action,Child gaze,action,robot text,[4],[1 2]
85,action,Child gaze,sub_action,CP,[],[1]
86,action,Child gaze,sub_action,MG,[],[1]
87,action,Child gaze,sub_action,PC,[],[1]
88,action,Child gaze,sub_action,PCP,[],[1]
89,action,Child gaze,sub_action,affective,[],[1]
90,action,Child gaze,sub_action,child,[6 1],[1 2 3]
91,action,Child gaze,sub_action,cognitive,[4],[1 2]
92,action,Child gaze,sub_action,correction,[],[1]
93,action,Child gaze,sub_action,other,[1],[1 2]
94,action,Child gaze,sub_action,parent,[],[1]
95,action,Child gaze,sub_action,pick up,[1],[1 2]
96,action,Child gaze,sub_action,point at prop,[2],[1 2]
97,action,Child gaze,sub_action,positive 1,[5],[1 2]
98,action,Child gaze,sub_action,positive 2,[],[1]
99,action,Child gaze,sub_action,positive feedback,[1],[1 2]
100,action,Child gaze,sub_action,put down,[],[1]
101,action,Child gaze,sub_action,song,[],[1]
102,action,Child gaze,sub_action,tablet,[1 5 1 1],[1 2 3 4 5]
103,action,Child gaze,sub_action,teach,[],[1]
104,action,Child gaze,sub_action,technical,[1],[1 2]
105,action,Child gaze,sub_action,try again,[1],[1 2]
106,action,Child gaze,sub_action,utterance,[5 2],[1 2 3]
107,action,Child gaze,action:sub_action,Child affect:positive 1,[1],[1 2]
108,action,Child gaze,action:sub_action,Child affect:positive 2,[],[1]
109,action,Child gaze,action:sub_action,Child gaze:parent,[],[1]
110,action,Child gaze,action:sub_action,Child gaze:tablet,[6 1],[1 2 3]
111,action,Child gaze,action:sub_action,Child prop manipulation:child,[7],[1 2]
112,action,Child gaze,action:sub_action,Child utterance:utterance,[],[1]
113,action,Child gaze,action:sub_action,Conversational turns:CP,[],[1]
114,action,Child gaze,action:sub_action,Conversational turns:PC,[],[1]
115,action,Child gaze,action:sub_action,Conversational turns:PCP,[],[1]
116,action,Child gaze,action:sub_action,Joint attention:tablet,[6 1],[1 2 3]
117,action,Child gaze,action:sub_action,Mutual gaze:MG,[],[1]
118,action,Child gaze,action:sub_action,Non-verbal scaffolding:cognitive,[2],[1 2]
119,action,Child gaze,action:sub_action,Non-verbal scaffolding:technical,[],[1]
120,action,Child gaze,action:sub_action,Parent affect:positive 1,[4],[1 2]
121,action,Child gaze,action:sub_action,Parent affect:positive 2,[],[1]
122,action,Child gaze,action:sub_action,Parent gaze:child,[1],[1 2]
123,action,Child gaze,action:sub_action,Parent gaze:tablet,[2],[1 2]
124,action,Child gaze,action:sub_action,Parent gesture:other,[],[1]
125,action,Child gaze,action:sub_action,Parent gesture:point at prop,[2],[1 2]
126,action,Child gaze,action:sub_action,Parent prop manipulation:parent,[],[1]
127,action,Child gaze,action:sub_action,Parent utterance:utterance,[5 2],[1 2 3]
128,action,Child gaze,action:sub_action,Verbal scaffolding:affective,[],[1]
129,action,Child gaze,action:sub_action,Verbal scaffolding:cognitive,[2],[1 2]
130,action,Child gaze,action:sub_action,Verbal scaffolding:technical,[1],[1 2]
131,action,Child gaze,action:sub_action,robot pointing:point at prop,[],[1]
132,action,Child gaze,action:sub_action,robot text:correction,[],[1]
133,action,Child gaze,action:sub_action,robot text:other,[1],[1 2]
134,action,Child gaze,action:sub_action,robot text:pick up,[1],[1 2]
135,action,Child gaze,action:sub_action,robot text:positive feedback,[1],[1 2]
136,action,Child gaze,action:sub_action,robot text:put down,[],[1]
137,action,Child gaze,action:sub_action,robot text:song,[],[1]
138,action,Child gaze,action:sub_action,robot text:teach,[],[1]
139,action,Child gaze,action:sub_action,robot text:try again,[1],[1 2]
140,action,Child prop manipulation,action,Child affect,[],[1]
141,action,Child prop manipulation,action,Child gaze,[2],[1 2]
142,action,Child prop manipulation,action,Child utterance,[1],[1 2]
143,action,Child prop manipulation,action,Conversational turns,[1],[1 2]
144,action,Child prop manipulation,action,Joint attention,[4],[1 2]
145,action,Child prop manipulation,action,Mutual gaze,[],[1]
146,action,Child prop manipulation,action,Non-verbal scaffolding,[3],[1 2]
147,action,Child prop manipulation,action,Parent affect,[3],[1 2]
148,action,Child prop manipulation,action,Parent gaze,[4],[1 2]
149,action,Child prop manipulation,action,Parent gesture,[2],[1 2]
150,action,Child prop manipulation,action,Parent prop manipulation,[1],[1 2]
151,action,Child prop manipulation,action,Parent utterance,[6 2],[1 2 3]
152,action,Child prop manipulation,action,Verbal scaffolding,[3 1],[1 2 3]
153,action,Child prop manipulation,action,robot pointing,[2],[1 2]
154,action,Child prop manipulation,action,robot text,[8],[1 2]
155,action,Child prop manipulation,sub_action,CP,[],[1]
156,action,Child prop manipulation,sub_action,MG,[],[1]
157,action,Child prop manipulation,sub_action,PC,[1],[1 2]
158,action,Child prop manipulation,sub_action,PCP,[],[1]
159,action,Child prop manipulation,sub_action,affective,[],[1]
160,action,Child prop manipulation,sub_action,child,[5],[1 2]
161,action,Child prop manipulation,sub_action,cognitive,[2 1 1],[1 2 3 4]
162,action,Child prop manipulation,sub_action,correction,[1],[1 2]
163,action,Child prop manipulation,sub_action,other,[],[1]
164,action,Child prop manipulation,sub_action,parent,[1],[1 2]
165,action,Child prop manipulation,sub_action,pick up,[3],[1 2]
166,action,Child prop manipulation,sub_action,point at prop,[0 2],[1 2 3]
167,action,Child prop manipulation,sub_action,positive 1,[3],[1 2]
168,action,Child prop manipulation,sub_action,positive 2,[],[1]
169,action,Child prop manipulation,sub_action,positive feedback,[4],[1 2]
170,action,Child prop manipulation,sub_action,put down,[],[1]
171,action,Child prop manipulation,sub_action,song,[],[1]
172,action,Child prop manipulation,sub_action,tablet,[0 4],[1 2 3]
173,action,Child prop manipulation,sub_action,teach,[],[1]
174,action,Child prop manipulation,sub_action,technical,[1],[1 2]
175,action,Child prop manipulation,sub_action,try again,[],[1]
176,action,Child prop manipulation,sub_action,utterance,[7 2],[1 2 3]
177,action,Child prop manipulation,action:sub_action,Child affect:positive 1,[],[1]
178,action,Child prop manipulation,action:sub_action,Child affect:positive 2,[],[1]
179,action,Child prop manipulation,action:sub_action,Child gaze:parent,[],[1]
180,action,Child prop manipulation,action:sub_action,Child gaze:tablet,[2],[1 2]
181,action,Child prop manipulation,action:sub_action,Child prop manipulation:child,[3],[1 2]
182,action,Child prop manipulation,action:sub_action,Child utterance:utterance,[1],[1 2]
183,action,Child prop manipulation,action:sub_action,Conversational turns:CP,[],[1]
184,action,Child prop manipulation,action:sub_action,Conversational turns:PC,[1],[1 2]
185,action,Child prop manipulation,action:sub_action,Conversational turns:PCP,[],[1]
186,action,Child prop manipulation,action:sub_action,Joint attention:tablet,[4],[1 2]
187,action,Child prop manipulation,action:sub_action,Mutual gaze:MG,[],[1]
188,action,Child prop manipulation,action:sub_action,Non-verbal scaffolding:cognitive,[2],[1 2]
189,action,Child prop manipulation,action:sub_action,Non-verbal scaffolding:technical,[1],[1 2]
190,action,Child prop manipulation,action:sub_action,Parent affect:positive 1,[3],[1 2]
191,action,Child prop manipulation,action:sub_action,Parent affect:positive 2,[],[1]
192,action,Child prop manipulation,action:sub_action,Parent gaze:child,[2],[1 2]
193,action,Child prop manipulation,action:sub_action,Parent gaze:tablet,[2],[1 2]
194,action,Child prop manipulation,action:sub_action,Parent gesture:other,[],[1]
195,action,Child prop manipulation,action:sub_action,Parent gesture:point at prop,[2],[1 2]
196,action,Child prop manipulation,action:sub_action,Parent prop manipulation:parent,[1],[1 2]
197,action,Child prop manipulation,action:sub_action,Parent utterance:utterance,[6 2],[1 2 3]
198,action,Child prop manipulation,action:sub_action,Verbal scaffolding:affective,[],[1]
199,action,Child prop manipulation,action:sub_action,Verbal scaffolding:cognitive,[3 1],[1 2 3]
200,action,Child prop manipulation,action:sub_action,Verbal scaffolding:technical,[],[1]
201,action,Child prop manipulation,action:sub_action,robot pointing:point at prop,[2],[1 2]
202,action,Child prop manipulation,action:sub_action,robot text:correction,[1],[1 2]
203,action,Child prop manipulation,action:sub_action,robot text:other,[],[1]
204,action,Child prop manipulation,action:sub_action,robot text:pick up,[3],[1 2]
205,action,Child prop manipulation,action:sub_action,robot text:positive feedback,[4],[1 2]
206,action,Child prop manipulation,action:sub_action,robot text:put down,[],[1]
207,action,Child prop manipulation,action:sub_action,robot text:song,[],[1]
208,action,Child prop manipulation,action:sub_action,robot text:teach,[],[1]
209,action,Child prop manipulation,action:sub_action,robot text:try again,[],[1]
210,action,Child utterance,action,Child affect,[],[1]
211,action,Child utterance,action,Child gaze,[],[1]
212,action,Child utterance,action,Child prop manipulation,[1],[1 2]
213,action,Child utterance,action,Conversational turns,[],[1]
214,action,Child utterance,action,Joint attention,[],[1]
215,action,Child utterance,action,Mutual gaze,[],[1]
216,action,Child utterance,action,Non-verbal scaffolding,[1],[1 2]
217,action,Child utterance,action,Parent affect,[],[1]
218,action,Child utterance,action,Parent gaze,[1],[1 2]
219,action,Child utterance,action,Parent gesture,[1],[1 2]
220,action,Child utterance,action,Parent prop manipulation,[],[1]
221,action,Child utterance,action,Parent utterance,[0 1],[1 2 3]
222,action,Child utterance,action,Verbal scaffolding,[0 1],[1 2 3]
223,action,Child utterance,action,robot pointing,[2],[1 2]
224,action,Child utterance,action,robot text,[1],[1 2]
225,action,Child utterance,sub_action,CP,[],[1]
226,action,Child utterance,sub_action,MG,[],[1]
227,action,Child utterance,sub_action,PC,[],[1]
228,action,Child utterance,sub_action,PCP,[],[1]
229,action,Child utterance,sub_action,affective,[],[1]
230,action,Child utterance,sub_action,child,[2],[1 2]
231,action,Child utterance,sub_action,cognitive,[0 0 1],[1 2 3 4]
232,action,Child utterance,sub_action,correction,[],[1]
233,action,Child utterance,sub_action,other,[],[1]
234,action,Child utterance,sub_action,parent,[],[1]
235,action,Child utterance,sub_action,pick up,[],[1]
236,action,Child utterance,sub_action,point at prop,[1 1],[1 2 3]
237,action,Child utterance,sub_action,positive 1,[],[1]
238,action,Child utterance,sub_action,positive 2,[],[1]
239,action,Child utterance,sub_action,positive feedback,[],[1]
240,action,Child utterance,sub_action,put down,[],[1]
241,action,Child utterance,sub_action,song,[],[1]
242,action,Child utterance,sub_action,tablet,[],[1]
243,action,Child utterance,sub_action,teach,[1],[1 2]
244,action,Child utterance,sub_action,technical,[],[1]
245,action,Child utterance,sub_action,try again,[],[1]
246,action,Child utterance,sub_action,utterance,[0 1],[1 2 3]
247,action,Child utterance,action:sub_action,Child affect:positive 1,[],[1]
248,action,Child utterance,action:sub_action,Child affect:positive 2,[],[1]
249,action,Child utterance,action:sub_action,Child gaze:parent,[],[1]
250,action,Child utterance,action:sub_action,Child gaze:tablet,[],[1]
251,action,Child utterance,action:sub_action,Child prop manipulation:child,[1],[1 2]
252,action,Child utterance,action:sub_action,Child utterance:utterance,[],[1]
253,action,Child utterance,action:sub_action,Conversational turns:CP,[],[1]
254,action,Child utterance,action:sub_action,Conversational turns:PC,[],[1]
255,action,Child utterance,action:sub_action,Conversational turns:PCP,[],[1]
256,action,Child utterance,action:sub_action,Joint attention:tablet,[],[1]
257,action,Child utterance,action:sub_action,Mutual gaze:MG,[],[1]
258,action,Child utterance,action:sub_action,Non-verbal scaffolding:cognitive,[1],[1 2]
259,action,Child utterance,action:sub_action,Non-verbal scaffolding:technical,[],[1]
260,action,Child utterance,action:sub_action,Parent affect:positive 1,[],[1]
261,action,Child utterance,action:sub_action,Parent affect:positive 2,[],[1]
262,action,Child utterance,action:sub_action,Parent gaze:child,[1],[1 2]
263,action,Child utterance,action:sub_action,Parent gaze:tablet,[],[1]
264,action,Child utterance,action:sub_action,Parent gesture:other,[],[1]
265,action,Child utterance,action:sub_action,Parent gesture:point at prop,[1],[1 2]
266,action,Child utterance,action:sub_action,Parent prop manipulation:parent,[],[1]
267,action,Child utterance,action:sub_action,Parent utterance:utterance,[0 1],[1 2 3]
268,action,Child utterance,action:sub_action,Verbal scaffolding:affective,[],[1]
269,action,Child utterance,action:sub_action,Verbal scaffolding:cognitive,[0 1],[1 2 3]
270,action,Child utterance,action:sub_action,Verbal scaffolding:technical,[],[1]
271,action,Child utterance,action:sub_action,robot pointing:point at prop,[2],[1 2]
272,action,Child utterance,action:sub_action,robot text:correction,[],[1]
273,action,Child utterance,action:sub_action,robot text:other,[],[1]
274,action,Child utterance,action:sub_action,robot text:pick up,[],[1]
275,action,Child utterance,action:sub_action,robot text:positive feedback,[],[1]
276,action,Child utterance,action:sub_action,robot text:put down,[],[1]
277,action,Child utterance,action:sub_action,robot text:song,[],[1]
278,action,Child utterance,action:sub_action,robot text:teach,[1],[1 2]
279,action,Child utterance,action:sub_action,robot text:try again,[],[1]
280,action,Conversational turns,action,Child affect,[],[1]
281,action,Conversational turns,action,Child gaze,[],[1]
282,action,Conversational turns,action,Child prop manipulation,[2],[1 2]
283,action,Conversational turns,action,Child utterance,[],[1]
284,action,Conversational turns,action,Joint attention,[1],[1 2]
285,action,Conversational turns,action,Mutual gaze,[],[1]
286,action,Conversational turns,action,Non-verbal scaffolding,[1],[1 2]
287,action,Conversational turns,action,Parent affect,[],[1]
288,action,Conversational turns,action,Parent gaze,[2],[1 2]
289,action,Conversational turns,action,Parent gesture,[1],[1 2]
290,action,Conversational turns,action,Parent prop manipulation,[],[1]
291,action,Conversational turns,action,Parent utterance,[0 1],[1 2 3]
292,action,Conversational turns,action,Verbal scaffolding,[0 1],[1 2 3]
293,action,Conversational turns,action,robot pointing,[2],[1 2]
294,action,Conversational turns,action,robot text,[1],[1 2]
295,action,Conversational turns,sub_action,CP,[],[1]
296,action,Conversational turns,sub_action,MG,[],[1]
297,action,Conversational turns,sub_action,PC,[],[1]
298,action,Conversational turns,sub_action,PCP,[],[1]
299,action,Conversational turns,sub_action,affective,[],[1]
300,action,Conversational turns,sub_action,child,[3],[1 2]
