,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent gesture,Parent affective touch,Child prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
42,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,56.00000000000012
43,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,56.200000000000124
44,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,56.40000000000013
45,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,56.60000000000013
46,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,56.80000000000013
47,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,57.000000000000135
48,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,57.20000000000014
49,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,57.40000000000014
50,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,57.60000000000014
51,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,57.800000000000146
52,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,58.00000000000015
53,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,58.20000000000015
54,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,58.400000000000155
55,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,58.60000000000016
56,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,58.80000000000016
57,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,59.00000000000016
58,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,59.200000000000166
59,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,59.40000000000017
60,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,59.60000000000017
61,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,59.800000000000175
62,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,60.00000000000018
63,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,60.20000000000018
64,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,60.40000000000018
65,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,60.600000000000186
66,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,60.80000000000019
67,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,61.00000000000019
68,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,61.200000000000195
69,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,61.4000000000002
70,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,61.6000000000002
71,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,61.8000000000002
72,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,62.000000000000206
73,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,62.20000000000021
74,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,62.40000000000021
75,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,62.600000000000215
76,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,62.80000000000022
77,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,63.00000000000022
78,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,63.20000000000022
79,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,63.400000000000226
80,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,63.60000000000023
81,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,63.80000000000023
82,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,64.00000000000023
83,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,64.20000000000024
84,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,64.40000000000023
85,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,64.60000000000025
86,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,64.80000000000024
87,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,65.00000000000026
88,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,65.20000000000024
89,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,65.40000000000026
90,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,65.60000000000025
91,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,65.80000000000027
92,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,66.00000000000026
93,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,66.20000000000027
94,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,66.40000000000026
95,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,66.60000000000028
96,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,66.80000000000027
97,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,67.00000000000028
98,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,67.20000000000027
99,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,67.40000000000029
100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,67.60000000000028
101,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,67.8000000000003
102,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,68.00000000000028
103,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,68.2000000000003
104,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,68.40000000000029
105,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,68.6000000000003
106,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,68.8000000000003
107,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,69.00000000000031
108,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,69.2000000000003
109,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,69.40000000000032
110,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,69.6000000000003
111,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,69.80000000000032
112,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,70.00000000000031
113,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,70.20000000000033
114,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,70.40000000000032
115,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,70.60000000000034
116,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,70.80000000000032
117,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,71.00000000000034
118,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,71.20000000000033
119,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,71.40000000000035
120,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,71.60000000000034
121,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,71.80000000000035
122,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,72.00000000000034
123,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,72.20000000000036
124,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,72.40000000000035
125,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,72.60000000000036
126,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,72.80000000000035
127,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,73.00000000000037
128,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,73.20000000000036
129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,73.40000000000038
130,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,73.60000000000036
131,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,73.80000000000038
132,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,74.00000000000037
133,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,74.20000000000039
134,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,74.40000000000038
135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,74.60000000000039
136,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,74.80000000000038
137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75.0000000000004
138,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75.20000000000039
139,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75.4000000000004
140,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75.60000000000039
141,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75.80000000000041
142,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,76.0000000000004
143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,76.20000000000041
144,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,76.4000000000004
145,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,76.60000000000042
146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,76.80000000000041
147,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,77.00000000000043
148,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,77.20000000000041
149,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,77.40000000000043
150,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,77.60000000000042
151,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,77.80000000000044
152,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,78.00000000000043
153,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,78.20000000000044
154,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,78.40000000000043
155,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,78.60000000000045
156,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,78.80000000000044
157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79.00000000000045
158,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79.20000000000044
159,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79.40000000000046
160,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79.60000000000045
161,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,79.80000000000047
162,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,80.00000000000045
163,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,80.20000000000047
164,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,80.40000000000046
165,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,80.60000000000048
166,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,80.80000000000047
167,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,81.00000000000048
168,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,81.20000000000047
169,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,81.40000000000049
170,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,81.60000000000048
171,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,81.8000000000005
172,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82.00000000000048
173,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,82.2000000000005
174,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,82.40000000000049
175,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,82.6000000000005
176,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,82.8000000000005
177,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,83.00000000000051
178,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,83.2000000000005
179,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,83.40000000000052
180,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,83.6000000000005
181,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,83.80000000000052
182,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,84.00000000000051
183,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,84.20000000000053
184,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,84.40000000000052
185,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,84.60000000000053
186,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,84.80000000000052
187,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,85.00000000000054
188,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,85.20000000000053
189,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,85.40000000000055
190,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,85.60000000000053
191,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,85.80000000000055
192,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,86.00000000000054
193,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,86.20000000000056
194,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,86.40000000000055
195,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,86.60000000000056
196,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,86.80000000000055
197,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,87.00000000000057
198,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,87.20000000000056
199,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,87.40000000000057
200,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,87.60000000000056
201,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,87.80000000000058
202,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,88.00000000000057
203,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,88.20000000000059
204,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,88.40000000000057
205,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,88.60000000000059
206,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,88.80000000000058
207,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,89.0000000000006
208,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,89.20000000000059
209,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,89.4000000000006
210,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,89.60000000000059
211,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,89.80000000000061
212,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,90.0000000000006
213,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,90.20000000000061
214,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,90.4000000000006
215,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,90.60000000000062
216,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,90.80000000000061
217,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,91.00000000000063
218,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,91.20000000000061
219,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,91.40000000000063
220,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,91.60000000000062
221,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,91.80000000000064
222,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,92.00000000000063
223,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,92.20000000000064
224,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,92.40000000000063
225,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,92.60000000000065
226,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,92.80000000000064
227,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,93.00000000000065
228,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,93.20000000000064
229,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,93.40000000000066
230,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,93.60000000000065
231,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,93.80000000000067
232,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,94.00000000000065
233,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,94.20000000000067
234,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,94.40000000000066
235,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,94.60000000000068
236,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,94.80000000000067
237,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,95.00000000000068
238,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,95.20000000000067
239,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,95.40000000000069
240,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,95.60000000000068
241,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,95.8000000000007
242,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,96.00000000000068
243,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,96.2000000000007
244,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,96.40000000000069
245,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,96.6000000000007
246,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,96.8000000000007
247,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,97.00000000000071
248,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,97.2000000000007
249,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,97.40000000000072
250,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,97.6000000000007
251,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,97.80000000000072
252,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,98.00000000000071
253,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,98.20000000000073
254,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,98.40000000000072
255,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,98.60000000000073
256,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,98.80000000000072
257,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,99.00000000000074
258,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,99.20000000000073
259,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,99.40000000000074
260,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,99.60000000000073
261,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,99.80000000000075
262,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,100.00000000000074
263,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,100.20000000000076
264,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,100.40000000000074
265,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,100.60000000000076
266,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,100.80000000000075
267,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,101.00000000000077
268,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,101.20000000000076
269,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,101.40000000000077
270,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,101.60000000000076
271,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,101.80000000000078
272,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,102.00000000000077
273,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,102.20000000000078
274,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,102.40000000000077
275,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,102.60000000000079
276,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,102.80000000000078
277,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,103.0000000000008
278,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,103.20000000000078
279,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,103.4000000000008
280,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,103.60000000000079
281,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,103.80000000000081
282,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,104.0000000000008
283,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,104.20000000000081
284,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,104.4000000000008
285,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,104.60000000000082
286,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,104.80000000000081
287,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,105.00000000000082
288,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,105.20000000000081
289,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,105.40000000000083
290,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,105.60000000000082
291,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,105.80000000000084
292,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,106.00000000000082
293,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,106.20000000000084
294,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,106.40000000000083
295,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,106.60000000000085
296,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,106.80000000000084
297,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,107.00000000000085
298,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,107.20000000000084
299,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,107.40000000000086
300,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,107.60000000000085
301,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,107.80000000000086
302,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,108.00000000000085
303,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,108.20000000000087
304,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,108.40000000000086
305,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,108.60000000000088
306,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,108.80000000000086
307,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,109.00000000000088
308,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,109.20000000000087
309,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,109.40000000000089
310,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,109.60000000000088
311,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,109.80000000000089
312,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,110.00000000000088
313,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,110.2000000000009
314,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,110.40000000000089
315,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,110.6000000000009
316,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,110.80000000000089
317,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,111.00000000000091
318,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,111.2000000000009
319,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,111.40000000000092
320,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,111.6000000000009
321,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,111.80000000000092
322,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,112.00000000000091
323,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,112.20000000000093
324,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,112.40000000000092
325,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,112.60000000000093
326,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,112.80000000000092
