,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent gesture,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,time
28,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,161.9999999999997
29,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,162.19999999999968
30,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,162.39999999999966
31,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,162.59999999999965
32,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,162.79999999999964
33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,162.99999999999963
34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,163.19999999999962
35,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,163.3999999999996
36,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,163.5999999999996
37,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,163.79999999999959
38,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,163.99999999999957
39,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,164.19999999999956
40,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,164.39999999999955
41,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,164.59999999999954
42,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,164.79999999999953
43,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,164.99999999999952
44,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,165.1999999999995
45,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,165.3999999999995
46,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,165.59999999999948
47,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,165.79999999999947
48,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,165.99999999999946
49,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,166.19999999999945
50,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,166.39999999999944
51,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,166.59999999999943
52,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,166.79999999999941
53,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,166.9999999999994
54,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,167.1999999999994
55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167.39999999999938
56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167.59999999999937
57,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167.79999999999936
58,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167.99999999999935
59,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,168.19999999999933
60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168.39999999999932
61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168.5999999999993
62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168.7999999999993
63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168.9999999999993
64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,169.19999999999928
65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,169.39999999999927
66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,169.59999999999926
67,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,169.79999999999924
68,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,169.99999999999923
69,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,170.19999999999922
70,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,170.3999999999992
71,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,170.5999999999992
72,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,170.7999999999992
73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170.99999999999918
74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171.19999999999916
75,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,171.39999999999915
76,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,171.59999999999914
77,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,171.79999999999913
78,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,171.99999999999912
79,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,172.1999999999991
80,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,172.3999999999991
81,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,172.59999999999908
82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.79999999999907
83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.99999999999906
84,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,173.19999999999905
85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,173.39999999999904
86,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,173.59999999999903
87,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,173.79999999999902
88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,173.999999999999
89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,174.199999999999
90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,174.39999999999898
91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,174.59999999999897
92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,174.79999999999896
93,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,174.99999999999895
94,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,175.19999999999894
95,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,175.39999999999893
96,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,175.59999999999891
97,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,175.7999999999989
98,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,175.9999999999989
99,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,176.19999999999888
100,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,176.39999999999887
101,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,176.59999999999886
102,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,176.79999999999885
103,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,176.99999999999883
104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,177.19999999999882
105,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,177.3999999999988
106,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,177.5999999999988
107,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,177.7999999999988
108,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,177.99999999999878
109,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,178.19999999999877
110,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,178.39999999999876
111,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,178.59999999999874
112,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,178.79999999999873
113,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,178.99999999999872
114,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,179.1999999999987
115,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,179.3999999999987
116,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,179.5999999999987
117,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,179.79999999999868
118,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,179.99999999999866
119,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,180.19999999999865
120,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,180.39999999999864
121,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,180.59999999999863
122,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,180.79999999999862
123,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,180.9999999999986
124,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,181.1999999999986
125,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,181.39999999999858
126,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,181.59999999999857
127,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,181.79999999999856
128,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,181.99999999999855
129,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,182.19999999999854
130,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,182.39999999999853
131,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,182.59999999999852
132,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,182.7999999999985
133,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,182.9999999999985
134,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,183.19999999999848
135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,183.39999999999847
136,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,183.59999999999846
137,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,183.79999999999845
138,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,183.99999999999844
139,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,184.19999999999843
140,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,184.3999999999984
141,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,184.5999999999984
142,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,184.7999999999984
143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,184.99999999999838
144,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,185.19999999999837
145,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,185.39999999999836
146,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,185.59999999999835
147,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,185.79999999999833
148,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,185.99999999999832
149,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,186.1999999999983
150,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,186.3999999999983
151,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,186.5999999999983
152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,186.79999999999828
153,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,186.99999999999827
154,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,187.19999999999825
155,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,187.39999999999824
156,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,187.59999999999823
157,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,187.79999999999822
158,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,187.9999999999982
159,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,188.1999999999982
160,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,188.3999999999982
161,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,188.59999999999818
162,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,188.79999999999816
163,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,188.99999999999815
164,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,189.19999999999814
165,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,189.39999999999813
166,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,189.59999999999812
167,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,189.7999999999981
168,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,189.9999999999981
169,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,190.19999999999808
170,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,190.39999999999807
171,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,190.59999999999806
172,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,190.79999999999805
173,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,190.99999999999804
174,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,191.19999999999803
175,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,191.39999999999802
176,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,191.599999999998
177,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,191.799999999998
178,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,191.99999999999798
179,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,192.19999999999797
180,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,192.39999999999796
181,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,192.59999999999795
182,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,192.79999999999794
183,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,192.99999999999793
184,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,193.1999999999979
185,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,193.3999999999979
186,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,193.5999999999979
187,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,193.79999999999788
188,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,193.99999999999787
189,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,194.19999999999786
190,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,194.39999999999785
191,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,194.59999999999783
192,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,194.79999999999782
193,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,194.9999999999978
194,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,195.1999999999978
195,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,195.3999999999978
196,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,195.59999999999778
197,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,195.79999999999777
198,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,195.99999999999775
199,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,196.19999999999774
200,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,196.39999999999773
201,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,196.59999999999772
202,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,196.7999999999977
203,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,196.9999999999977
204,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,197.1999999999977
205,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,197.39999999999768
206,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,197.59999999999766
207,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,197.79999999999765
208,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,197.99999999999764
209,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,198.19999999999763
210,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,198.39999999999762
211,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,198.5999999999976
212,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,198.7999999999976
213,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,198.99999999999758
214,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,199.19999999999757
215,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,199.39999999999756
216,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,199.59999999999755
217,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,199.79999999999754
218,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,199.99999999999753
219,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,200.19999999999752
220,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,200.3999999999975
221,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,200.5999999999975
222,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,200.79999999999748
223,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,200.99999999999747
224,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,201.19999999999746
225,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,201.39999999999745
226,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,201.59999999999744
227,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,201.79999999999742
228,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,201.9999999999974
229,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,202.1999999999974
230,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,202.3999999999974
231,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,202.59999999999738
232,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,202.79999999999737
233,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,202.99999999999736
234,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,203.19999999999735
235,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,203.39999999999733
236,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,203.59999999999732
237,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,203.7999999999973
238,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,203.9999999999973
239,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,204.1999999999973
240,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,204.39999999999728
241,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,204.59999999999727
242,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,204.79999999999725
243,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,204.99999999999724
244,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,205.19999999999723
245,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,205.39999999999722
246,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,205.5999999999972
247,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,205.7999999999972
248,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,205.9999999999972
249,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,206.19999999999717
250,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,206.39999999999716
251,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,206.59999999999715
252,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,206.79999999999714
253,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,206.99999999999713
254,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,207.19999999999712
255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207.3999999999971
256,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,207.5999999999971
257,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,207.79999999999708
258,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,207.99999999999707
259,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,208.19999999999706
260,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,208.39999999999705
261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,208.59999999999704
262,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,208.79999999999703
263,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,208.99999999999702
264,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,209.199999999997
265,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,209.399999999997
266,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,209.59999999999698
267,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,209.79999999999697
268,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,209.99999999999696
269,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,210.19999999999695
270,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,210.39999999999694
271,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,210.59999999999692
272,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,210.7999999999969
273,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,210.9999999999969
274,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,211.1999999999969
275,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,211.39999999999688
276,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,211.59999999999687
277,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,211.79999999999686
278,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,211.99999999999685
279,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,212.19999999999683
280,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,212.39999999999682
281,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,212.5999999999968
282,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,212.7999999999968
283,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,212.9999999999968
284,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,213.19999999999678
285,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,213.39999999999677
286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,213.59999999999675
287,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,213.79999999999674
288,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,213.99999999999673
289,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,214.19999999999672
290,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,214.3999999999967
291,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,214.5999999999967
292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214.7999999999967
293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214.99999999999667
294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215.19999999999666
295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215.39999999999665
296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215.59999999999664
297,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,215.79999999999663
298,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,215.99999999999662
299,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,216.1999999999966
300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,216.3999999999966
301,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,216.59999999999658
302,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,216.79999999999657
303,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,216.99999999999656
304,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,217.19999999999655
305,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,217.39999999999654
306,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,217.59999999999653
307,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,217.79999999999652
308,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,217.9999999999965
309,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218.1999999999965
310,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218.39999999999648
311,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218.59999999999647
312,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218.79999999999646
313,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218.99999999999645
314,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,219.19999999999644
315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219.39999999999642
316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219.5999999999964
317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219.7999999999964
318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219.9999999999964
319,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220.19999999999638
320,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220.39999999999637
321,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220.59999999999636
322,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220.79999999999634
323,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,220.99999999999633
324,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,221.19999999999632
325,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,221.3999999999963
326,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,221.5999999999963
327,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,221.7999999999963
328,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,221.99999999999628
329,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,222.19999999999627
330,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,222.39999999999625
331,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,222.59999999999624
332,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,222.79999999999623
333,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,222.99999999999622
334,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,223.1999999999962
335,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,223.3999999999962
336,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,223.5999999999962
337,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,223.79999999999617
338,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,223.99999999999616
339,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,224.19999999999615
340,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,224.39999999999614
341,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,224.59999999999613
342,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,224.79999999999612
343,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,224.9999999999961
