,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,85.68,86.08,0.4,utterance,Child utterance:utterance,2,r,104,SK
1,Child utterance,Child,160.4,162.96,2.56,utterance,Child utterance:utterance,2,r,104,SK
2,Child utterance,Child,163.0,163.88,0.88,utterance,Child utterance:utterance,2,r,104,SK
3,Child utterance,Child,168.98,169.38,0.4,utterance,Child utterance:utterance,2,r,104,SK
4,Child utterance,Child,170.22,170.9,0.68,utterance,Child utterance:utterance,2,r,104,SK
5,Child utterance,Child,181.08,181.96,0.88,utterance,Child utterance:utterance,2,r,104,SK
6,Child utterance,Child,211.46,211.74,0.28,utterance,Child utterance:utterance,2,r,104,SK
7,Child utterance,Child,214.66,215.57999999999998,0.92,utterance,Child utterance:utterance,2,r,104,SK
8,Child utterance,Child,218.96,219.56,0.6,utterance,Child utterance:utterance,2,r,104,SK
9,Child utterance,Child,228.6,229.04,0.44,utterance,Child utterance:utterance,2,r,104,SK
10,Child utterance,Child,244.06,244.54,0.48,utterance,Child utterance:utterance,2,r,104,SK
11,Child utterance,Child,247.8,248.68,0.88,utterance,Child utterance:utterance,2,r,104,SK
12,Child utterance,Child,253.78,254.42,0.64,utterance,Child utterance:utterance,2,r,104,SK
13,Child utterance,Child,263.02,263.66,0.64,utterance,Child utterance:utterance,2,r,104,SK
14,Child utterance,Child,273.56,274.04,0.48,utterance,Child utterance:utterance,2,r,104,SK
15,Child utterance,Child,298.98,299.38,0.4,utterance,Child utterance:utterance,2,r,104,SK
16,Child gaze,Child,7.68,10.08,2.4,robot,Child gaze:robot,2,r,104,SK
17,Child gaze,Child,11.32,12.92,1.6,robot,Child gaze:robot,2,r,104,SK
18,Child gaze,Child,15.56,16.32,0.76,robot,Child gaze:robot,2,r,104,SK
19,Child gaze,Child,18.36,21.48,3.12,robot,Child gaze:robot,2,r,104,SK
20,Child gaze,Child,25.2,30.36,5.16,robot,Child gaze:robot,2,r,104,SK
21,Child gaze,Child,30.5,32.1,1.6,parent,Child gaze:parent,2,r,104,SK
22,Child gaze,Child,32.22,34.06,1.84,robot,Child gaze:robot,2,r,104,SK
23,Child gaze,Child,37.06,38.1,1.04,robot,Child gaze:robot,2,r,104,SK
24,Child gaze,Child,39.34,40.74,1.4,robot,Child gaze:robot,2,r,104,SK
25,Child gaze,Child,40.84,41.52,0.68,props,Child gaze:props,2,r,104,SK
26,Child gaze,Child,41.58,41.98,0.4,robot,Child gaze:robot,2,r,104,SK
27,Child gaze,Child,42.1,45.38,3.28,props,Child gaze:props,2,r,104,SK
28,Child gaze,Child,45.46,48.62,3.16,robot,Child gaze:robot,2,r,104,SK
29,Child gaze,Child,48.72,49.44,0.72,child,Child gaze:child,2,r,104,SK
30,Child gaze,Child,49.52,53.0,3.48,robot,Child gaze:robot,2,r,104,SK
31,Child gaze,Child,55.26,55.66,0.4,robot,Child gaze:robot,2,r,104,SK
32,Child gaze,Child,57.82,60.06,2.24,robot,Child gaze:robot,2,r,104,SK
33,Child gaze,Child,62.86,63.5,0.64,robot,Child gaze:robot,2,r,104,SK
34,Child gaze,Child,64.54,67.9,3.36,robot,Child gaze:robot,2,r,104,SK
35,Child gaze,Child,68.02,68.53999999999999,0.52,parent,Child gaze:parent,2,r,104,SK
36,Child gaze,Child,68.6,73.24,4.64,robot,Child gaze:robot,2,r,104,SK
37,Child gaze,Child,73.36,74.36,1.0,props,Child gaze:props,2,r,104,SK
38,Child gaze,Child,74.5,75.22,0.72,robot,Child gaze:robot,2,r,104,SK
39,Child gaze,Child,75.3,79.74,4.44,props,Child gaze:props,2,r,104,SK
